,time,A,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,ANET,ANSS,AVGO,BR,CDAY,CDNS,CIEN,CRM,CSCO,CTSH,ENPH,EPAM,FAST,FDS,FFIV,FI,FICO,FIS,FLT,FTNT,GEN,GLW,GPN,INTC,INTU,IT,JBL,JKHY,JNPR,KEYS,KLAC,LDOS,LHX,LRCX,MA,MCHP,MPWR,MSFT,MSI,MU,NOW,NVDA,NXPI,ON,ORCL,PANW,PAYC,PAYX,PTC,PYPL,QCOM,QRVO,SWKS,TER,TRMB,TXN,TYL,Ticker,V,ZBRA
714,06/23/2022,118.6,285.83,376.64,145.54,210.58,183.41,93.28,82.43,95.36,246.54,496.58,138.71,48.28,151.06,46.14,173.05,42.93,67.38,200.67,327.72,50.44,388.76,153.51,89.73,402.24,92.93,210.04,56.8,22.08,31.61,112.9,37.41,400.75,241.11,52.89,177.74,28.22,136.92,320.66,97.54,228.39,424.08,316.76,57.91,399.65,258.86,211.08,56.22,485.53,162.25,153.51,50.47,67.63,167.69,286.14,117.31,108.51,73.81,120.09,94.98,94.27,91.94,59.43,151.14,327.26,,196.64,297.41
715,06/23/2023,119.42,298.43,484.72,185.94,213.83,202,136.07,110.01,148.82,319.54,822.15,158.01,63.46,225.32,41.02,210.09,50.33,62.04,158.69,214,56.89,394.05,144.45,120.49,776.05,52.75,238.56,71.59,17.71,33.86,98.84,33.0,452.69,338.19,103.04,162.8,29.91,157.98,456.95,84.72,191.9,608.76,379.81,81.97,506.0,335.02,278.61,65.28,542.99,422.09,188.69,87.52,118.64,243.94,306.2,108.38,140.86,66.94,113.43,97.32,102.02,105.16,49.55,167.68,396.93,,229.55,264.33
716,06/24/2019,73.14,186.11,299.87,112.9,167.76,168.5,42.33,29.26,63.0225,201.39,279.2,128.44,50.61,71.28,42.74,152.56,57.18,64.05,17.49,171.81,32.61,293.33,143.16,90.81,300.74,121.22,279.19,15.168,20.98,33.04,160.18,47.63,262.34,161.84,30.38,136.91,26.62,86.45,113.22,78.96,197.29,181.27,265.3,42.565,127.5,137.78,165.61,33.19,282.5,38.165,97.65,19.46,56.74,66.17,225.75,86.18,88.7,116.5,73.16,64.55,75.91,46.23,43.66,112.73,218.23,,173.85,200.04
717,06/24/2020,86.56,201.84,431.68,119.47,144.84,233.44,59.97,52.39,52.3125,285.25,306.97,122.7,78.4,91.99,53.22,185.55,44.75,53.8,46.68,247.5,41.34,297.21,135.01,96.61,409.06,132.3,246.39,26.866,19.74,25.81,166.91,59.09,286.13,115.66,31.47,179.69,22.38,101.23,188.62,93.25,168.24,305.78,294.01,50.54,219.93,197.84,139.3,48.29,392.93,92.355,113.06,19.29,54.44,74.4666666666667,312.57,71.46,76.92,168.0,89.14,108.52,126.41,81.36,42.67,123.99,338.47,,191.41,250.5
718,06/24/2021,146.67,291.56,578.26,167.04,196.08,286.96,138.26,86.1,90.875,341.55,470.06,160.32,97,135.02,57.65,243.77,52.78,69.82,170.77,518.53,51.68,330.63,187.47,108.5,501.01,145.76,256.63,47.998,27.36,41.0,191.51,56.07,482.62,238.27,57.55,164.45,27.33,152.66,315.89,103.07,219.65,635.02,374.75,74.56,359.35,266.69,214.56,80.58,552.07,192.055,203.83,37.76,77.74,124.2,367.35,104.28,137.74,293.21,137.92,182.89,177.79,130.61,80.49,188.61,446.05,,236.24,510.39
719,06/24/2022,121.29,299.37,387.72,149.69,218.79,192.48,97.36,87.08,99.82,256.95,509.09,145.59,51.59,157.62,46.94,185.92,44.1,70.26,198.39,326.01,51.9,392.52,158.47,94.19,416.15,98.63,217.5,59.13,22.46,32.76,118.86,38.61,417.62,251.29,54.68,182.9,29.15,140.48,339.5,101.57,233.55,450.19,330.5,60.58,419.41,267.7,217.33,58.44,504.09,171.26,159.32,52.97,70.7,170.236666666667,306.53,122.43,112.44,77.68,125.1,97.87,98.03,97.12,61.01,155.95,345.33,,205.51,308.91
720,06/25/2018,61.2,156.16,239.68,98.15,136.63,129.75,46.71,15.11,64.97,177.15,252.42,114.46,34.82,43.34,25.7,133.19,42.29,77.96,6.98,120.46,24.925,207.87,170.05,74.38,190.38,106.58,210.98,12.424,20.47,27.73,110.83,50.71,201.74,132.97,27.52,129.47,26.32,58.74,104.14,58.85,144.12,171.01,194.98,46.62,134.26,98.39,116.05,53.16,171.39,59.78,110.14,23.17,44.28,67.4466666666667,100.44,69.68,92.73,82.19,57.05,80.36,97.38,37.67,32.66,110.19,224.56,,130.93,142.21
721,06/25/2019,72.51,184.9,287.97,110.28,165.52,163.16,41.98,28.86,61.595,196.45,276.51,128.06,48.22,69.43,42.18,149.34,56.08,63.16,16.29,170.49,32.14,285.25,141.02,90.28,294.89,121.26,277.33,14.974,20.8,32.81,157.82,46.85,257.49,160.99,30.56,135.65,26.32,85.22,113.07,79.13,195.67,175.82,259.73,41.97,124.25,133.43,164.19,32.68,275.36,37.87,95.11,19.24,56.07,66.18,218.35,84.8,86.06,114.44,72.55,63.46,74.32,45.45,43.65,111.48,213.25,,171.28,197.53
722,06/25/2020,87.26,217.32,436.95,120.1,147.45,234.47,59.98,51.93,52.995,287.19,308.85,124.79,79.75,92.66,53.36,188.34,45.22,55.59,45.8,250.99,41.67,342.16,134.86,97.43,416.37,133.28,246.89,27.166,19.53,25.81,167.56,58.51,288.75,119.19,31.65,180.25,22.26,100.39,192.35,92.72,170.79,312.6,298.01,50.99,228.58,200.34,140.49,49.19,401.64,94.9,113.37,19.48,54.53,75.6333333333333,317.04,73.05,77.36,172.5,88.96,108.97,127.3,84.83,43.17,125.06,340.32,,193.98,253.64
723,06/25/2021,147.28,294.66,579.66,167.66,197.36,288.74,136.19,85.62,90.555,343.48,462.2,160.69,98.05,134.76,58.14,241.87,53.06,70.49,175.39,523.15,51.77,332.08,189.76,108.99,500.98,146.97,262.34,48.406,26.98,40.9,192.23,55.91,486.09,241.95,57.45,166.59,27.69,153.32,316.26,103.21,221.03,630.44,379.61,74.385,365.68,265.02,215.62,82.03,544.99,190.31,204.17,37.51,78.46,125.19,368.8,105.61,138.69,289.6,137.65,183.35,178.7,129.55,81.05,188.17,453.3,,237.32,510.65
724,06/26/2018,61.98,156.86,242.25,98.71,135.09,130.17,46.67,15.5,65.595,177.27,251.54,114.97,35.03,43.53,25.95,135.48,42.55,78.45,7.3,122.37,24.71,197.12,172.48,74.18,191.57,106.1,210.65,12.574,20.34,27.7,110.52,49.67,202.11,133.53,27.83,129.93,26.57,59.36,104.59,59.65,144.29,173.93,196.46,46.57,136.92,99.08,115.48,54.59,170.85,60.4975,109.78,23.1,44.41,67.96,101.66,69.0,93.39,82.32,56.45,81.72,97.8,38.05,32.78,111.51,222.83,,132.55,143.22
725,06/26/2019,72.14,183.31,288.72,110.87,162.82,162.48,43.58,29.92,63.8275,198.68,281.44,127.33,47.88,69.84,41.68,149.04,56.6,63.06,16.79,170.99,31.95,289.33,142.63,90.19,297.88,121.27,277.12,15.05,20.86,33.06,158.64,48.19,256.5,158.14,30.77,134.41,26.76,87.23,116.85,78.51,191.22,181.28,261.3,43.585,128.76,133.93,164.88,37.04,275.34,39.815,97.14,20.05,56.66,66.5266666666667,216.82,81.77,87.25,114.15,74.95,65.64,75.84,45.94,43.76,114.43,211.54,,171.06,203.4
726,06/26/2020,85.9,212.47,426.92,117.87,144.72,232.74,58.38,50.1,52.6575,283.08,307.41,124.64,79.91,93.84,53.47,183.17,46.31,55.21,45.3,244.38,40.99,328.65,140.12,94.92,406.2,130.51,238.52,26.91,19.12,25.41,162.92,57.5,286.52,117.85,30.58,178.49,22.17,97.56,189.57,89.78,169.61,302.52,289.34,50.025,226.25,196.33,138.78,48.49,399.97,91.55,108.15,19.09,54.18,75.13,306.37,71.79,75.53,170.87,88.02,107.37,125.85,81.85,42.37,123.37,340.79,,189.27,246.42
727,06/26/2023,118.37,297.41,479.51,186.34,215.54,200.78,139.8,107.51,150.82,316.2,821.63,159.91,64.27,223.01,41.17,207.36,50.21,62.46,159.21,220.35,57.57,395.66,144.38,120.16,768.48,52.68,239.23,71.06,18.06,34.14,96.52,33.34,453.3,336.93,101.43,163.68,29.98,158.92,458.55,85.95,191.72,620.33,377.42,82.84,510.91,328.6,280.39,65.45,537.97,406.32,192.2,88.62,116.78,243.8,310.8,110.65,138.3,66.44,116.63,98.77,104.6,105.99,50.61,168.75,402.05,,226.3,273.11
728,06/27/2018,61.14,155.34,237.68,96.5,133.07,127.62,45.25,14.97,63.5725,171.69,247.11,113.21,34.33,42.86,25.62,133.22,42.33,77.38,6.81,121.29,24.355,200.26,170.4,73.26,188.11,104.86,208.41,12.36,20.13,27.5,108.78,48.76,198.22,130.81,27.65,128.41,26.74,58.55,100.64,58.55,143.82,169.8,193.18,45.15,133.38,97.54,115.41,52.26,167.97,58.93,109.36,22.47,43.45,67.04,97.27,66.89,91.21,80.67,55.17,79.89,96.01,37.28,32.53,108.78,217.93,,131.02,141.76
729,06/27/2019,73.19,183,293.23,112.84,164.01,165.25,44.69,30.74,64.4975,200.87,285.71,128.7,49.63,70.17,41.6,150.69,55.73,63.06,17.92,172.93,32.21,285.41,143.05,90.83,302.1,121.34,279.21,15.35,21.09,33.23,159.73,47.46,257.99,158.97,31.09,134.54,26.85,87.12,117.74,79.39,189.46,186.13,261.1,43.57,132.82,134.15,164.6,38.07,278.51,40.8075,99.23,20.39,56.77,68.2966666666667,224.56,82.1,87.71,113.67,75.43,67.06,76.95,46.65,44.41,115.86,213.16,,171.23,207.63
730,06/27/2022,120.57,292.62,381.07,150.59,218.31,185.87,97.61,86.16,98.87,250.8,505.71,146.89,50.77,154.45,46.63,181.31,43.77,69.91,206.17,324.81,51.37,391.15,157.23,93.09,415.03,96.74,218.75,58.85,22.69,33.29,117.02,38.63,404.72,248.16,55.15,183.03,29.17,141.97,338.59,101.69,236.81,449.79,328.83,60.67,416.86,264.89,217.12,58.78,496.7,168.69,158.86,54.17,70.41,167.293333333333,300.08,122.66,112.19,75.94,127.18,99.8,98.09,97.96,60.17,155.62,341.7,,203.56,309.83
731,06/27/2023,117.04,300.81,489.27,192.38,215.61,206.85,146.55,110.39,156.13,323.32,848.4,161.51,65.8,228.8,41.75,208.82,50.86,63.13,161.03,229.08,58.46,400.34,146.35,122.4,775.54,52.42,245.67,73.66,18.46,34.69,95.9,34.1,459.03,339.09,103.49,164.66,30.66,162.56,476.93,86.43,193.65,649.16,381.79,86.78,532.81,334.57,283.88,66.79,539.96,418.76,200.32,91.87,117.84,251.59,313.97,111.07,139.77,66.23,119.79,102.03,108.12,110.29,51.67,176.31,407.74,,227.34,282.81
732,06/28/2018,61.29,164.5,239.81,95.95,134.25,130.24,45.29,15.31,64.5675,172.93,244.9,114.53,34.04,43.1,26.07,135.12,42.94,79.02,6.95,123.02,24.375,197.48,172.98,73.93,191.97,105.71,210.92,12.49,20.29,26.99,109.99,49.25,204.02,133.55,27.51,129.41,27.26,59.07,101.81,58.65,144.76,170.87,197.1,45.22,134.57,98.63,117.11,53.14,172.41,60.215,110.25,22.28,43.84,68.3066666666667,100.03,67.96,93.54,82.48,55.9,80.48,96.56,37.67,32.74,109.1,220.68,,132.74,143.31
733,06/28/2019,74.67,184.77,294.65,112.87,165.33,162.9,44.91,30.37,64.905,204.82,287.86,127.68,50.2,70.81,41.13,151.73,54.73,63.39,18.23,173.1,32.59,286.56,145.63,91.16,314.02,122.68,280.85,15.366,21.76,33.23,160.13,47.87,261.33,160.94,31.6,133.92,26.63,89.81,118.2,79.85,189.13,187.84,264.53,43.35,135.78,133.96,166.73,38.59,274.57,41.0575,97.61,20.21,56.97,67.92,226.72,82.29,89.76,114.46,76.07,66.61,77.27,47.91,45.11,114.76,216.02,,173.55,209.49
734,06/28/2021,147.93,293.9,588.8,170.57,196.63,293.36,140.99,87.08,90.705,349.13,472.8,160.81,99.1,137.1,57.53,244.57,52.96,70.15,188.33,521.06,51.65,337.03,190.55,108.13,506.37,143.54,255.08,49.408,27.04,40.99,189.63,57.48,486.99,240.37,58.24,165.24,27.68,154.41,322.26,102.11,219.51,646.96,367.68,76.16,374.48,268.72,215.11,83.38,552.17,199.85,206.18,38.66,78.5,126.156666666667,373.5,106.91,140.1,293.65,139.72,187.33,182.7,132.75,81.66,191.53,453.06,,234.09,527.13
735,06/28/2022,117.06,283.8,365.63,148.49,214.06,176.81,95.02,80.78,95.26,240.14,498.45,141.16,48.69,150.12,45.92,171.46,43.06,68.11,190.65,311.51,49.17,376,153.18,90.62,401.36,94.27,211.4,57.29,22.27,32.5,113.35,37.78,386.29,239.41,53.04,180.4,28.67,138.92,330.09,99.26,235.82,438.26,318.29,59.45,397.13,256.48,210.24,57.86,473.44,159.82,154.22,52.81,68.58,163.97,286.64,119.88,106.39,71.82,131.6,98.55,96.22,95.23,59.06,154.16,334.2,,198.12,302.21
736,06/28/2023,116.37,301.72,482.43,189.9,215.61,206.3,144.03,110.17,155.86,324.31,847.94,161.73,64.73,229.36,41.66,212.17,50.87,63.37,161.42,227.85,58.06,395.48,144.82,122.95,787.84,53.1,245.88,74.33,18.27,34.78,97.04,33.57,459.63,338.56,104.53,164.25,30.52,162.95,474.43,86.67,191.74,642.18,380.23,85.88,527.27,335.85,283.54,67.07,548.67,411.17,197.56,91.21,116.53,253.41,312.23,110.71,140.64,66.03,117.54,100.66,108.15,107.65,52.28,174.96,408.89,,227.96,283.49
737,06/29/2018,61.84,163.59,243.81,95.92,134.14,131.09,46.19,14.99,64.3725,174.18,242.64,115.1,33.19,43.31,26.51,136.4,43.03,78.99,6.73,124.33,24.065,198.1,172.45,74.09,193.32,106.03,210.65,12.486,20.65,27.51,111.49,49.71,204.31,132.9,27.66,130.36,27.42,59.03,102.53,59.0,144.54,172.85,196.52,45.475,133.67,98.61,116.37,52.44,172.47,59.225,109.27,22.24,44.06,68.49,98.83,68.35,93.81,83.27,56.12,80.17,96.65,38.07,32.84,110.25,222.1,,132.45,143.25
738,06/29/2020,87.29,212.72,424.2,119,146.38,232.17,59.06,50.28,51.7275,282.13,309.78,125.77,78.28,94.03,53.15,183.33,46.15,56.49,47.45,246.09,41.92,326.8,137.41,97.01,406.03,131.17,246.15,26.694,19.43,25.68,166.57,58.27,287.92,119.26,32.27,181.48,22.55,98.13,191.73,92.2,174.8,308.46,292.93,51.285,229.95,198.44,138.14,49.15,394.55,92.0,111.58,19.52,54.76,75.6966666666667,300.36,73.72,76.44,168.35,89.01,107.43,126.0,82.83,42.64,124.77,339.86,,191.38,252.05
739,06/29/2021,148.81,296.43,590.75,171.4,197.62,297.74,141.92,89.52,90.94,352.53,477.15,162.05,99.97,138.35,57.32,245.81,52.91,70.42,185.71,519.21,51.77,336.11,190.45,106.59,511.77,141.92,253.55,48.648,27.39,40.85,187.52,56.75,491.4,243.19,58.34,165.52,27.6,155.79,325.2,100.93,215.4,651.79,368.0,76.41,377.4,271.4,217.01,82.93,558.59,200.2675,207.7,38.76,78.1,125.223333333333,373.95,107.54,141.76,292.76,142.62,195.66,190.95,134.31,82.73,192.88,455.73,,235.95,536.06
740,06/29/2022,117.9,279.81,368.5,147.27,212.19,176.85,91.94,77.99,94.93,241.46,490.41,143.89,48.52,150.92,45.6,170.61,42.88,68.48,184.64,307.37,49.71,383.1,152.75,90.9,401.06,94.57,209.51,57.17,22.3,32.38,112.77,37.29,389.66,240.14,51.99,182.12,28.79,138.68,320.57,99.35,237.81,427.05,322.59,58.05,392.41,260.26,209.73,56.02,477.79,155.42,150.02,51.12,69.21,163.933333333333,284.18,114.85,107.1,71.47,130.23,95.81,93.87,90.25,59.1,152.78,335.33,,199.5,298.33
741,06/29/2023,118.05,308.33,483.77,189.48,216.46,206.18,144.23,111.24,159.29,326.05,862.57,163.3,65.84,228.54,42.56,210.43,51.21,64.54,158.77,224.69,58.54,395.55,145.77,124.05,796.54,52.92,248.05,75.09,18.43,34.71,96.97,32.91,455.82,342.54,107.39,166.48,30.88,165.34,477.23,87.78,195.49,640.36,387.67,86.98,535.8,335.05,288.59,64.33,548.08,408.22,199.76,92.08,117.78,253.33,313.68,109.33,142.63,65.86,118.06,101.34,109.88,109.4,52.77,176.79,411.73,,234.32,288.68
742,06/30/2020,88.37,214.72,435.31,122.64,148.89,239.19,60.45,52.61,52.5075,291.73,315.61,126.19,79.27,95.96,54.16,187.33,46.64,56.82,47.57,252.01,42.84,328.47,139.48,97.62,418.04,134.09,251.53,27.454,19.83,25.9,169.62,59.83,296.19,121.33,32.08,184.03,22.86,100.78,194.48,93.67,169.67,323.46,295.7,52.655,237.0,203.51,140.13,51.52,405.06,94.9775,114.04,19.82,55.27,76.5566666666667,309.73,75.75,77.79,174.23,91.21,110.53,127.86,84.51,43.19,126.97,346.88,,193.17,255.95
743,06/30/2021,147.81,294.79,585.64,172.16,198.62,291.9,142.4,93.93,90.5775,347.06,476.84,161.53,95.92,136.82,56.89,244.27,53,69.26,183.63,510.96,52,335.61,186.66,106.89,502.68,141.67,256.06,47.638,27.22,40.9,187.54,56.14,490.17,242.2,58.12,163.51,27.35,154.41,324.21,101.1,216.15,650.7,365.09,74.87,373.45,270.9,216.85,84.98,549.55,200.025,205.72,38.28,77.84,123.683333333333,363.47,107.3,141.26,291.48,142.93,195.65,191.75,133.96,81.83,192.3,452.37,,233.82,529.49
744,06/30/2022,118.77,277.65,366.06,146.09,210.04,171.96,90.98,76.47,93.74,239.29,485.81,142.55,47.08,150.03,45.7,165.04,42.64,67.49,195.24,294.78,49.92,384.57,153.04,88.97,400.9,91.67,210.11,56.58,21.96,31.51,110.64,37.41,385.44,241.83,51.21,180.02,28.5,137.85,319.08,100.71,241.7,426.15,315.48,58.08,384.04,256.83,209.6,55.28,475.52,151.59,148.03,50.31,69.87,164.646666666667,280.12,113.87,106.34,69.84,127.74,94.32,92.64,89.55,58.23,153.65,332.48,,196.89,293.95
745,06/30/2023,120.25,308.58,488.99,194.81,219.79,204.61,144.54,113.91,162.06,330.27,867.43,165.63,66.97,234.52,42.49,211.26,51.74,65.28,167.48,224.75,58.99,400.65,146.26,126.15,809.21,54.7,251.08,75.59,18.55,35.04,98.52,33.44,458.19,350.31,107.93,167.33,31.33,167.45,485.02,88.48,195.77,642.86,393.3,89.59,540.23,340.54,293.28,63.11,561.97,423.02,204.68,94.58,119.09,255.51,321.24,111.87,142.3,66.73,119.04,102.03,110.69,111.33,52.94,180.02,416.47,,237.48,295.83
746,07/01/2019,75.78,186.87,300.97,115,166.39,169.29,45.68,31.2,65.71,208.11,300.35,129.37,51.32,73.35,41.97,154.06,54.74,64.28,18.3,176.71,32.66,286.74,148.12,92.51,316.74,124.57,283.17,15.438,22.06,34.12,162.65,48.05,264.2,163.65,31.95,136.42,26.93,92.83,121.72,80.17,178.15,191.34,266.77,45.7,138.72,135.68,166.89,40.11,283.51,41.5425,99.92,20.55,58.01,68.5433333333333,227.0,83.51,90.67,115.03,77.52,70.58,81.91,48.83,45.78,117.19,220.51,,173.94,208.98
747,07/01/2020,88.11,214.59,439.81,120.37,149.11,241.22,59.68,52.58,52.36,294.32,312.73,127.27,84.14,97.07,53.59,191.89,46.06,56.42,49.06,252.96,43.01,333.89,137.31,98.5,423.57,136.86,254.69,27.844,19.77,25.66,171.49,58.81,302.58,120.03,31.04,183.83,22.55,99.71,193.15,93.31,170.49,317.48,301.17,51.56,235.55,204.7,135.97,49.7,416.79,95.3,111.91,19.05,55.49,76.4533333333333,320.26,76.3,78.44,177.43,89.78,108.26,125.85,82.91,42.75,124.8,350.32,,193.78,251.23
748,07/01/2021,147.79,300,584.73,169.17,199.81,293.7,137.95,93.31,90.8475,349.24,469.64,162.93,96.11,136.93,57.8,244.98,53.44,69.84,183.11,510.24,52.06,335.83,188.63,108.34,500.32,143.72,256.51,48.468,27.19,41.08,192.21,56.01,491.05,248.43,58.06,164.51,27.3,153.56,311.74,103.03,218.66,633.07,370.71,73.85,370.18,271.6,218.74,80.11,545.17,202.12,201.86,37.91,79.54,123.563333333333,373.59,108.47,142.97,289.0,140.8,193.18,189.01,129.38,82.45,190.84,459.14,,235.15,532.02
749,07/01/2022,119.21,280.65,368.48,142.91,213.23,173.86,86.27,73.67,93.41,240.19,477.84,146.42,47.6,149.64,45.64,168.2,42.6,68.03,195.72,302.12,49.74,394.2,153.34,92.58,408.26,93.58,213.89,57.37,22.28,31.91,110.93,36.34,388.31,244.28,51.09,184.27,28.22,136.15,296.26,102.45,243.24,394.83,318.24,56.16,364.95,259.58,210.08,53.65,484.36,145.23,146.09,46.84,70.87,169.416666666667,291.17,116.36,107.0,71.4,123.53,92.47,91.12,85.8,57.99,148.54,333.88,,199.18,299.34
750,07/02/2018,61.47,163.23,243.26,96.31,134.86,131.9,45.68,15.16,65.34,176,242.05,115.91,32.82,43.77,26.95,140.43,42.81,79.49,7.14,124.29,24,200.2,174.48,74.74,194.22,106.7,212.56,12.786,20.89,27.71,112.41,50.2,205.44,133.33,27.65,130.6,27.75,59.68,103.8,59.38,145.97,173.05,197.67,45.735,134.71,100.01,116.51,54.48,177.6,60.56,108.8,22.59,44.95,69.8133333333333,101.24,68.04,93.9,83.89,56.18,80.1,97.06,38.31,32.5,110.24,226.28,,132.5,148.28
751,07/02/2019,75.61,188.6,301.39,113.51,161.96,170.1,44.66,31.24,66.325,206.59,295.33,131.09,51.95,74.02,42.21,154.12,55.81,64.36,18.56,177.13,32.12,292.83,146.38,93.59,323.57,124.91,286.02,15.622,22.1,33.71,162.03,48.12,266.33,165.07,31.67,135.94,26.95,90.85,119.63,80.14,185.77,187.19,270.57,44.87,136.44,136.58,168.31,39.6,288.31,40.5575,98.08,19.99,58.46,68.2533333333333,232.92,83.63,90.97,116.17,77.01,69.62,80.84,47.55,45.85,116.06,220.05,,175.28,211.61
752,07/02/2020,88.68,215.72,442.95,121.24,150.54,240.15,61,52.34,52.6275,297.97,315.47,128.22,84.67,97.82,53.26,192.53,45.63,56.08,48.86,250.16,44.04,335.9,138.52,98.25,418.77,136.78,254.84,27.688,20.01,26.0,171.46,59.13,305.3,120.33,31.45,184.51,22.54,100.73,196.51,93.64,172.0,323.7,302.42,52.305,237.13,206.26,135.09,49.83,414.21,96.1225,112.72,19.18,55.94,76.8433333333333,321.5,76.59,78.27,177.21,91.87,110.3,128.42,84.58,42.52,125.81,355.22,,195.67,255.04
753,07/02/2021,148.82,304.84,593.07,170.67,201.48,297.74,138.16,94.7,91.3975,353.41,468.17,164.41,97.88,137.94,57.92,248.2,53.54,69.61,186.41,516.28,52.6,338.47,187.99,109.27,507.81,145.57,259.5,49.608,27.2,41.2,193.36,56.76,497.64,253.69,58.38,165.82,27.32,153.15,311.82,102.56,219.44,631.44,375.03,74.125,376.31,277.65,221.02,80.33,551.83,204.87,202.73,38.4,81.82,124.273333333333,383.86,108.73,143.98,290.24,142.58,195.67,191.32,128.53,82.57,192.21,464.43,,238.63,539.94
754,07/03/2018,61.25,163.34,242.01,94.51,133.66,131.6,44.8,15,63.9675,173.34,239.29,116.21,33.38,43.81,26.63,137.84,42.67,79.9,7.03,122.45,23.845,199.25,174.73,74.42,195.81,106.6,214.2,12.718,20.81,27.35,111.1,49.47,204.76,134.88,27.39,131.76,27.23,59.45,101.6,59.22,145.76,167.25,196.29,45.05,132.7,99.05,115.9,51.48,177.19,59.21,106.87,22.15,44.72,69.8933333333333,100.67,67.78,94.03,83.27,55.33,77.44,95.46,37.82,32.41,108.91,225.76,,131.45,148.32
755,07/03/2019,76.8,190.97,305.7,113.17,164.09,172,44.67,31.19,67.215,209.33,284.89,131.85,51.86,74.81,43.14,155.59,56.48,64.18,18.97,177.39,32.26,296.06,147.8,94.23,331.4,126.62,289.6,15.768,25.1,33.75,162.99,48.52,270.17,167.84,31.56,137.61,27.07,91.36,119.06,81.4,184.3,184.86,273.08,44.885,136.26,137.46,170.37,39.59,293.15,40.6875,97.68,19.83,58.86,69.65,235.74,84.6,92.97,117.68,76.63,68.99,80.69,47.3,45.94,115.94,221.06,,176.87,217.53
756,07/03/2023,119.32,310.97,485.21,194.33,218.73,203.7,145.47,115.82,159.9,326.95,876.44,163.89,65.69,235.4,42.3,211.65,51.82,65.56,169.55,226.58,58.41,393.54,146.12,125.95,795.0,58.0,253.47,74.66,18.45,35.16,102.16,33.62,451.57,347.08,108.83,168.24,31.33,166.98,484.82,88.42,197.74,650.99,393.96,90.69,542.57,337.99,292.76,63.9,562.87,424.13,207.13,96.83,117.15,254.64,319.62,111.47,140.34,68.1,120.09,103.12,111.7,111.53,52.18,179.76,412.31,,237.97,296.27
757,07/05/2018,61.8,164.8,244.18,96.4,133.71,132.8,45.44,15.5,64.4775,175.38,245.4,115.9,33.93,44.46,26.97,139.77,42.56,79.89,7.01,123.81,24.04,199.97,176.57,75.03,195.86,107.54,214.17,12.866,21.15,27.96,112.09,50.75,205.06,136.32,27.76,132.61,27.81,59.5,103.43,59.62,143.97,171.82,198.87,46.065,136.34,99.76,117.48,52.84,179.43,60.6825,106.68,22.82,45.41,69.49,101.37,69.08,94.75,84.59,57.38,81.82,99.66,39.2,32.97,111.51,224.78,,133.29,148.25
758,07/05/2019,75.75,191.39,303.98,112.86,164.84,172.23,43.98,31.5,67.685,209.51,282.66,132.45,51.86,74.41,42.99,154.58,56.6,64.71,19.64,180.11,32.09,295.45,147.66,94.46,332.43,126.8,291.77,15.778,25.0,33.61,162.49,48.08,270.54,168.97,31.54,137.15,27.36,91.47,117.9,82.02,184.96,183.64,272.14,44.615,137.12,137.06,170.65,39.42,294.53,40.0575,96.53,20.07,59.28,69.8066666666667,239.3,85.31,92.83,117.16,76.66,68.97,80.33,46.91,45.42,115.75,221.99,,176.66,217.04
759,07/05/2022,120.56,275.17,376.49,143.07,212.48,176.9,86,75.2,96.15,245.19,476.3,146.15,50.86,151.64,45.52,172.2,41.96,67.72,192.59,310.64,49.67,395.81,155.33,94.11,411.33,95.0,213.68,59.0,22.13,31.65,111.83,36.69,400.22,241.21,50.52,183.78,28.04,137.35,295.56,99.58,230.96,388.77,319.26,56.14,368.76,262.85,212.23,56.73,495.93,149.64,145.91,47.3,71.99,173.713333333333,313.29,115.57,107.1,74.4,125.83,96.24,93.85,86.81,58.44,149.1,340.13,,200.54,302.33
760,07/05/2023,119.5,309.9,487.26,190,219.7,203.85,142.26,113.95,159.68,323.92,861.86,163.94,65.27,232.52,42.92,213.82,51.51,65.53,165.34,232.79,58.25,395.45,146.24,124.9,791.97,59.8,250.99,74.31,18.04,34.98,104.76,32.51,457.84,346.99,108.84,166.58,31.15,164.97,467.91,88.65,197.18,628.58,394.73,88.43,523.26,338.15,292.74,62.06,565.76,423.17,203.67,92.95,115.96,257.88,317.89,112.88,138.25,68.85,117.13,97.59,107.3,108.09,52.16,176.53,412.32,,239.45,292.85
761,07/06/2018,62.29,164.51,248.19,97.2,134.22,135.11,46.13,16.36,65.5975,177.71,247.68,116.59,33.85,44.88,27.17,141.4,42.71,80.56,7.03,128.26,24.105,201.63,177.25,75.49,197.65,108.37,216.79,12.994,21.28,28.13,112.75,51.37,208.15,137.96,28.22,133.66,27.96,59.83,104.87,60.18,144.3,173.86,199.52,46.705,138.31,101.16,118.41,53.23,182.16,61.8325,107.47,23.1,46.0,70.3866666666667,103.48,69.79,96.21,85.94,57.84,81.53,100.13,39.52,33.49,112.71,227.37,,134.09,148.25
