,time,A,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,ANET,ANSS,AVGO,BR,CDAY,CDNS,CIEN,CRM,CSCO,CTSH,ENPH,EPAM,FAST,FDS,FFIV,FI,FICO,FIS,FLT,FTNT,GEN,GLW,GPN,INTC,INTU,IT,JBL,JKHY,JNPR,KEYS,KLAC,LDOS,LHX,LRCX,MA,MCHP,MPWR,MSFT,MSI,MU,NOW,NVDA,NXPI,ON,ORCL,PANW,PAYC,PAYX,PTC,PYPL,QCOM,QRVO,SWKS,TER,TRMB,TXN,TYL,Ticker,V,ZBRA
0,01/02/2018,67.6,153.84,177.7,90.28,115.99,107.12,53.04,10.98,57.7575,148.55,267.01,90.8,,42.05,21.22,104.41,38.86,70.95,2.6,108.4,27.27,191.63,132.58,65.175,153.39,93.7,193.87,8.87,28.91,32.62,99.56,46.85,158.72,124.85,26.7,116.19,28.7,42.15,106.13,64.0,142.07,189.28,151.91,45.205,116.31,85.95,90.55,43.67,131.73,49.8375,117.95,21.81,46.63,49.5166666666667,80.44,67.31,61.16,73.84,65.2,68.88,98.43,44.18,41.06,105.57,178.69,,114.51,103.71
1,01/02/2019,65.69,140.59,224.57,85.92,130.14,128.96,33.48,18.83,52.6375,143.01,253.51,95.08,33.76,43.23,33.94,135.55,42.95,63.09,4.92,114.32,25.705,199.4,161.18,72.21,185.49,101.43,185.55,13.936,18.94,29.88,102.03,47.08,194.47,125.85,24.76,124.19,26.89,61.42,90.91,52.05,133.14,138.3,189.74,35.675,115.44,101.12,114.78,32.75,178.32,34.055,75.03,16.78,45.22,61.07,119.7,65.07,81.92,85.75,57.4,61.18,67.96,31.74,32.47,94.45,182.24,,132.92,156.24
2,01/02/2020,85.95,210.15,334.43,120.43,170.32,187.83,62.2,49.1,51.18,259.59,322.39,123.78,70.02,71.44,42.86,166.99,48.42,61.92,29.34,216.31,37.23,268.73,140.76,115.52,382.92,139.9,287.74,21.936,26.02,29.99,185.67,60.84,266.16,156.04,41.97,145.89,24.71,104.19,182.57,98.62,203.31,297.89,303.39,53.8,180.01,160.62,161.63,55.39,291.24,59.9775,128.54,25.06,53.95,78.47,271.8,85.11,76.37,110.75,88.69,115.96,121.67,69.68,41.94,129.57,306.24,,191.12,259.14
3,01/03/2018,69.32,154.55,181.04,91.4,117.25,109.38,53.98,11.55,58.9,151.42,269.93,90.72,,42.93,21.4,105.29,39.17,71.55,2.58,109.77,27.28,193.24,134.04,65.705,153.43,94.25,194.96,9.006,28.91,33.42,101.71,45.26,159.16,125.19,27.05,116.34,28.81,42.75,107.37,63.92,142.82,192.5,153.82,45.885,118.5,86.35,89.91,44.98,132.91,53.1175,118.08,22.78,47.71,49.8933333333333,81.03,68.28,61.94,76.75,65.94,68.39,99.93,44.37,42.19,108.43,180.19,,115.65,105.77
4,01/03/2019,63.27,135.79,215.7,80.73,126.21,121.85,31.54,17.05,49.9,137.64,230.96,93.65,33.23,41.53,32.87,130.4,41.07,61.1,4.76,112.29,24.975,194,154.31,70.11,178.77,98.31,181.6,13.514,18.58,28.03,98.72,44.49,188.52,123.19,23.12,121.23,26.0,58.32,85.81,51.33,130.05,131.63,181.18,33.16,108.61,97.4,110.76,31.0,169.12,31.9975,71.97,15.65,44.78,59.9,116.5,63.97,78.16,82.09,55.7,55.64,60.72,29.6,30.93,88.88,176.63,,128.13,146.88
5,01/03/2020,84.57,209.8,331.81,118.31,169.96,184.95,61.21,48.6,50.2125,256.97,314.19,123.88,69.51,70.42,41.87,166.17,47.63,61.36,29.29,217.4,36.57,268.67,140.0,116.37,381.92,139.02,290.81,22.242,25.83,29.6,184.4,60.1,264.38,155.98,41.45,145.72,24.34,101.88,179.08,99.48,210.47,294.69,300.43,52.62,176.75,158.62,164.38,54.53,291.1,59.0175,127.3,24.69,53.76,78.9433333333333,272.71,84.82,75.43,108.76,87.02,112.34,118.65,68.23,41.51,127.85,306.67,,189.6,256.05
6,01/03/2022,156.48,407.21,564.37,177.15,244.01,283.72,159.93,150.24,142.24,395.49,663.32,180.95,104.94,183.16,77.38,255.46,63.16,89.57,184.45,642.2,61.98,476.02,242.75,107.62,443.13,113.88,231.11,66.624,26.33,37.19,141.7,53.21,631.47,321.96,70.46,171.5,35.36,202.66,435.09,90.26,211.57,725.46,370.95,88.0,494.85,334.75,267.43,95.75,630.14,301.21,231.22,70.17,87.9,181.403333333333,404.94,134.51,122.98,194.94,186.21,159.43,159.78,166.11,86.68,190.6,523.85,,221.43,583.9
7,01/03/2023,150.04,270.26,336.92,162.45,237.66,185.15,96.73,64.02,120.91,238.64,553.48,134.56,61.57,159.64,50.74,134.78,47.94,57.59,253.31,331.42,47.4,405.96,144.85,101.21,591.19,68.54,183.19,48.52,21.62,32.54,100.2,26.73,391.18,337.49,67.18,176.1,32.53,170.94,376.55,104.71,206.93,414.3,346.8,69.1,342.95,239.58,257.4,50.37,385.5,143.15,155.05,61.61,83.72,138.45,304.63,115.81,119.65,74.58,107.2,89.14,90.5,85.93,50.6,163.21,319.33,,207.39,260.2
8,01/04/2018,68.8,156.38,183.22,91.3,118.37,112.07,54.29,12.12,58.1725,151.82,270.02,91.44,,43.58,21.78,106.68,38.99,72.68,2.5,110.03,27.39,195.89,137.12,66.63,155.18,94.95,195.46,8.8,28.97,33.76,103.65,44.43,162.01,127.3,27.31,118.64,28.79,42.96,107.56,64.8,142.43,193.38,155.81,45.995,119.6,87.11,90.66,46.88,133.85,53.3975,117.87,22.78,48.18,49.7533333333333,83.11,68.92,63.0,76.73,66.03,68.72,100.77,44.58,42.85,108.29,183.95,,116.08,107.86
9,01/04/2019,65.46,141.07,226.19,82.69,131.24,128.28,33.7,19,50.6175,143.66,233.23,96.88,34.39,43.26,34.56,137.96,42.92,63.7,5.08,117.34,26,200.04,159.79,73.22,189.48,101.78,184.94,13.382,19.36,29.21,102.75,47.22,196.0,126.36,23.95,124.04,27.0,61.95,91.3,53.38,132.92,138.06,189.76,34.505,113.08,101.93,115.56,32.7,179.23,34.0475,75.45,16.5,46.71,61.4633333333333,121.02,66.2,81.59,86.27,56.6,59.37,63.63,31.1,32.1,92.9,180.16,,133.65,152.97
10,01/04/2021,118.64,256.46,485.34,146.02,168.96,296.84,86.87,92.3,70.79,357.67,425.22,151.51,102.53,135.76,51.18,220.31,43.96,79.42,172.24,348.06,47.65,330.59,175.85,111.92,505.26,139.91,265.93,29.112,20.77,34.92,207.22,49.67,371.7,158.07,42.17,158.66,22.61,131.18,260.33,102.44,180.44,478.02,351.49,68.59,364.82,217.69,167.5,74.05,526.83,131.135,162.04,32.67,63.75,117.22,427.73,90.36,118.18,231.92,148.5,164.59,150.72,119.19,66.29,162.22,431.61,,217.76,378.13
11,01/04/2022,151.19,404.3,554,175.55,245.15,278.19,158.36,144.42,138.66,391.1,670.92,180.57,100.57,178.3,75.88,248.23,61.25,91.42,178.28,618.71,62.33,472.46,239.9,109.0,445.83,114.51,237.25,64.428,26.55,38.01,145.43,53.14,618.32,323.41,71.29,174.66,34.98,197.36,431.24,91.88,214.01,712.0,375.39,87.47,491.25,329.01,264.8,96.34,603.94,292.9,232.87,70.95,88.84,174.666666666667,391.87,134.25,122.6,191.14,187.23,160.45,161.25,166.38,85.11,190.8,520.48,,222.46,587.6
12,01/04/2023,151.67,269.34,341.41,165.91,238.78,187.96,99.31,64.66,113.84,242.94,560.24,136.67,63.06,159.23,49.42,139.59,47.55,58.06,251.64,335.22,47.97,407.79,145.28,102.06,609.04,69.27,184.68,48.3,21.87,34.11,103.48,27.68,391.57,334.15,66.0,177.19,31.83,170.49,380.23,104.37,206.93,422.46,355.15,70.79,357.83,229.1,258.02,54.2,393.85,147.49,157.96,62.2,84.48,138.54,303.9,117.07,121.97,77.69,111.53,91.0,93.48,87.42,50.8,169.17,320.68,,212.61,262.99
13,01/05/2018,69.9,157.67,185.34,91.67,118.3,110.84,54.6,11.88,59.1925,152.45,271.62,92.56,,43.99,21.54,108.1,39.53,73.3,2.47,110.21,27.445,196.93,136.18,67.29,156.92,95.49,197.0,8.82,29.51,33.64,103.56,44.74,164.11,129.34,27.19,119.78,28.51,43.92,109.86,64.73,143.74,196.4,159.04,46.13,120.07,88.19,91.88,45.8,135.01,53.85,118.05,22.83,48.47,50.99,83.88,68.71,63.65,78.7,66.47,68.03,101.23,45.61,43.0,109.12,184.39,,118.86,109.54
14,01/05/2021,119.61,257.92,485.69,148.63,168.49,301.7,89.6,92.77,71.5025,359.83,428.1,151.72,101.12,136.14,51.21,221.52,43.98,79.65,181.48,345.7,48.28,329.58,177.25,112.36,505.01,136.68,267.0,28.348,20.97,35.67,205.36,50.61,368.87,159.71,43.06,159.11,23.36,133.84,265.79,102.49,182.35,494.55,347.42,70.095,370.56,217.9,166.61,77.26,531.97,134.0475,165.67,33.22,62.96,116.716666666667,426.88,90.02,118.51,234.91,152.43,169.25,156.3,121.49,66.85,163.41,432.24,,214.51,380.57
15,01/05/2022,148.6,397.18,514.43,172.84,243.06,264.32,153.74,136.15,133.15,376.94,643,177.46,92.95,172.62,75.38,227.67,60.28,90.02,157.2,587.8,61.54,451.29,232.31,108.36,425.89,116.53,237.3,60.698,26.2,38.18,146.42,53.87,593.7,303.21,69.99,172.92,34.26,192.16,420.74,91.56,209.38,691.81,373.9,84.52,460.53,316.38,259.11,94.4,572.76,276.04,224.57,67.42,86.46,168.286666666667,360.94,131.69,118.33,187.16,186.5,157.24,158.08,160.25,81.61,186.82,492.59,,220.0,558.18
16,01/05/2023,152.11,262.98,328.44,159.69,233.63,182.07,97.92,62.33,109.49,231.65,555.02,133.02,59.82,156.8,49.41,136.34,46.88,57.57,240.37,313.48,46.3,393.55,140.05,99.4,596.9,68.19,180.26,47.45,21.1,34.39,101.98,27.56,375.62,324.77,65.44,173.78,31.17,168.87,373.47,104.01,206.13,417.06,351.77,69.1,347.06,222.31,255.12,54.71,366.32,142.65,153.51,59.74,84.31,135.11,294.62,114.36,120.05,76.27,109.4,90.29,92.42,87.12,50.12,166.93,306.52,,211.11,260.06
17,01/06/2020,84.82,208.43,333.71,116.92,170.19,187.12,59.89,48.39,50.715,254.59,313.72,125,69.41,70.85,41.89,173.45,47.8,60.75,29.66,214.2,36,267.16,138.25,116.93,384.0,140.35,289.19,22.4,26.39,29.68,187.97,59.93,266.41,158.86,40.93,146.73,24.29,100.14,175.05,100.36,211.72,289.19,301.23,51.865,174.94,159.03,166.92,53.57,292.87,59.265,126.4,24.07,54.04,80.0866666666667,278.09,84.81,76.27,110.17,86.51,111.64,116.56,66.75,41.31,126.96,310.21,,189.19,258.01
18,01/06/2021,122.89,260.74,466.31,149.3,167.9,302.87,90.83,90.33,71.4675,349.9,425.46,155.78,99.35,130.64,51.45,216.15,44.4,80.15,203.38,329.66,49.1,332.23,178.58,114.18,497.01,137.99,272.23,27.622,20.92,36.9,207.33,51.1,361.0,163.79,43.99,161.49,23.58,136.11,265.21,103.99,182.77,496.49,347.55,71.44,358.6,212.25,170.68,77.11,507.25,126.145,168.72,34.06,62.57,115.093333333333,413.89,91.15,119.0,226.83,151.19,172.0,158.49,122.41,68.41,164.22,433.73,,212.62,394.82
19,01/06/2022,149.12,378,514.12,173.39,241.39,264.11,156.34,136.23,132.67,368.88,637.03,174.27,90.25,173.12,74.38,229.15,60.92,88.23,151.49,579.05,61.89,449.43,235.7,109.14,443.53,116.65,239.26,62.8,27.06,38.33,151.26,54.01,586.39,306.23,70.17,169.6,34.44,192.59,432.22,90.97,217.55,701.91,370.0,85.3,465.61,313.88,257.69,95.65,574.04,281.78,226.96,67.25,86.34,177.636666666667,356.83,130.8,117.14,192.27,185.95,158.36,158.14,163.48,82.03,186.76,493.6,,219.75,555.16
20,01/06/2023,147.67,269.21,332.75,165.52,240.16,187.19,104.27,63.96,112.45,239.41,588.43,137.1,60.96,159.66,51.42,140.51,48.32,59.75,233.65,316.67,47.61,404.46,141.64,102.18,601.94,69.3,187.21,48.69,21.5,35.38,105.17,28.73,386.52,328.62,67.98,178.3,31.95,175.42,397.59,104.95,206.18,445.27,367.67,72.77,367.45,224.93,263.84,56.77,366.53,148.59,159.63,62.47,85.66,134.85,286.65,117.45,122.69,76.48,115.34,93.35,95.44,91.24,51.5,175.16,310.91,,217.75,273.42
21,01/07/2019,66.85,141.56,229.26,83.21,130.53,132.72,34.3,20.57,52.48,147.32,237.98,97.15,35.91,43.42,35.59,142.22,43.21,63.6,5.26,123.34,26.19,200.25,163.82,73.07,193.45,102.42,186.03,14.018,19.33,29.2,104.9,47.44,198.99,126.34,24.12,123.82,27.52,64.49,92.6,53.5,133.79,139.29,191.22,35.515,116.05,102.06,116.1,34.0,186.67,35.85,76.01,17.0,47.45,62.45,124.11,65.85,82.51,86.93,56.44,59.78,64.49,31.15,32.68,94.5,182.84,,136.06,155.29
22,01/07/2020,85.08,203.93,333.39,119.58,168.13,187.5,61.62,48.25,51.2125,256.67,312.64,124.56,70.11,71.07,41.55,176,47.49,60.32,29.99,215.61,35.93,267.03,136.99,116.48,388.49,138.19,291.75,22.378,26.75,29.9,187.37,58.93,266.47,156.58,41.24,146.48,24.19,100.78,176.44,99.99,212.73,296.24,300.21,55.345,176.57,157.58,165.72,58.27,292.91,59.9825,128.04,24.66,54.16,80.5466666666667,279.49,84.34,75.92,109.67,88.97,111.23,117.67,68.22,41.15,129.41,311.27,,188.69,256.47
23,01/07/2021,126.16,263.2,477.74,155.61,168.85,315.2,94.56,95.16,73.9925,365.02,443.39,155.62,103.72,137.05,52.39,217.98,44.96,80.95,213.76,338.48,49.71,334.4,180.1,114.43,490.11,135.77,276.06,28.65,21.12,36.98,208.12,52.19,368.63,166.2,44.91,164.94,23.83,141.0,278.19,104.18,181.25,514.46,349.86,74.35,381.25,218.29,171.08,79.11,511.41,133.44,174.99,35.36,63.07,121.036666666667,431.74,91.53,125.45,235.04,155.7,178.57,162.68,129.91,71.84,167.94,437.67,,213.81,409.1
24,01/07/2022,145.15,370.75,510.7,168.84,238.84,262.32,150.81,132,129.48,362.08,619.15,171.5,89.57,166.02,73.05,228.31,61.13,87.42,145.13,556.68,60.63,441.87,231.95,108.83,440.05,117.64,243.03,62.932,26.61,37.97,150.2,53.44,567.56,299.39,69.38,169.75,34.24,188.0,416.91,91.51,219.77,669.29,369.65,81.93,444.69,314.04,252.55,94.45,566.39,272.47,221.33,64.56,87.51,175.163333333333,355.8,128.84,115.08,187.6,180.41,154.69,154.21,158.27,79.14,179.44,483.59,,216.96,530.86
25,01/08/2018,70.05,158.93,185.04,91.83,117.94,111.42,55.92,12.28,62.765,153.71,272.27,93.13,,44.92,22.17,108.86,39.94,73.37,2.41,110.7,27.735,194.29,137.62,67.425,158.86,95.73,197.16,9.0,29.57,33.77,104.18,44.74,164.21,130.31,27.08,119.82,28.78,44.57,110.16,66.38,146.4,197.88,159.27,46.31,121.56,88.28,92.82,45.55,135.3,55.5,118.28,22.97,48.98,51.2166666666667,84.64,68.28,64.4,79.05,66.27,68.84,101.25,46.19,43.01,109.64,185.19,,119.34,110.63
26,01/08/2019,67.83,145.14,232.68,85.24,131.3,133.87,32.91,20.75,53.57,148.05,236.07,98.36,35.95,43.67,36.65,145.72,43.56,64.32,5.35,125.37,26.87,202.72,164.82,73.55,197.17,103.19,187.45,14.31,19.58,29.48,107.67,47.74,203.76,128.46,23.41,125.92,27.87,65.65,91.13,53.91,133.74,136.93,192.28,36.48,118.03,102.8,119.51,33.74,188.11,34.9575,76.44,16.54,47.88,63.4766666666667,127.14,66.35,84.1,88.7,55.95,59.37,65.19,30.78,33.62,94.38,185.11,,136.8,156.33
27,01/08/2020,85.92,204.33,337.87,120.66,169.71,189.95,61.58,47.83,51.745,257.73,308.74,125.36,70.38,72.28,42.28,177.33,47.52,60.73,31,221.38,36.2,269.09,136.44,116.8,391.33,140.22,297.02,22.734,26.61,30.04,188.86,58.97,272.88,158.65,41.31,146.71,24.11,101.07,176.67,99.87,211.29,299.97,305.1,54.645,176.34,160.09,165.89,57.52,295.65,60.095,128.36,24.82,54.13,79.5233333333333,283.12,85.17,76.98,111.82,88.71,112.92,119.54,68.3,41.32,129.76,310.99,,191.92,247.64
28,01/08/2021,127.06,264.16,485.1,156.74,171.05,319.85,95.56,94.58,76.53,374.66,445.64,156.21,105.72,136.19,52.93,222.04,45.06,81.95,207.41,342.37,50.75,334.45,191.24,116.79,500.36,138.66,275.84,29.628,21.04,36.95,206.32,51.65,374.46,169.1,44.46,166.95,23.8,146.8,283.18,104.66,180.7,501.63,353.85,73.7,387.41,219.62,174.55,77.42,529.64,132.7675,175.03,35.52,63.38,122.183333333333,441.13,92.02,127.94,242.46,156.64,179.4,163.48,132.15,72.32,171.16,436.39,,215.45,405.47
29,01/09/2018,71.77,159.46,186.7,91.64,118.76,112.11,54.86,11.82,62.495,155.14,268.5,93.31,,45.07,21.93,109.15,39.69,73.46,2.38,111.1,27.68,194.18,137.84,68.145,158.36,96.04,196.91,8.864,29.01,33.65,104.81,43.62,164.85,128.95,26.93,121.02,28.63,45.15,109.2,66.24,145.62,197.57,159.5,46.255,121.35,88.22,92.12,42.97,135.45,55.485,118.45,22.92,49.06,50.7633333333333,84.72,67.82,64.53,79.19,65.27,69.0,100.68,45.41,42.86,110.39,186.86,,119.11,114.02
30,01/09/2019,69.25,145.87,235.43,87.4,131.42,136.77,34.3,20.19,54.2375,150.64,246.28,98.52,35.62,43.85,36.56,145.99,43.32,64.26,5.63,128.51,26.945,205.29,166.04,73.32,199.02,102.7,189.57,14.616,19.93,29.68,109.25,48.01,202.66,126.95,24.05,126.34,28.15,67.07,93.48,54.57,133.36,144.0,195.77,37.925,121.96,104.27,116.16,35.44,190.47,35.645,79.94,17.81,47.78,64.37,128.47,66.31,85.71,89.55,56.61,60.45,67.69,31.9,34.34,96.24,185.44,,138.41,160.21
31,01/09/2020,87.27,206.15,340.45,120.66,171.21,191.94,61.97,48.97,51.7,261.43,306.26,128.1,71.48,73.36,42.1,179.6,47.32,61.11,31.59,223.29,36.22,268.79,135.99,117.8,401.51,142.92,298.51,22.896,26.69,30.22,191.37,59.3,274.9,161.16,41.73,148.62,24.37,101.61,175.49,101.08,212.29,297.93,309.1,55.16,178.72,162.09,168.69,57.31,299.31,60.755,129.18,24.86,54.38,80.0233333333333,285.29,85.75,77.33,112.57,89.91,111.96,119.65,68.26,42.35,131.33,311.39,,193.25,246.5
32,01/09/2023,147.47,273.75,341.98,167.1,239.51,192.47,106.49,67.24,114.87,247.99,576.89,138.66,62.88,165.92,51.93,147.1,48.58,60.86,227.94,324.98,47.95,404.62,143.4,102.07,593.87,70.0,190.7,49.41,21.49,35.42,106.46,29.31,395.34,329.15,71.3,178.2,31.83,176.61,408.33,100.33,201.07,452.43,370.97,73.8,383.46,227.12,260.61,56.36,378.56,156.28,160.97,64.65,86.42,135.08,292.59,117.41,125.96,77.08,114.61,95.21,96.48,93.21,52.24,176.68,318.99,,218.6,279.29
33,01/10/2018,70.79,158.9,187.11,90.11,117.65,111.47,53.3,11.96,63.07,152.11,262.83,92.98,,44.84,21.67,108.8,39.91,73.97,2.26,109.66,27.205,195.34,139.0,68.505,158.22,97.28,200.91,8.82,28.66,33.33,103.57,42.5,163.51,128.16,26.92,122.33,28.4,44.34,106.28,66.58,145.15,191.66,159.86,45.475,120.02,87.82,92.38,43.31,136.23,55.92,119.15,22.64,48.8,51.02,84.38,67.54,64.57,79.37,65.26,67.74,98.6,44.29,42.68,109.7,186.11,,118.98,114.78
34,01/10/2019,69.9,147.02,237.77,88.61,132.46,136.71,34.76,19.74,54.49,152.6,249.52,99.12,36.18,44.32,36.9,147.04,43.24,64.81,5.63,129.53,27.24,205.07,165.6,74.38,204.31,103.83,190.06,14.642,20.07,30.35,110.25,48.56,206.06,128.24,24.33,126.13,28.26,67.26,93.71,54.91,134.89,144.57,196.95,38.31,122.79,103.6,117.56,35.91,190.0,36.3075,80.03,17.89,47.82,65.3333333333333,128.61,67.41,86.67,90.7,56.8,61.86,68.59,32.17,35.3,97.72,185.46,,138.67,160.35
35,01/10/2020,87.59,207.66,339.81,118.57,171.09,192.36,61.47,48.17,51.865,260.8,299.22,127.59,71.49,73.03,41.64,180.2,47.13,60.64,30.67,223.08,36.33,264.88,135.15,117.13,404.01,141.94,292.4,22.864,26.49,30.11,190.44,58.94,275.25,159.39,41.92,145.51,24.16,100.36,173.01,101.02,210.37,294.34,311.17,55.415,176.87,161.34,167.3,56.67,298.88,61.08,129.64,24.58,54.45,79.29,285.58,85.27,76.75,112.93,90.26,113.42,120.08,67.93,42.1,130.0,310.23,,193.77,246.27
36,01/10/2022,145.16,373,525.83,170.4,232.89,262.39,149.59,132,131.54,363.18,621.16,168.25,89.7,165.88,74.88,229.63,61.82,86.68,147.13,545.85,60.17,442.91,237.34,107.75,440.19,116.37,238.02,64.942,26.85,37.6,147.01,55.21,570.19,293.69,69.03,169.56,34.51,186.78,418.73,89.71,223.44,664.29,363.91,82.93,449.33,314.27,256.03,93.89,572.0,274.0,221.83,65.12,89.28,174.203333333333,364.02,126.58,114.54,182.95,179.68,151.56,154.09,156.61,78.77,182.96,486.41,,211.97,535.41
37,01/10/2023,155.23,274.93,338.7,169.22,240.78,193.43,108.04,68.05,115.23,248.4,574.93,139.03,62.96,164.32,51.88,147.44,48.81,61.21,229.83,326.88,48.5,409.28,143.94,101.04,585.86,69.0,191.93,48.42,21.6,35.84,105.31,29.44,388.68,331.99,72.19,178.37,31.83,178.01,416.27,99.98,201.95,458.61,371.01,75.45,388.17,228.85,262.35,57.21,380.84,159.09,166.07,64.27,86.5,134.19,298.34,117.31,127.4,77.92,116.91,96.18,97.51,94.78,52.5,178.4,313.07,,221.09,286.93
38,01/11/2018,70.8,159.11,188.92,91.19,117.18,113.26,53.2,12.14,65.1975,152.21,263.5,93.45,,44.87,21.88,109.1,40.1,74.01,2.4,110.4,27.545,197,139.77,68.915,160.25,97.78,202.58,8.852,28.77,33.76,104.0,43.41,163.0,129.61,27.44,122.68,28.76,44.92,106.24,67.44,145.3,189.12,160.92,46.055,121.72,88.08,93.55,42.82,137.58,56.02,119.25,23.08,48.95,51.3866666666667,84.5,66.86,65.79,79.75,65.43,68.88,99.92,44.53,42.99,110.67,187.89,,119.84,121.17
39,01/11/2019,70.38,146.23,237.55,90.06,131.65,136.74,34.78,20.27,54.525,154.75,250.57,98.78,35.95,44.45,36.67,147.55,43.49,64.92,5.68,130.48,27.42,203.71,163.73,74.1,205.78,103.53,189.0,14.654,19.88,30.05,110.79,48.93,206.15,129.11,24.55,126.73,28.13,67.24,94.03,55.42,136.91,144.11,195.9,38.565,124.17,102.8,116.0,36.01,191.69,37.2075,79.48,18.49,48.29,65.3233333333333,127.3,67.29,86.41,90.65,57.5,63.69,70.02,32.33,35.21,98.59,183.96,,138.06,163.2
40,01/11/2021,128.15,260.35,474.24,158.3,168.51,317.81,97.96,97.25,75.74,373.33,445.76,155.01,102.16,134.69,52.79,218.25,45.36,80.14,201.68,342.84,50.48,332.25,190.35,115.05,495.67,136.06,270.37,29.634,21.03,37.54,201.27,51.54,372.34,167.18,44.64,164.98,23.81,150.15,289.11,103.99,183.49,516.48,348.2,73.905,392.46,217.49,173.69,78.67,523.06,136.215,173.21,36.05,63.03,121.6,427.16,91.0,129.16,237.5,156.11,182.76,162.05,135.7,73.08,171.31,429.65,,212.89,413.79
41,01/11/2022,146.64,375.11,529.89,173.63,235.28,270.63,152.45,137.31,133.18,369.34,622.05,167.94,92.5,169.23,73.91,234.84,62.37,87.97,148.51,559.4,60.29,444.51,242.66,109.47,448.5,117.55,243.58,64.712,26.89,38.04,149.1,55.91,578.72,297.68,70.44,169.74,35.36,191.7,425.61,90.81,222.02,673.21,366.29,84.61,452.51,314.98,256.05,94.2,578.44,278.17,227.54,65.93,88.48,175.35,367.2,128.77,119.27,191.52,185.4,151.72,156.09,160.54,79.49,184.64,505.0,,214.38,538.57
42,01/11/2023,158.17,281.08,342.93,169.79,245.05,199.93,110.06,69.06,116.33,252.16,578.14,143.57,65.86,168.47,51.23,144.9,49.21,61.5,238.82,336.64,49.1,412.82,147.54,101.53,598.97,69.47,194.68,48.8,21.99,36.41,105.6,29.85,395.31,337.7,75.0,181.1,32.16,179.44,419.15,99.63,199.91,464.3,377.86,75.4,397.37,235.77,264.34,58.06,393.78,160.01,168.73,64.63,88.6,136.71,304.25,119.68,127.21,78.54,118.39,99.05,100.45,96.34,53.26,178.87,318.09,,222.1,299.79
43,01/12/2018,71.73,160.11,195.05,92.02,118.47,115.91,53.45,12.02,64.7575,154.22,264.29,94.04,,45.07,21.94,110.24,40.87,74.56,2.24,110.87,27.795,197.75,141.81,68.61,159.56,97.61,203.27,8.988,28.82,34.66,103.26,43.24,164.51,130.13,27.66,123.38,28.89,44.82,107.29,67.03,147.21,188.51,162.33,46.72,122.89,89.6,96.57,42.81,138.19,55.745,119.58,23.57,49.51,51.1733333333333,88.75,67.66,65.93,80.54,65.38,71.04,101.21,44.6,43.39,112.72,187.95,,120.09,123.15
44,01/12/2021,126.97,258.4,471.65,159.09,169.06,320.13,100.01,95.36,79.07,373.27,449.39,154.76,101.77,133.72,54.2,215.52,45.79,79.64,206.49,331.73,51.62,335.44,192.97,111.2,492.28,133.63,273.25,30.582,21.34,37.46,200.54,53.24,365.67,168.58,44.84,160.39,23.81,146.82,290.99,105.38,184.98,536.44,342.92,74.66,391.52,214.93,174.24,79.46,513.21,134.8475,176.08,36.41,62.42,123.493333333333,420.8,90.72,128.5,237.64,154.45,182.32,158.18,137.09,71.91,172.3,424.67,,208.86,407.95
45,01/12/2022,149.51,377.19,532.37,173.75,234.63,269.6,159.55,137.47,133.05,370.15,622,170.44,89.97,170.18,73.32,237.83,62.12,88.07,149.28,571.11,60.38,447.77,239.67,108.5,451.98,117.51,243.66,64.158,26.58,38.17,148.73,55.74,577.26,301.69,70.25,171.91,34.88,190.4,433.86,89.81,220.09,686.32,367.31,85.23,448.91,318.27,256.85,95.11,573.39,279.99,229.02,66.49,88.31,177.34,358.07,128.28,120.05,187.2,186.42,152.84,156.11,162.9,79.16,186.03,504.11,,215.71,538.44
46,01/12/2023,156.49,283.84,344.54,168.67,244.26,199.96,110.2,70.8,117.18,251.97,581.94,144.99,66.75,168.06,50.92,149.6,49,65.1,241.72,340.99,49.02,413.88,147.28,102.42,605.58,69.28,194.52,48.4,21.96,36.54,108.35,30.29,396.7,335.93,76.07,181.59,31.69,177.92,419.07,98.71,199.75,470.04,379.81,75.24,399.64,238.51,264.71,57.27,413.26,165.11,170.21,64.93,88.78,136.6,304.28,119.85,131.09,79.78,121.59,99.66,101.25,96.14,54.14,178.13,316.56,,223.62,293.0
47,01/13/2020,87.46,209.59,345.63,119.06,172.36,192.45,61.81,48.75,52.7875,264.05,301.18,128.49,72.6,73.39,42.39,183.85,47.97,61.16,30.79,228.56,36.59,266.99,136.2,118.53,408.92,142.73,299.4,23.338,26.6,30.4,193.3,59.59,276.04,160.93,42.85,147.19,24.54,101.8,175.1,101.15,212.6,297.29,315.21,55.605,179.31,163.28,170.87,57.45,303.85,62.995,131.98,25.32,54.58,80.3066666666667,295.43,86.26,77.22,115.28,90.97,115.74,124.51,69.27,42.77,129.95,309.62,,195.33,248.58
48,01/13/2021,126.98,257.08,472.05,158.48,164.66,314.33,98.05,91.78,77.4075,375.58,451.21,154.22,99.4,134.12,53.2,218.18,45.36,79.61,203.69,333.54,50.7,330.99,191.71,110.24,488.96,130.94,275.73,29.58,20.87,37.17,199.05,56.95,364.96,165.23,44.58,157.89,23.5,146.61,290.1,105.59,186.73,526.5,346.33,75.35,388.22,216.34,174.09,79.91,521.71,135.3175,177.42,36.99,62.06,121.933333333333,415.55,89.56,124.51,244.9,157.42,180.07,157.89,136.02,70.02,171.41,421.99,,209.35,412.45
