,date,ALGN,AMGN,BAX,BDX,BIIB,BIO,BSX,CAH,CI,CNC,COO,COR,CRL,CTLT,DGX,DVA,DXCM,ELV,EW,GEHC,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,IQV,ISRG,LH,MCK,MDNAF,MDT,MOH,MTD,PODD,REGN,RVTY,STE,SYK,TECH,TMO,Ticker,UBER,UHS,UNH,VRTX,WAT,WST,XRAY,ZBH
0,01/02/2018,224.62,177,67.17,212.526829268293,334.17,241.42,25.28,63.23,202.56,51.295,220.62,94.04,110.65,42.04,98.9,72.54,14.4975,226,37.1933333333333,,74.1,89.51,42.87,56.0549019607843,251.64,157.81,224.03,100.89,99.76,125.083333333333,139.432989690722,159.0,1.641,82.21,78.0,626.1,69.0,382.6,73.91,88.31,157.9,32.865,192.98,,,115.6,221.16,152.91,195.69,99.5,67.14,120.446601941748
1,01/02/2019,202.12,191.9,65.3,214.712195121951,304.69,228.08,34.46,45.07,187.17,56.5,250.63,74.45,111.09,30.91,82.17,51.73,28.795,255.02,49.7466666666667,,63.44,121.76,38.42,59.9137254901961,281.59,182.46,294.52,63.56,114.31,155.343333333333,108.616838487973,113.07,0.518,87.92,112.89,546.04,73.43,372.44,76.92,104.14,154.5,35.4775,219.42,,,117.44,243.49,164.08,183.41,96.41,37.89,99.3009708737864
2,01/02/2020,283.68,240.1,85.87,265.892682926829,294.24,372.16,45.33,50.09,204.94,61.88,323.32,85.08,153.89,56.6,105.73,75.25,54.845,300.87,77.5,,65.23,147.49,52.07,67.12,363.24,265.02,327.0,85.97,156.41,199.086666666667,143.883161512028,138.69,2.16,114.56,133.37,805.06,169.77,373.35,98.86,151.7,210.45,54.865,326.37,,30.99,142.31,292.5,219.45,235.06,151.74,56.93,144.854368932039
3,01/03/2018,231.2,180.34,68.25,214.624390243902,339.85,250.47,25.56,62.86,205.96,52.215,226.74,94.39,110.31,42.35,99.25,72.91,14.52,229.15,38.1966666666667,,74.66,87.04,43.49,56.5803921568628,251.28,162.05,230.32,100.98,99.52,127.94,140.077319587629,156.76,1.641,83.92,77.17,631.54,69.0,393.78,76.16,87.14,158.79,33.6225,196.52,,,113.39,223.48,152.01,197.77,99.62,66.91,121.281553398058
4,01/03/2019,184.78,188.98,64.48,206.048780487805,307,224.3,32.91,44.16,185.57,54.96,246.18,73.37,104.82,29.84,80.68,50.98,28.065,248.42,47.8866666666667,,65.25,119.44,38.28,57.8588235294118,269.7,178.02,284.24,68.06,109.96,150.08,106.27147766323,112.94,0.518,85.45,105.9,513.56,72.44,372.08,72.79,101.48,152.46,34.0225,212.17,,,115.98,236.85,163.73,176.34,94.53,37.91,97.504854368932
5,01/03/2020,280.44,238.47,85.5,263.014634146341,290.85,366.78,44.98,49.36,203.18,61.16,322.3,84.01,152.7,55.98,105.11,75.08,54.675,296.88,77.21,,65.07,147.94,51.89,66.56,364.86,264.77,322.73,77.9,154.19,197.78,143.668384879725,136.72,2.459,113.88,132.54,789.54,171.48,369.16,96.99,150.63,209.59,54.17,322.82,,31.37,141.97,289.54,217.98,231.01,152.14,56.3,144.47572815534
6,01/03/2022,648.05,226.69,86.87,247.034146341463,244.14,735.42,43.12,52.01,234.2,82.65,421.6,132.62,362.11,124.49,164.35,115.43,130.1975,464.86,128.34,,72.58,254.08,73.1,77.43,465.45,631.01,380.87,73.97,273.58,360.0,256.168384879725,248.1,1.91,106.1,316.57,1674.86,275.7,627.1,192.2,242.57,268.42,121.9475,644.92,,43.95,132.02,502.28,222.53,364.59,445.92,56.89,125.368932038835
7,01/03/2023,212.28,261.65,51.04,256.18,272.63,422.43,46.01,76.73,321.48,79.74,332.68,164.29,218.4,45.45,155.77,74.84,114.73,502.2,74.27,56,85.39,243.21,75.55,79.6,500.49,406.01,200.87,79.55,203.86,265.63,204.278350515464,374.33,0.498,78.26,318.92,1461.87,286.38,720.47,141.14,185.58,246.03,82.53,553.18,,25.36,142.61,518.64,286.02,345.59,234.41,32.69,127.28
8,01/04/2018,233.3,179.58,68.41,215.6,339.99,248.49,25.32,63.66,207.04,51.25,223.55,94.18,109.47,41.78,99.08,74.85,13.0625,230.21,38.47,,73.9,85.96,43.77,56.6117647058824,258.36,163.96,232.99,98.44,97.28,125.64,139.570446735395,155.06,1.641,84.12,77.64,627.03,68.49,382.95,76.36,86.59,158.74,33.73,198.98,,,112.79,224.45,153.07,199.66,99.59,66.9,121.106796116505
9,01/04/2019,186.71,195.44,66.5,211.69756097561,318.33,226.28,34.21,44.92,188.69,56.765,246.19,74.22,109.75,31.08,82.71,54,29.06,249.91,49.5733333333333,,68.25,123.39,39.15,58.4313725490196,276.62,187.43,302.69,72.27,115.07,157.226666666667,109.931271477663,114.33,0.518,88.13,109.66,527.15,77.15,397.55,75.89,103.91,157.06,36.1225,221.76,,,118.56,239.62,172.7,179.78,98.24,39.01,100.834951456311
10,01/04/2021,526.46,226.66,80.12,244.585365853659,242.95,575.26,35.27,52.93,205.72,62.09,357.26,96.5,249.67,103.73,121.12,116.5,89.435,318.58,88.92,,60.11,163.64,73.12,66.49,412.19,491.77,367.76,86.45,176.6,266.666666666667,176.013745704467,174.43,4.48,116.02,216.08,1160.87,251.62,482.86,145.51,188.49,239.02,78.655,471.82,,51.14,135.28,349.5,229.43,250.15,285.57,53.75,148.699029126214
11,01/04/2022,623.5,227.84,88,245.639024390244,241.73,702.09,43.64,52.6,233.3,81.08,417,131.36,347.77,119.64,158.2,115.39,128.0675,458.17,127.89,,72.21,260.27,70.43,79.28,458.99,605.42,372.36,71.81,268.17,354.63,249.321305841924,248.0,1.86,106.39,303.94,1640.73,273.55,616.82,183.45,245.16,277.77,117.005,618.0,,44.42,133.82,490.9,221.86,356.41,429.0,57.18,126.640776699029
12,01/04/2023,224.63,264.39,52.33,258.09,270.81,433.7,46.5,77,310.3,79.46,341.57,162.87,221.93,46.45,154.58,77.15,114.33,485.44,76.47,60.49,85.5,248.88,78.23,82.39,492.12,422.43,202.61,79.08,207.78,270.0,205.927835051546,374.01,0.544,80.97,313.53,1491.57,279.72,726.49,142.31,191.32,252.49,84.39,561.92,,25.91,145.77,504.5,286.83,349.77,241.14,33.78,128.46
13,01/05/2018,241.07,180.65,69.18,216.663414634146,342.49,249.05,25.97,63.22,210.55,52.745,230.5,95.32,111.88,41.66,99.91,75.53,13.315,234.34,38.62,,74.52,86.93,43.98,57.5137254901961,264.33,166.6,228.17,99.85,98.56,126.336666666667,143.024054982818,157.16,1.641,85.54,80.59,637.35,68.76,385.1,76.94,86.95,161.06,34.095,202.39,,,111.97,228.73,155.69,202.23,100.84,67.84,122.31067961165
14,01/05/2021,543.65,227.76,81.22,244.907317073171,246.39,584.13,36.24,53.12,203.43,61.07,361.47,97.76,252.59,104.83,121.74,116.55,92.1875,315.1,88.44,,60,165.01,76.02,67.78,413.18,497.26,374.9,85.87,179.34,268.35,179.364261168385,175.6,4.33,116.95,215.95,1176.35,253.66,483.45,151.9,191.82,239.66,79.25,477.72,,54.01,136.1,344.8,228.58,255.43,291.02,55.29,151.271844660194
15,01/05/2022,578.84,225.14,87.86,246.780487804878,239.27,694.43,43.05,53.32,236.52,79.79,410.48,132.5,335.32,116.06,157.32,114,121.9525,458.22,123.92,,72.18,258.97,70.76,78.99,455.83,583.46,367.88,70.45,261.61,341.95,246.194158075601,247.31,1.75,106.01,302.21,1583.11,255.45,595.12,181.06,238.91,272.25,108.6825,618.52,,43.24,133.8,489.69,221.42,350.72,403.97,56.26,126.223300970874
16,01/05/2023,219.82,266.86,52.57,255.31,271.59,430.37,45.76,76.62,304.19,77.26,339.36,163.08,220.08,46.17,154.5,78.5,111.69,473,75.18,59,85.85,250.3,77.63,80.03,488.02,419.2,201.15,80.16,207.05,268.62,206.159793814433,374.05,0.53,80.03,298.54,1489.51,286.16,723.76,138.81,187.29,249.82,82.29,556.94,,25.55,148.97,489.96,287.89,347.03,233.7,33.09,126.08
17,01/06/2020,285.88,240.3,85.29,266.712195121951,290.82,372.03,45.35,49.77,206.92,63.03,323.17,85.24,153.45,55.99,105.68,75.55,56.4975,300.45,78.2666666666667,,65.65,148.5,52.38,67.29,370.55,266.93,325.53,77.34,155.0,198.586666666667,145.549828178694,138.16,2.303,114.89,137.35,793.73,177.81,371.74,98.0,151.62,212.22,54.29,325.14,,31.58,141.86,291.55,224.03,228.88,152.22,56.61,143.640776699029
18,01/06/2021,540.39,233.25,80.94,247.453658536585,247.75,612.2,36.76,55.06,209.43,67.66,366.31,106.17,254.76,106.24,125.71,120.55,93.98,328.32,87.2,,61.95,170.56,78.03,69.56,437.83,483.6,376.55,84.31,186.25,264.263333333333,186.554982817869,178.93,4.14,118.86,235.73,1197.09,252.37,470.09,156.37,195.24,242.45,82.7275,485.21,,52.48,141.71,359.27,226.65,262.47,294.14,57.96,155.582524271845
19,01/06/2022,567.62,225.17,86.78,243.639024390244,237.3,683.52,42.59,52.51,227.54,76.34,410.73,130.45,333.94,116.92,158.34,111.28,120.75,439.45,123.23,,71.59,254.51,70.7,77.86,367.53,576.36,378.93,72.63,262.51,334.18,247.895189003436,244.61,1.8,104.97,291.77,1602.85,260.43,598.44,181.6,238.46,271.5,106.635,620.4,,42.03,130.98,469.65,221.65,352.56,407.74,56.22,125.174757281553
20,01/06/2023,220.77,275.2,48.45,259.34,279.25,418.68,46.33,78.64,302.68,78.66,345.17,165.71,219.84,47.66,155.64,81.05,115.82,475.48,77.01,58.95,88.08,254.52,77.83,81.61,492.54,447.77,201.87,80.87,205.36,270.39,208.780068728522,386.05,0.54,80.86,301.7,1449.57,292.31,737.15,133.53,191.75,256.25,82.52,535.0,,26.4,151.96,490.0,290.21,322.21,232.5,33.43,125.7
21,01/07/2019,189.92,198.07,66.17,213.307317073171,322.4,233.67,34.42,45.8,186.5,57.25,246.77,74.75,112.56,32,82.64,54.37,32.4875,250.35,49.9133333333333,,68.56,124.44,40.49,58.156862745098,276.58,186.89,307.89,74.21,117.2,159.48,109.089347079038,115.36,0.518,82.45,117.75,533.58,74.21,396.63,76.72,104.14,157.0,36.47,224.75,,,118.3,240.08,175.85,187.24,98.55,39.71,100.873786407767
22,01/07/2020,283.06,238.04,85.49,266.078048780488,290.09,380.54,45.4,49.79,207.93,63.03,324.05,84.63,154.69,56.29,104.47,75.11,57.8625,299.54,77.67,,65.12,148.3,52.49,67.74,366.87,266.12,329.69,77.14,156.8,194.266666666667,145.3264604811,137.85,2.24,114.49,139.26,797.16,175.68,373.13,98.8,151.04,209.62,53.995,326.98,,32.81,142.43,289.79,223.79,231.98,151.83,56.91,143.514563106796
23,01/07/2021,558.36,234.02,81.49,247.317073170732,250.44,629.12,36.56,56.31,220.5,69.75,365.06,110.13,263.16,108.57,123.94,122.21,96.79,337.38,89.44,,62.52,173.6,77.97,70.01,447.69,495.19,382.41,90.05,188.06,269.403333333333,187.534364261168,183.02,4.31,118.7,242.05,1222.54,259.21,481.2,160.53,199.79,243.72,83.9625,500.33,,56.13,142.46,365.03,232.9,260.79,304.06,57.66,154.660194174757
24,01/07/2022,546.99,227.29,87.45,247.951219512195,232.6,663.16,42.11,54.24,233.18,76.34,408.64,133.12,328.68,115.46,155.87,111.59,117.8725,434.99,122.3,,71.26,252.21,70.31,78.95,363.17,550.3,370.36,73.19,256.91,324.29,245.077319587629,249.76,1.87,105.16,289.77,1542.39,250.08,603.73,181.65,234.81,263.57,103.82,607.07,,41.51,131.97,458.6,221.85,347.03,390.47,56.4,124.417475728155
25,01/08/2018,248.9,180.6,69.28,216,329.65,251,25.81,65.22,208.22,52.46,231.65,96.9,111.89,41.5,99.69,75.66,13.86,231.82,39.38,,74.4,86.75,44.42,58.3058823529412,258.55,165.08,227.06,100.81,98.6,130.62,142.560137457045,159.15,1.641,85.51,82.73,633.18,78.12,372.52,76.77,88.81,163.26,34.0975,202.72,,,110.15,224.76,156.89,204.76,101.41,68.3,122.543689320388
26,01/08/2019,192.95,200.61,65.99,217.268292682927,324.44,235.53,35.38,46.5,189.93,58.04,253.83,75.55,117.58,32.79,84.23,54.06,32.88,249.46,50.87,,68.09,126.19,40.86,59.1137254901961,274.93,189.29,293.75,74.9,119.63,160.996666666667,110.274914089347,117.71,0.615,83.03,128.31,556.53,74.15,397.26,78.77,106.71,158.9,36.83,229.98,,,122.0,243.29,178.19,192.39,101.69,39.44,98.6116504854369
27,01/08/2020,286,238.22,86.73,266.731707317073,292.66,381.79,45.64,50.06,211.41,64.37,327.65,85.45,154.93,56.68,104.9,75.53,58.3075,307.48,77.1533333333333,,65.8,149.28,52.29,67.93,375.0,271.68,332.16,76.53,157.6,193.926666666667,149.347079037801,140.56,2.24,116.5,143.78,797.07,176.95,382.42,98.59,150.95,210.69,53.775,327.5,,33.93,145.08,295.9,231.09,226.35,149.78,57.51,145.233009708738
28,01/08/2021,570.53,238.49,81.7,248.839024390244,252.54,621.37,36.75,55.91,220.8,68.21,363.23,110.03,271.01,112.49,122.97,123.89,97.0225,337.08,90.67,,63.04,172.28,80.49,72.1,436.77,513.2,379.61,93.83,191.08,272.916666666667,183.462199312715,183.55,4.35,119.71,243.1,1236.99,265.75,498.73,159.76,202.81,243.66,82.38,512.3,,53.28,141.14,363.39,237.0,261.82,307.53,58.18,154.320388349515
29,01/09/2018,251.44,183.38,69.38,220.89756097561,336.36,256.12,27.96,67.1,207.87,52.985,234.25,97.52,110.47,42.03,101.14,77.47,13.65,234.66,39.8366666666667,,78.1,86,44.22,57.6078431372549,263.08,165.73,242.8,96.29,98.54,132.533333333333,146.512027491409,160.64,1.641,85.88,85.66,649.99,75.08,368.65,77.9,89.96,160.78,34.4325,206.1,,,110.79,225.88,156.01,208.96,102.31,65.45,120.572815533981
30,01/09/2019,200.32,200.37,67.12,221.90243902439,326.63,237.37,35.88,46.58,190.35,59.115,258.26,76.32,117.99,33.38,84.44,53.92,34.6875,251.35,51.45,,67.94,128.3,42.08,59.9137254901961,276.25,192.22,305.24,73.7,122.16,172.37,111.417525773196,118.26,0.663,84.3,130.59,568.47,74.88,399.58,80.79,107.55,159.8,37.24,236.39,,,124.31,243.64,182.3,194.93,103.79,39.65,99.4174757281553
31,01/09/2020,296.54,238.93,86.54,266.868292682927,294.3,388.73,45.71,50.3,210.85,64.16,333.25,86.66,157.05,56.97,106.19,75.58,59.8175,306.41,77.9733333333333,,65.84,147.42,53.28,66.2,364.51,277.94,334.6,77.95,159.5,195.263333333333,150.266323024055,141.3,1.986,118.39,143.43,810.86,180.68,383.47,99.86,151.78,211.63,54.1725,329.61,,33.97,144.33,294.22,230.26,228.8,151.46,57.55,144.271844660194
32,01/09/2023,227.67,270.12,44.7,252.45,274.72,425.99,45.59,77.57,303.04,77.59,344.25,164.97,227.75,48.18,152.93,78.71,110.06,470.71,76.35,58.1,85.1,249.79,79.79,80.53,481.71,448.08,207.31,78.82,208.49,264.93,209.149484536082,381.96,0.539,77.54,296.4,1456.41,296.27,680.49,133.89,190.85,261.0,83.94,546.09,,27.4,148.1,490.06,283.23,320.4,240.73,32.99,126.05
33,01/10/2018,248.31,182.86,68.43,219.082926829268,336.72,249.8,27.52,68.06,207.09,52.9,230.99,97.21,109.85,42.46,100.37,78.07,14.65,233.89,39.5,,78.71,84.96,43.56,57.0901960784314,263.1,166.14,242.59,96.62,98.87,141.253333333333,146.451890034364,160.67,1.641,85.49,85.06,646.19,75.83,366.46,77.14,90.06,159.54,34.3475,206.29,,,110.36,224.2,157.38,207.32,100.21,62.76,118.961165048544
34,01/10/2019,202.64,202.68,67.31,223.853658536585,331.19,240.87,35.95,47.59,191.78,59.21,259.64,76,119.59,33.88,84.73,55.16,35.475,252.27,51.7033333333333,,68.04,129.75,42.56,62.3372549019608,275.02,192.72,309.77,75.12,123.36,172.69,112.45704467354,122.04,0.663,84.84,133.04,576.29,74.22,408.06,82.56,109.03,161.34,38.4225,238.86,,,125.67,244.87,186.03,196.97,103.86,40.04,100.699029126214
35,01/10/2020,293.33,238.26,85.9,267.765853658537,296.51,383.52,45.67,50.63,210.28,64.48,333.65,87.04,157.89,57.69,106.85,75.95,59.325,307.74,77.6133333333333,,65.03,148.14,53.17,66.62,364.12,281.64,335.53,76.47,159.3,199.573333333333,152.560137457045,143.81,1.969,118.64,143.35,817.69,182.53,381.41,100.34,151.01,209.65,54.035,328.73,,34.01,146.05,295.13,228.95,230.88,152.63,57.79,145.621359223301
36,01/10/2022,548.91,230.37,86.31,252.848780487805,235.31,664.48,42.41,51.03,233.69,77.84,416.09,134.64,334.11,118.31,159.6,113.73,115.585,437.83,120.12,,72.09,249.47,73.45,79.15,385.18,558.65,362.28,74.66,257.23,325.53,250.53264604811,250.72,1.78,105.62,289.7,1565.99,240.7,621.27,183.75,231.52,263.85,106.9425,625.04,,42.6,132.86,465.0,223.96,345.03,392.57,55.45,123.203883495146
37,01/10/2023,232.25,273.88,45.74,255.37,281.46,432.92,46.06,78.13,303.79,76.12,343.85,167.26,234.13,48.1,152.54,79.78,110.88,470.68,77.02,60,87.14,250.4,80.57,79.97,481.59,469.11,194.45,79.55,215.51,271.36,210.730240549828,382.67,0.557,78.89,292.0,1520.86,299.06,698.95,133.4,201.52,263.81,86.54,568.03,,28.04,147.5,486.0,288.75,335.93,245.93,33.32,125.5
38,01/11/2018,252.91,181.96,68.46,220.312195121951,333.07,251.21,27.43,69.11,210.89,53.39,228.64,98.14,108.06,42.4,101.02,80.03,14.555,235,39.9966666666667,,79.06,86.97,43.55,57.4901960784314,265.21,171.51,240.04,93.06,99.86,140.456666666667,146.288659793814,162.3,1.57,85.73,84.41,639.26,77.3,368.26,77.62,90.43,158.6,34.5425,208.66,,,114.93,225.39,158.4,207.73,99.09,64.25,118.728155339806
39,01/11/2019,198.25,200.56,66.81,223.287804878049,333.21,241.42,35.56,47.59,194.66,59.99,261.49,76.56,119.21,33.75,85.03,56.07,35.275,256.64,50.9333333333333,,68.16,129.14,42.89,62.556862745098,283.47,192.91,307.07,74.65,122.81,168.44,113.333333333333,122.16,0.631,84.84,133.38,576.96,73.05,408.63,83.51,110.0,159.49,39.4425,240.0,,,125.73,247.67,188.16,198.24,103.83,40.71,101.242718446602
40,01/11/2021,557.04,237.57,82.47,250.839024390244,267.52,615.79,36.44,55.74,219.92,68.68,359.65,107.35,276.31,115.4,123.63,123.12,92.66,338.77,89.37,,62.51,171.37,78.52,72.38,433.54,506.55,372.48,93.32,191.44,271.216666666667,186.426116838488,183.4,4.31,118.5,241.8,1245.02,254.65,502.92,159.25,200.46,241.85,83.705,513.35,,54.59,135.12,360.75,234.64,266.05,302.41,58.5,154.368932038835
41,01/11/2022,559.64,232.38,86.36,255.356097560976,241.52,674.98,43.4,52.71,240.14,80.02,422.29,136.45,357.95,117.83,157.88,114.44,120.2925,453.73,121.94,,72.37,250.33,72.33,80.54,391.66,555.06,423.8,74.44,260.29,328.02,250.807560137457,254.83,1.73,107.89,294.24,1571.43,245.67,626.09,178.46,234.75,268.17,108.0775,620.5,,43.62,130.82,469.0,226.15,344.42,399.49,56.33,124.640776699029
42,01/11/2023,234.16,272.91,45.44,256.15,285.03,461.17,45.81,76.52,309.23,78.44,350.31,165.39,246.94,49.46,152.84,79.76,106.16,480.54,77.71,64.99,87.19,252.32,81.08,80.62,493.0,463.02,204.05,79.68,221.53,259.96,218.40206185567,380.8,0.591,80.32,302.76,1553.73,303.94,709.94,135.53,200.69,258.81,86.62,582.56,,28.35,144.68,493.4,292.25,342.66,251.35,35.11,124.32
43,01/12/2018,258.43,185.04,68.34,222.156097560976,335.95,248.37,27.46,71.49,213.39,54.74,230.84,99,105.34,43,101.63,79.13,14.1875,239.82,40.2766666666667,,79.02,88.8,43.71,58.6980392156863,268.02,173.24,244.72,94.07,100.04,139.68,147.45704467354,166.25,1.57,85.45,85.82,650.6,75.62,366.96,78.89,91.67,158.23,35.005,210.17,,,116.65,228.64,157.93,209.75,97.74,65.79,118.543689320388
44,01/12/2021,552.88,236.59,80.56,256.663414634146,267.39,610.04,35.33,55.99,225.22,68.14,358.01,106.52,268.24,115.69,126.22,123.8,90.0425,334.78,87.85,,62.08,172.24,77.65,73.79,422.47,496.73,361.28,94.31,189.42,262.81,189.175257731959,183.27,4.23,117.29,237.89,1220.48,265.82,505.75,151.98,192.06,239.21,83.5025,498.77,,58.54,137.57,357.37,229.38,266.51,298.49,59.95,155.174757281553
45,01/12/2022,539.47,231.76,86.44,255.521951219512,225.34,669.7,44.41,51.68,238.78,80.32,420.7,135.71,359.86,115.38,147.14,113.68,122.595,451.83,122.26,,72.25,249.3,72.14,77.79,395.28,554.63,413.37,73.62,260.85,323.16,242.946735395189,254.63,1.5,108.95,292.08,1559.62,242.78,631.44,182.81,241.68,268.03,107.0925,625.2,,43.04,129.11,473.72,226.14,343.82,401.27,54.79,121.922330097087
46,01/12/2023,235.58,270.92,45.09,254.6,288.08,451.78,46.71,76.52,310.22,78.18,349.45,164.9,232.25,49.35,148.12,78.22,107.14,477.08,77.75,65.65,85.72,255.15,79.87,79.51,494.29,469.71,193.75,80.45,219.5,256.94,216.778350515464,380.84,0.6,79.85,299.15,1536.21,306.28,714.57,132.16,200.23,256.35,82.17,581.54,,29.03,146.18,495.67,296.25,335.7,248.09,36.0,123.2
47,01/13/2020,298.07,236.92,89.37,269.463414634146,293.9,384.14,45.47,50.44,203.51,63.4,333.55,86.15,159.1,59.45,106.56,76.92,58.96,296.74,77.8,,64.31,147.16,52.91,66.22,356.88,282.29,323.15,77.1,158.15,201.04,153.969072164948,143.65,2.432,118.01,139.77,822.57,184.45,378.93,100.63,151.54,206.89,54.325,332.02,,34.14,144.88,285.85,226.49,228.82,155.94,58.11,144.679611650485
48,01/13/2021,551.14,237.74,82.4,256.59512195122,266.67,604.32,36.06,55.4,223.81,66.51,381.76,105.62,267.49,114.75,125.45,120.76,90.6375,330.43,89.26,,61.54,170.47,77.85,73.88,416.02,497.58,362.0,92.74,189.36,270.483333333333,189.054982817869,183.4,4.115,118.72,228.59,1216.63,270.4,511.9,151.52,194.1,243.2,82.645,501.71,,59.4,135.68,355.04,227.1,264.8,298.0,59.51,158.203883495146
49,01/13/2022,524.78,230.85,85.89,257.258536585366,236.67,639.16,44.57,52.24,240.55,79.88,416.13,134.89,351.85,109.98,145.01,115.29,113.945,446.83,120.46,,71.88,254.41,69.96,77.86,393.59,534.2,399.51,73.65,252.07,313.21,238.668384879725,254.75,1.515,108.78,289.19,1503.69,242.37,616.11,179.53,234.85,267.89,99.42,600.89,,42.87,133.05,467.43,226.58,337.94,380.78,54.0,124.339805825243
50,01/13/2023,239.76,271.73,44.84,255.85,288.04,455.2,46.53,76.87,314.21,77.04,350.39,164.28,232.62,49.08,147.94,79.03,108.47,483,78.31,65.44,86.27,258.87,79.95,80.37,491.36,479.08,201.11,80.83,222.14,258.9,216.245704467354,381.81,0.6,80.59,300.25,1557.78,305.89,722.13,133.77,202.03,259.82,80.85,583.84,,29.44,147.88,489.57,300.94,339.08,250.7,36.55,123.38
51,01/14/2019,193.94,196.78,66.12,220.858536585366,330.42,236.37,35.31,47.28,192.05,60.95,260.58,76.86,116.94,33.59,83.48,55.96,35.685,255.12,49.83,,67.25,129.26,42.53,62.6980392156863,282.08,189.79,299.19,73.54,121.49,167.57,112.671821305842,121.69,0.643,84.75,132.75,573.22,74.35,400.73,81.72,107.83,157.66,39.07,235.04,,,125.25,248.06,183.91,195.84,102.66,40.07,99.6990291262136
52,01/14/2020,287.61,240,89.21,269.229268292683,298.97,384.16,42.66,52.45,205.19,63.17,336.07,88.83,159.61,60.31,106.5,77.75,58.765,296.88,78.6766666666667,,64.2,147.91,53.53,67.47,357.25,284.02,317.11,81.47,158.93,200.896666666667,154.974226804124,150.67,2.3,117.04,131.85,830.63,185.26,387.62,101.69,152.41,207.96,54.465,332.8,,34.84,145.46,288.24,229.75,232.08,156.49,58.76,144.019417475728
53,01/14/2021,554.64,241.66,80.05,251.482926829268,280.29,593.14,36.16,55.39,220.78,65.03,375.15,105.64,266.91,115.24,124.97,119.64,88.02,322.52,87.49,,62.4,168.27,76.48,73.03,405.0,488.9,371.04,92.04,188.11,265.713333333333,189.175257731959,182.82,4.2,117.77,223.76,1204.21,284.14,517.91,148.13,189.84,242.13,84.3,496.91,,56.91,133.59,350.53,226.12,262.9,298.72,59.28,157.883495145631
54,01/14/2022,524.63,235.36,85.74,256.214634146342,239.3,628.23,44.86,53.09,242.17,80.55,410.52,136.2,355.01,108.24,142.3,116.32,111.835,452.14,118.26,,71.77,257,69.59,77.78,391.66,529.35,405.14,74.88,247.34,307.74,237.182130584192,256.52,1.5,108.55,286.1,1512.76,242.71,615.24,178.47,234.52,266.71,97.5275,594.8,,41.51,133.67,468.69,234.06,333.73,379.78,53.94,123.669902912621
55,01/15/2019,195.05,199.38,67.54,225.151219512195,337.54,237.9,36.72,47.63,196.55,62.56,268.68,77.26,116.46,34.07,85.03,56.77,36.7625,260.35,54.03,,68.52,131.49,42.94,63.6392156862745,288.61,196.01,305.48,78.76,122.88,171.82,113.951890034364,123.05,0.585,86.03,135.11,582.11,76.97,405.02,82.36,109.66,162.14,39.7,235.47,,,127.03,256.87,186.68,197.64,103.81,39.81,101.135922330097
56,01/15/2020,274.1,241.7,89.56,270.536585365854,293.09,376.43,42.57,53.81,208.23,64.52,343.85,91.37,158.84,60.84,106.73,78.05,58.585,301.55,78.93,,64.1,147.25,53.75,68.5,364.07,288.49,320.39,80.54,159.37,199.08,153.118556701031,154.03,2.24,117.33,138.95,818.39,187.06,390.75,101.73,152.57,206.75,55.075,335.2,,35.01,144.3,296.41,234.15,234.36,157.19,59.1,143.834951456311
57,01/15/2021,567.23,245.49,80.04,255.356097560976,275.84,601.15,36.33,55.44,218.9,63.99,376.89,106.8,273.72,115.5,124.39,118.75,88.55,326.42,87.87,,63.33,168.77,76.1,71.46,406.81,489.46,376.35,90.56,187.79,259.473333333333,192.190721649485,184.42,4.09,116.81,220.74,1218.44,281.2,517.93,148.52,184.38,241.99,86.9275,503.14,,55.52,132.48,351.3,225.55,268.33,299.41,58.44,155.456310679612
58,01/16/2018,263.88,185.54,67.67,222.965853658537,338.85,249.11,26.98,72.58,214.75,54.65,230.96,99.55,105.76,42.64,101.22,79.15,14.1025,241.75,40.0233333333333,,80.25,88.79,43.75,59.6392156862745,270.17,176.1,241.42,91.65,99.93,140.023333333333,146.907216494845,170.66,1.57,85.32,89.63,649.42,73.79,370.21,78.53,91.71,159.47,35.065,208.01,,,116.42,232.9,155.71,208.94,97.83,65.65,118.135922330097
59,01/16/2019,206.79,198.89,68.26,225.629268292683,332.03,236.56,36.62,48.42,196.73,63.23,272.15,77.3,117.03,34.63,84.27,57.27,36.7625,261.92,52.2133333333333,,67.64,132.31,42.97,62.7294117647059,293.3,197.24,305.63,76.56,124.74,171.976666666667,113.427835051546,123.6,0.591,86.99,135.97,580.15,73.98,404.54,83.08,111.25,163.4,40.08,234.63,,,129.64,261.46,186.15,198.74,104.51,40.15,101.941747572816
60,01/16/2020,285.03,240.5,89.99,270.117073170732,286.14,379.7,43.2,54.42,210.95,65.13,349.06,91.46,159.96,61.47,107.11,78.99,58.6025,305.05,79.5266666666667,,63.2,147.77,54.22,69.38,367.13,289.92,325.96,80.62,160.97,199.43,152.697594501718,156.26,2.42,118.86,140.86,830.67,191.46,385.57,101.22,154.13,209.46,54.8525,336.74,,34.68,143.94,300.74,235.5,237.61,158.36,60.14,144.436893203884
