,date,ALGN,AMGN,BAX,BDX,BIIB,BIO,BSX,CAH,CI,CNC,COO,COR,CRL,CTLT,DGX,DVA,DXCM,ELV,EW,GEHC,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,IQV,ISRG,LH,MCK,MDNAF,MDT,MOH,MTD,PODD,REGN,RVTY,STE,SYK,TECH,TMO,Ticker,UBER,UHS,UNH,VRTX,WAT,WST,XRAY,ZBH
223,02/26/2018,266.58,188.5,69.14,219.541463414634,290.01,257.85,27.62,70.57,195.88,51.34,232.84,100.58,108.95,42.92,104.09,73.5,14.2425,238.22,45.5733333333333,,81.79,100.02,39.83,53.0901960784314,274.58,186.09,233.43,87.53,99.97,144.0,150.20618556701,154.52,1.782,82.42,74.0,636.63,76.8,324.89,77.87,92.55,165.77,35.6475,214.07,,,116.72,234.06,169.54,208.45,86.24,57.05,116.388349514563
224,02/26/2019,259.79,190.08,74.91,243.034146341463,327.62,272.87,39.86,53.6,188.15,63.79,288.75,83.92,140.71,42.86,86.94,57.99,34.8975,317.42,56.0433333333333,,65.28,142.52,46.38,58.49,302.35,207.74,301.21,85.7,140.99,182.82,126.219931271478,127.15,0.641,91.29,145.83,676.98,92.11,426.15,92.58,120.56,185.24,47.89,253.99,,,133.63,262.98,188.92,238.52,103.77,41.22,119.766990291262
225,02/26/2020,227.54,214.54,87.03,240.146341463415,327.45,369,39.39,55.01,188.92,54.39,335.32,93.71,161.05,55.02,109.93,81.04,69.5625,268.15,73.86,,74.7,128.37,48.54,63.18,328.67,259.45,274.7,77.97,149.39,186.51,157.731958762887,158.98,2.984,106.15,128.73,700.38,180.01,457.92,86.0,165.44,201.66,49.4575,309.16,,34.45,135.21,263.0,232.04,202.6,158.3,50.88,142.291262135922
226,02/26/2021,567.11,224.92,77.69,235.268292682927,272.88,584.5,38.78,51.52,209.9,58.54,386.13,101.22,286.14,113.71,115.59,102.13,99.445,303.19,83.1,,61.4,172.03,72.09,61.85,379.65,520.17,439.41,78.66,192.79,245.6,206.10824742268,169.52,3.91,116.97,216.76,1116.05,259.1,450.57,126.09,174.8,242.69,90.4225,450.08,,51.75,125.33,332.22,212.55,273.88,280.65,53.07,158.31067961165
227,02/27/2018,263.87,185.79,68.69,219.560975609756,290.1,254,27.45,70.04,196.85,51.185,232.18,97.64,107.82,42.67,104.79,73.67,13.93,237.21,45.0766666666667,,80.36,101.56,39.56,52.7137254901961,276.92,187.98,229.73,86.57,99.57,143.66,150.635738831615,153.68,1.782,81.24,73.07,625.57,76.5,320.97,76.95,92.03,164.12,35.3875,210.68,,,117.6,232.52,165.88,206.11,87.27,57.33,114.699029126214
228,02/27/2019,258.25,191.42,75.07,244.185365853659,328.89,273.99,39.93,53.63,180.72,61.89,287.02,82.79,142.57,43.08,86.05,56.92,35.0225,306.07,56.1966666666667,,65.57,138.81,46.96,58.4,287.97,208.97,309.16,87.0,141.64,183.136666666667,126.39175257732,127.42,0.641,90.89,140.33,686.0,93.52,433.33,93.87,120.62,186.77,48.58,259.14,,,133.26,250.08,189.81,241.64,103.89,41.24,120.864077669903
229,02/27/2020,223.97,203.5,84.27,236.770731707317,310.08,360.8,37.92,52.25,181.93,52.62,328.27,86.59,158.39,52.45,110.97,79.23,70.37,257.86,70.9866666666667,,72.66,127.36,47.69,62.52,314.33,250.15,259.93,75.84,142.74,181.54,156.864261168385,147.71,2.48,100.98,124.18,691.65,183.75,431.61,84.32,163.62,194.85,48.2525,297.08,,32.45,128.24,253.92,223.3,198.82,154.81,50.2,135.873786407767
230,02/27/2023,304.64,234.45,39.82,236.89,269.2,483,46.82,77.41,296.36,70.09,332.3,156.63,221.66,67.24,138.66,82.84,110.58,476.3,77.34,76.04,80.89,248.04,80.27,78.36,506.51,468.18,196.9,76.61,208.88,231.74,206.743986254296,355.35,0.625,83.39,285.89,1431.59,281.94,757.79,123.21,188.33,262.62,72.68,541.35,,33.55,146.04,483.32,287.4,310.04,312.96,34.55,123.3
231,02/28/2018,262.52,183.77,67.79,216.604878048781,288.99,270.04,27.26,69.21,195.89,50.71,230.52,95.16,106.61,41.75,103.05,72.02,14.035,235.38,44.5566666666667,,78.73,99.25,38.83,51.9137254901961,271.82,187.23,228.02,85.16,98.33,142.15,148.367697594502,149.23,1.782,79.89,72.3,616.22,75.09,320.44,76.34,91.3,162.16,35.335,208.58,,,114.2,226.16,166.03,204.64,87.22,56.06,112.864077669903
232,02/28/2019,258.97,190.08,74.73,242.721951219512,328.01,270.9,40.12,54.34,174.44,60.89,285.99,83.3,142.17,43.22,86.55,56.9,34.8325,300.73,56.43,,65.02,139.04,47.15,59.3,285.04,211.03,312.77,86.23,140.1,182.536666666667,127.353951890034,127.16,0.648,90.5,134.63,680.91,93.91,430.74,94.16,120.96,188.51,48.475,259.57,,,138.83,242.22,188.75,242.22,104.75,41.76,120.504854368932
233,02/28/2020,218.35,199.73,83.47,232.019512195122,308.39,352.02,37.39,52.12,182.94,53.02,324.57,84.32,155.57,51.53,106.06,77.62,69,257.09,68.28,,69.36,127.01,47.12,60.94,319.68,254.51,265.67,75.41,139.49,177.986666666667,150.936426116839,139.86,2.44,100.67,122.55,701.7,189.97,444.57,86.44,158.62,190.59,47.2225,290.8,,33.87,123.74,254.96,224.03,194.89,150.56,49.24,132.184466019417
234,02/28/2022,511.46,226.48,84.97,264.663414634146,211.01,625.96,44.17,54.01,237.78,82.62,409.02,142.53,291.16,102.04,131.27,112.77,103.4775,451.85,112.37,,60.4,250.31,71.17,86.38,434.32,532.35,326.6,68.3,230.12,290.33,233.041237113402,274.96,1.5,104.99,306.87,1408.74,264.69,618.36,179.61,240.0,263.35,104.8525,544.0,,36.03,143.93,475.87,230.02,316.73,387.08,54.14,123.485436893204
235,02/28/2023,309.5,231.66,39.95,234.55,269.86,477.84,46.72,75.71,292.1,68.4,326.97,155.56,219.34,68.22,138.36,82.26,111.01,469.67,80.44,76,80.53,243.45,79.64,78.31,495.02,473.24,199.2,76.98,208.47,229.39,205.635738831615,349.81,0.618,82.8,275.33,1433.71,276.36,760.42,124.57,188.03,262.88,72.64,541.76,,33.26,133.57,475.94,290.29,310.89,317.03,38.07,123.87
236,03/01/2018,245.55,183.29,66.31,212.8,282.35,264.82,26.5,68.28,193.42,49.905,226.87,93.3,104.94,40.64,100.41,70.45,13.5075,232.04,44.3033333333333,,77.53,99.43,37.99,49.756862745098,269.72,182.51,224.54,83.09,97.2,137.376666666667,146.340206185567,146.54,1.782,78.3,71.88,596.17,72.87,321.78,74.27,90.12,159.29,35.2075,205.21,,,116.02,224.45,165.83,198.17,85.56,55.29,110.242718446602
237,03/01/2019,263.35,191.16,75.84,248.165853658537,334.1,317.41,40.75,53.05,178.25,61.34,290.67,82.98,144.09,43.92,86.41,57.05,35.8725,307.68,57.9033333333333,,66.01,138.47,47.92,60.07,291.02,215.93,321.18,88.17,143.35,186.183333333333,127.774914089347,124.53,0.622,92.09,138.4,698.76,94.35,439.57,96.46,122.6,191.58,49.2025,264.06,,,140.8,246.15,192.16,244.8,106.14,49.13,121.757281553398
238,03/01/2021,565.11,227.04,77.94,240.058536585366,273.24,597.3,38.9,52.75,214.95,59.39,390.85,103.17,289.61,116.4,116.57,102.85,99.1675,311.48,85.77,,62.46,175.46,74.64,64.55,384.92,538.17,446.5,79.63,194.39,253.07,207.474226804124,173.75,4.02,117.86,222.24,1134.67,270.26,463.05,129.72,177.77,245.81,93.11,459.56,,54.4,127.9,334.65,210.38,277.04,282.99,59.71,158.640776699029
239,03/01/2022,500.97,225.21,84.14,264.770731707317,210.34,616.75,43.36,52.83,237.1,83.15,411.3,141.97,284.44,102,131.92,111.01,102.1025,451.5,111.61,,60.26,252.42,70.88,86.31,431.0,535.14,330.25,68.7,227.83,291.55,231.142611683849,271.75,1.65,103.66,311.88,1393.34,260.84,607.03,177.2,237.26,262.62,105.045,543.07,,33.89,144.88,476.25,230.69,313.59,381.58,54.36,124.14
240,03/01/2023,308.53,236.19,39.06,232.16,272.21,475.41,46.82,75.98,288.75,68.51,323.56,156.51,222.92,69.01,139,82.33,110.76,469.03,79.85,75.3,79.59,244.3,79.06,77.75,496.15,469.1,198.54,77.83,210.77,227.33,204.364261168385,351.75,0.571,82.08,273.8,1417.97,282.48,770.44,123.5,188.52,259.97,74.91,538.52,,32.99,132.08,475.22,291.23,309.25,318.28,37.36,122.08
241,03/02/2018,253.71,185.08,66.28,212.341463414634,286.96,263.04,26.77,68.94,193.06,50.39,234.38,93.96,106.56,40.76,101.44,71.91,13.7225,233.08,44.8533333333333,,78.69,101.38,38.21,51.1294117647059,269.8,185.77,229.19,86.61,98.17,139.13,147.963917525773,149.9,1.782,78.33,72.99,593.26,73.07,330.47,74.73,89.76,160.8,35.1,206.44,,,123.84,225.19,170.06,200.11,85.74,56.96,113.640776699029
242,03/02/2020,230.22,212.2,87.18,239.336585365854,327.89,368.95,38.27,54.02,194.34,55.44,335.45,87.16,164.3,53.34,112.11,82.23,71.4325,271.27,70.9733333333333,,75.4,135.05,48.82,62.92,345.36,261.99,278.28,79.06,147.08,186.356666666667,161.477663230241,150.41,2.83,102.62,127.32,724.14,181.51,464.75,86.79,163.4,197.22,49.41,304.96,,32.85,131.82,273.11,232.29,202.7,156.49,49.65,135.194174757282
243,03/02/2021,563.21,225.69,77.68,238.760975609756,269.85,591.22,38.76,52.97,219.51,59.14,387.92,104.25,287.46,113.77,118.56,103.52,97.9775,311.66,86.28,,63.01,178.18,74.82,62.92,386.3,529.47,441.01,78.56,192.74,250.0,209.321305841924,173.72,4.0,117.87,222.86,1122.57,265.91,454.86,127.53,177.77,245.39,93.86,462.11,,54.65,129.35,334.64,212.06,274.03,278.1,59.27,156.495145631068
244,03/02/2022,496.14,228.59,85.23,265.873170731707,207.79,611.88,43.9,53.46,240.51,84.68,415.73,143,286.99,102.55,134.76,112.79,105.02,463.49,111.38,,61.24,261.13,71.0,85.75,436.45,539.97,330.19,69.58,232.37,299.01,232.33676975945,273.8,1.6,106.38,308.51,1387.3,270.71,616.87,177.31,242.17,268.49,105.92,556.45,,34.04,149.06,485.38,234.11,315.78,384.68,52.48,122.69
245,03/02/2023,313.21,234.74,39.62,233.96,268.75,502.79,47.25,74.71,287.59,68.59,327.86,154.9,226.33,71.19,139.71,80.96,121.24,468.78,80.23,75.04,79.62,243.75,80.08,77.89,495.76,476.13,206.52,77.31,215.83,228.9,205.721649484536,347.34,0.598,82.26,277.83,1479.49,282.95,768.9,128.2,188.38,262.09,77.6,548.75,,33.69,127.51,477.7,290.76,321.36,322.7,37.68,122.99
246,03/03/2020,224.56,204.42,85.91,233.658536585366,315.78,370,37.23,52.96,189.25,54.03,329.98,85.87,161.51,52.47,108.65,77.56,68.22,256.38,69.52,,74.21,128.77,47.25,60.56,325.37,251.25,273.0,77.8,141.36,186.09,155.53264604811,147.8,2.687,100.4,122.43,731.05,174.26,461.55,86.22,161.03,188.83,48.345,310.36,,33.04,125.34,261.4,228.26,201.47,153.98,47.21,129.961165048544
247,03/03/2021,527.43,223.94,77.15,235.765853658537,266.6,566.87,38.82,53.25,220.63,58.8,381.11,103.34,278.27,108.37,116.88,102.78,92.175,314.71,84.25,,62.75,175.58,71.97,62.71,382.61,498.02,416.41,76.02,190.59,242.383333333333,206.116838487973,172.21,3.93,117.95,212.09,1093.03,253.1,446.73,126.38,171.65,242.88,90.31,450.96,,56.11,126.78,332.87,208.44,265.78,267.62,60.15,155.097087378641
248,03/03/2022,477.45,232.64,85.19,266.185365853659,211.23,608.74,43.96,53.81,237.81,84.78,417.14,145.47,284.15,101.78,135.79,112.31,105.9875,469.02,111.98,,61.71,264.11,70.9,87.24,436.01,538.52,331.95,69.46,233.37,299.82,232.345360824742,280.16,1.53,107.65,314.12,1404.71,265.39,611.15,179.0,244.06,266.47,104.955,554.29,,31.72,149.85,486.59,235.69,321.49,391.24,53.3,122.13
249,03/03/2023,334.56,234.81,39.94,237.22,270.27,503,47.82,75.2,286.97,69.07,351.81,156.15,232,74.26,140.8,82.01,122.92,470.24,81.92,76.37,81.07,249.99,80.44,78.9,500.21,488.0,221.21,77.56,220.82,234.87,205.627147766323,345.67,0.585,83.41,280.6,1508.64,287.17,779.3,131.34,189.95,271.53,78.24,559.44,,34.57,127.12,478.56,290.51,326.89,329.26,38.74,126.22
250,03/04/2019,256.31,189.78,75.47,246.692682926829,327.26,312.79,40.3,50.9,171.68,58.56,287.85,80.48,141.2,43.71,85.72,55.44,35.375,292.59,57.07,,65.45,136.1,47.42,59.76,277.66,213.41,307.7,85.41,141.49,183.31,126.305841924399,120.1,0.622,92.29,132.73,689.19,92.51,433.83,95.72,122.03,190.67,48.7925,259.45,,,137.24,236.02,190.04,240.87,104.9,48.69,120.805825242718
251,03/04/2020,234.7,215.11,91.06,241.082926829268,328.45,384.93,38.75,54.63,209.54,62.46,338.14,90.38,168,54.89,115.48,82.7,70.9675,296.42,72.46,,76.01,135.23,49.38,61.63,372.34,263.03,282.13,80.16,147.89,194.3,164.286941580756,152.26,2.541,103.59,142.35,773.89,179.05,493.48,89.13,164.45,198.4,49.4225,326.64,,34.53,131.71,289.42,245.32,208.44,158.9,47.84,134.04854368932
252,03/04/2021,520.45,221.91,76.42,235.004878048781,263.57,562,37.93,52.2,224.58,59.29,371.56,102.99,268.16,103.08,117.28,103.82,89.0675,321.49,81.88,,63.23,176.34,70.41,61.5,388.56,485.85,399.61,77.5,186.58,236.39,201.80412371134,172.31,3.68,115.27,210.1,1059.42,242.36,449.38,124.22,171.2,235.8,86.975,441.46,,53.07,127.12,333.81,207.79,261.63,257.29,58.71,151.699029126214
253,03/04/2022,464.48,232.91,86.02,268.70243902439,209.45,582.54,43.96,54,241.63,86.05,424.54,147.3,278,100.36,137.65,110.06,108.015,476.84,110.64,,61.86,265.41,72.22,86.98,441.39,535.71,323.57,70.05,227.0,302.28,231.219931271478,281.82,1.45,108.31,323.63,1388.78,261.71,620.41,176.43,245.18,267.1,104.3975,547.32,,29.83,149.46,498.65,238.66,323.01,387.19,52.57,120.44
254,03/05/2018,255.49,190.13,66.85,211.970731707317,286.95,259.98,27.41,70.4,192.34,50.96,236.5,94.9,108.27,40.56,102.89,72.19,13.93,232.04,45.4133333333333,,77.92,101.11,38.64,51.7960784313726,270.59,191.14,230.88,90.97,99.69,141.416666666667,149.475945017182,151.31,1.782,79.74,74.09,599.95,75.82,333.91,74.51,90.92,162.54,35.3675,206.76,,,123.85,228.38,173.16,201.38,87.2,55.86,114.68932038835
255,03/05/2019,239.22,188.82,75.71,246.078048780488,326.87,312.32,40.19,49.86,170.11,58.08,290.22,79.66,140.78,43.72,85.1,53.1,36.7425,298.69,57.5266666666667,,64.39,135.39,47.5,58.87,277.23,210.8,303.8,85.04,141.49,182.203333333333,126.606529209622,117.16,0.572,92.72,134.08,693.41,93.86,437.13,94.9,121.28,189.93,48.965,254.46,,,137.23,241.43,187.8,241.16,104.49,48.96,120.495145631068
256,03/05/2020,230.69,212.12,87.65,238.185365853659,317.7,386.68,37.46,52.48,200.93,59.72,325.27,86.97,161.63,51.68,115.68,81.11,71.7425,287.16,69.6533333333333,,76.13,127.83,47.36,59.25,370.6,255.16,276.02,78.61,138.21,189.456666666667,160.678694158076,145.12,2.845,100.18,140.02,734.1,180.88,488.17,84.6,158.14,189.6,48.52,312.89,,32.21,127.57,282.96,237.31,198.92,153.48,45.32,125.427184466019
257,03/05/2021,536.46,227.73,78.06,240.439024390244,270.71,567.92,39.54,53.49,230.62,60.52,388.17,104.83,273.82,104.55,117.96,105.54,91.0225,333.6,81.72,,64.62,183.71,72.35,62.57,399.39,499.7,398.85,80.26,188.78,237.79,204.295532646048,175.11,3.5,118.26,219.55,1060.59,252.0,461.57,124.05,177.15,240.03,89.0525,446.87,,55.54,131.34,347.1,211.98,266.44,262.4,60.0,153.883495145631
258,03/06/2018,255.97,190.35,67.01,211.668292682927,285.98,262.34,27.41,69.92,194.13,50.515,240.4,94.7,111.32,41.39,104.14,72.06,14.96,232.75,45.95,,79.32,100.99,38.41,51.7882352941177,273.11,190.59,235.76,91.09,100.66,142.166666666667,148.384879725086,151.17,1.87,80.41,73.99,605.29,78.95,333.48,75.61,93.15,162.73,36.1975,210.12,,,124.95,226.18,168.72,205.32,89.68,56.37,114.650485436893
259,03/06/2019,231.45,183.15,74.73,242.517073170732,317.97,308.73,39.78,48.23,164.91,56.88,282.76,76.63,138.03,42.64,83.34,51.04,35.8525,294.46,57.2066666666667,,62.92,128.73,46.72,57.7,272.1,207.81,298.66,83.37,139.19,178.836666666667,124.750859106529,113.51,0.572,92.08,129.45,681.94,92.13,423.69,93.37,120.06,188.34,47.815,251.24,,,132.83,239.07,181.11,239.58,102.61,47.75,119.650485436893
260,03/06/2020,225.17,210.65,85.38,233.287804878049,317.95,374.56,37.6,51.27,195.52,58.56,333.81,85.81,155.09,48.91,112.02,81.84,71.64,282.19,68.6166666666667,,80.22,127.2,46.75,57.69,367.01,249.89,274.42,76.04,136.05,185.046666666667,154.390034364261,141.49,2.795,99.06,138.2,715.55,179.3,494.43,83.51,157.03,185.88,48.55,311.17,,31.68,125.97,283.87,233.5,200.0,149.95,44.73,120.485436893204
261,03/06/2023,335.8,235.11,39.71,236.22,270.25,494.16,47.74,74.66,288.47,68.96,345.99,156.46,225.52,71.34,140.33,80.2,113.25,472.84,78.8,76.68,81.11,251.73,80.25,78.56,499.07,486.16,215.63,75.85,219.57,234.85,203.702749140894,347.89,0.593,81.93,280.99,1505.92,290.57,780.38,128.49,186.16,267.4,76.91,558.52,,33.88,125.94,480.78,291.62,321.59,323.4,39.27,124.62
262,03/07/2018,262.9,187.53,67.02,213.756097560976,284.54,265.63,27.59,70.04,194.25,50.855,246.23,95.6,111.14,40.95,104.36,72.19,15.21,231.86,45.9233333333333,,79.99,101.31,38.64,52.6509803921569,273.29,194.42,241.2,91.7,101.93,143.486666666667,147.29381443299,151.75,1.87,81.13,74.75,611.54,80.62,334.41,77.0,92.76,162.99,36.0725,212.16,,,126.2,227.27,170.17,207.5,88.93,56.43,117.47572815534
263,03/07/2019,230.75,181.46,74.72,240.653658536585,315.29,302.6,39.59,47.5,163.81,56.43,288.39,76.33,138.48,42.57,83.23,50.54,35.7675,291.42,56.9866666666667,,62.53,126.89,46.81,57.4,268.44,203.89,292.06,82.45,137.85,177.72,125.266323024055,112.28,0.539,91.08,130.34,683.84,93.08,409.58,93.24,119.8,187.06,47.6925,250.81,,,129.52,236.7,178.61,238.37,102.47,48.22,117.854368932039
264,03/07/2022,435.57,234.36,84.98,269.317073170732,205.78,550.16,42.55,52.43,237.85,83.49,401.21,144.84,266.47,98.55,136.1,109.47,105.2025,454.53,108.35,,60.26,259.82,71.65,86.86,426.83,517.28,316.33,70.62,216.66,292.69,229.166666666667,278.42,1.38,106.64,311.82,1339.44,261.86,618.59,172.26,238.67,253.41,100.33,534.75,,28.57,150.42,486.87,235.54,315.29,372.88,51.5,116.68
265,03/07/2023,334.78,228.72,38.99,236.13,264.88,489.59,47.02,72.97,281.72,67.95,336.34,153.21,221.12,67.81,137.72,78.85,113.81,466.79,78.92,76.25,80.28,245.33,79.13,77.65,496.04,473.99,208.46,74.38,212.59,230.71,198.89175257732,337.33,0.6,79.74,276.4,1473.18,286.52,773.85,124.8,181.69,264.69,74.82,548.83,,34.14,122.42,473.88,286.58,309.13,321.69,38.59,123.15
266,03/08/2018,268.18,187.16,67.82,217.990243902439,284.69,265.84,27.85,70.42,172,50.14,248.58,96.24,111.92,42.05,104.64,72.6,15.05,228.79,46.0833333333333,,80.07,102.35,38.66,52.6509803921569,269.52,197.45,243.52,92.42,103.25,144.12,148.453608247423,153.98,1.681,82.21,74.75,606.88,79.66,340.78,77.2,93.45,163.35,35.985,211.7,,,127.27,224.73,171.88,208.96,89.66,56.95,116.708737864078
267,03/08/2019,230.84,180.87,74.13,240.70243902439,307.93,303.86,39.51,47.7,163.14,56.56,288.1,76.41,137.95,42.22,84.37,49.95,35.81,295.04,56.42,,63.23,124.74,46.61,58.57,268.27,201.74,294.53,82.12,137.43,177.92,125.867697594502,111.86,0.539,90.52,132.55,680.95,92.03,402.64,91.87,119.17,187.23,47.375,249.85,,,129.19,237.29,177.26,238.6,101.57,48.56,118.067961165049
268,03/08/2021,496.07,227.81,78.28,240.09756097561,270.01,554.11,39.52,54.7,235.86,61.72,385.48,107.51,270.97,101.51,121.09,107.61,88.015,339.59,80.32,,64.75,189.21,70.91,64.79,401.07,482.6,383.62,77.84,187.8,228.3,206.675257731959,176.09,3.61,116.67,217.24,1038.47,235.95,463.19,121.56,172.65,236.0,86.22,439.85,,53.2,134.58,350.17,213.58,264.67,261.35,61.9,151.941747572816
269,03/08/2022,415.01,231.1,80.45,258.663414634146,202.01,524.57,40.9,52.43,229.1,81.57,380.39,144.41,256.66,94.2,134.3,111.94,100.2,456.07,102,,59.54,258.03,69.7,84.22,424.66,507.78,313.52,71.15,210.56,269.32,223.213058419244,272.75,1.28,104.09,308.57,1317.1,248.3,614.74,165.31,225.1,245.71,98.43,524.0,,30.74,149.32,473.46,238.71,307.11,358.65,50.44,115.75
270,03/08/2023,332.26,228.43,39.44,235.23,263.02,481.14,46.89,72.65,279.32,66.9,335.3,151.86,218.79,69.79,136.73,79.38,112.74,466.67,77.27,76.63,80.2,251.43,78.26,77.81,489.31,482.22,208.03,73.79,211.6,231.09,197.560137457045,338.28,0.613,78.4,269.48,1490.24,286.17,745.2,124.18,180.29,265.59,74.54,554.75,,34.01,122.97,470.6,285.18,309.82,319.72,37.95,121.91
271,03/09/2018,271.74,191.1,68.89,220.604878048781,286.1,274.11,28.54,71.16,173.36,51.33,251.43,99,114.82,42.93,106.99,72.46,15.0325,232.8,46.44,,80.72,103.9,39.57,53.6705882352941,272.5,203.17,250.12,94.23,105.6,146.82,150.987972508591,155.79,1.681,83.15,75.49,616.0,80.33,341.7,79.22,95.2,166.41,36.59,217.89,,,126.66,225.43,176.26,212.7,92.04,57.67,117.339805825243
272,03/09/2020,216.84,198.37,78.4,225.151219512195,297.19,351.34,34.09,47.93,181.6,55.36,317.5,83.27,142.81,44.05,109.84,77.2,66.63,269.82,63.6866666666667,,73.52,116.74,44.05,54.51,337.2,242.83,259.8,71.09,124.0,170.22,151.280068728522,131.97,2.34,92.4,132.77,669.78,172.67,474.44,77.43,145.5,172.63,47.165,295.35,,28.17,114.59,273.44,219.65,190.59,139.8,42.12,108.019417475728
273,03/09/2021,515.87,228.99,77.27,236.926829268293,266.49,561.94,39.55,54.31,236.61,61.49,382.38,110.13,278.44,103.3,119.88,107.63,90.735,333.78,82.02,,64.33,184.33,71.88,65.18,402.85,493.57,400.86,79.11,189.39,234.266666666667,205.515463917526,178.72,3.64,117.05,218.09,1050.0,247.56,470.63,125.96,179.03,237.17,91.0275,448.11,,55.25,131.36,351.98,214.04,272.68,267.42,59.86,152.097087378641
274,03/09/2022,442.05,231.46,79.74,258.380487804878,202.27,554.27,42.07,53.19,231.26,82.85,386.73,145.83,268.49,98.69,135.58,112.5,103.06,465.37,105.91,,59,264.36,71.16,85.58,429.17,529.92,324.71,72.01,219.21,278.82,228.204467353952,276.53,1.39,103.58,312.25,1388.29,249.37,623.43,172.58,228.65,249.69,104.575,541.7,,31.5,151.26,485.57,239.24,321.08,372.4,51.31,117.64
275,03/09/2023,321.64,225.79,38.99,232.23,258.99,487.44,47.06,71.29,271.93,65.54,334.84,150,214.92,69.94,134.89,74.87,112.08,459.96,76.03,76.38,78.95,252.13,78.49,77.25,486.33,472.28,202.59,72.86,202.93,228.57,192.568728522337,335.97,0.599,78.0,264.23,1475.57,283.12,743.75,123.5,182.52,268.35,74.06,553.21,,32.32,119.58,464.91,286.88,309.35,315.31,37.09,122.35
276,03/10/2020,228.16,206.8,82.98,231.521951219512,305.63,367.59,35.18,49.71,197.77,60.37,334.95,86.07,147.33,47.49,106.34,77.72,69.795,286.05,67.6233333333333,,72.34,120.87,45.82,57.87,349.3,255.36,268.15,74.31,130.82,179.133333333333,146.658075601375,138.0,2.397,96.36,136.38,701.71,180.53,475.02,78.93,151.09,183.56,46.995,307.7,,28.97,119.56,280.0,230.51,196.72,143.54,44.33,114.864077669903
277,03/10/2021,511.79,229.96,77.72,232.087804878049,262.61,559.22,39.34,56.17,238.22,61.59,382.95,111.83,276.59,103.05,116.87,107.11,89.0975,333.53,82.98,,63.91,185.37,68.76,65.91,403.01,488.78,399.45,78.35,189.74,239.936666666667,199.845360824742,183.51,3.93,118.66,223.47,1055.0,245.42,467.95,120.35,179.99,240.08,90.94,441.09,,57.68,133.59,349.6,214.29,272.45,267.73,62.06,155.718446601942
278,03/10/2022,430.09,226.95,78.98,251.434146341463,198.64,541.34,41.74,53.17,229.46,84.44,385.3,146.17,266.57,98.33,135.97,111.42,101.395,473.2,105.7,,57.92,267.1,70.28,85.42,431.3,524.44,316.04,73.47,216.94,275.72,228.711340206186,280.12,1.38,104.46,316.22,1338.34,234.93,630.36,172.34,222.0,248.37,103.7725,538.25,,30.41,150.45,491.44,241.93,319.59,371.47,50.68,119.34
279,03/10/2023,312.79,227.87,38.02,229.71,256.56,478.24,46.48,71.19,275.64,65.1,324.78,149.6,202.54,67.92,134.31,74.68,107.77,454.56,74.34,74.97,79.5,246.6,77.68,77.04,479.66,454.86,194.01,72.01,197.26,224.75,191.219931271478,336.2,0.59,76.72,261.35,1433.25,280.36,747.0,120.23,177.5,264.69,71.97,543.83,,31.11,117.68,460.33,287.24,304.96,314.55,36.93,123.53
280,03/11/2019,243.36,184.14,75.12,243.843902439024,311.46,308.27,39.9,48.85,163.63,57.45,288.81,77.95,140.35,41.82,85.44,50.47,36.0225,295.97,57.8533333333333,,64.34,125.89,46.95,59.93,273.1,204.72,300.18,84.17,139.41,180.983333333333,128.015463917526,113.48,0.539,92.0,135.85,688.93,93.97,412.05,92.92,120.98,189.22,47.9925,254.32,,,129.7,243.15,180.52,239.7,103.04,49.48,117.873786407767
281,03/11/2020,202.18,198.65,77.97,226.253658536585,294.25,345.79,33.86,48.65,187.23,57.95,323.89,84.96,136.6,46.05,99.73,74.87,63.105,281.69,65.79,,73.7,112.59,43.78,57.68,328.22,245.58,246.01,71.9,125.42,169.85,136.589347079038,135.17,2.151,92.44,131.92,658.65,172.11,464.7,72.84,145.25,175.62,45.145,289.38,,26.24,110.14,277.78,220.34,184.1,147.83,42.56,107.95145631068
282,03/11/2021,544,231.17,77.74,232.390243902439,267.44,568.9,38.65,55.72,239.11,61.89,379.62,109.86,285,106.26,121.86,107.68,91.695,335.02,82.97,,63.09,185.23,71.03,65.88,401.41,502.94,412.89,79.48,189.37,244.0,203.857388316151,183.13,4.055,118.1,229.09,1080.62,259.76,469.96,126.24,181.55,239.26,97.0025,460.52,,58.95,132.93,353.1,215.15,273.08,272.89,62.27,155.631067961165
283,03/11/2022,400.67,228.85,76.85,248.30243902439,197.67,529.89,41.7,52.57,226.86,83.41,379.96,144.56,259.54,96.12,136.34,109.97,97.565,465.26,103.45,,58,267,69.44,84.17,426.12,498.08,303.87,73.94,213.61,273.69,228.084192439863,281.23,1.355,103.82,313.11,1311.22,223.26,642.58,165.89,218.76,247.77,100.21,529.81,,30.76,150.66,482.87,236.48,312.97,363.21,48.77,118.82
284,03/12/2018,275.61,189.3,68.5,220,279.9,273.84,28.54,72.36,167.31,50.15,240.95,100.29,115.2,43.49,105.6,72.26,16.0225,229.86,46.68,,81.06,103.56,38.93,53.2156862745098,268.21,204.35,253.17,94.45,105.93,146.316666666667,150.867697594502,157.8,1.681,83.3,75.81,615.91,83.15,344.55,78.78,95.85,167.89,36.6725,217.49,,,126.28,222.77,177.13,212.87,92.01,58.42,114.815533980583
