Date,MO,ADM,BF.B,BG,CPB,CHD,CLX,KO,CL,CAG,STZ,COST,DG,DLTR,EL,GIS,HSY,HRL,K,KVUE,KDP,KMB,KHC,KR,LW,MKC,TAP,MDLZ,MNST,PEP,PM,PG,SJM,SYY,TGT,TSN,WBA,WMT
2018-04-09 00:00:00,0.0015661604634256143,0.019625666455614255,,-0.005952938401507901,-0.02927033860070949,-0.011111110190808349,-0.023188953277921365,0.013433781618896745,-0.0005581979865447728,0.0016327559350093335,-0.01452536854769404,0.026907859879909957,0.01379376661324705,-0.016106198821153495,-0.009584011230002631,-0.014735022760518302,-0.0292368160022628,0.0031491401358689775,-0.018368662466432872,,0.018634137285078456,-0.025414465239767092,0.0062767426629399825,-0.0016831018460183866,0.03787614918590587,0.020394037226669548,-0.002460293359256349,0.014705802360242437,0.013409619093647684,-0.00036583750645946544,0.008216277227247604,-0.0007652975285551422,-0.008794820800926417,0.01770670013362552,-0.010651496399708416,0.0008557244006421882,0.005514411508489081,-0.007728488671650657
2018-04-16 00:00:00,-0.10508210819443875,0.006637021187102965,,-0.018765117505345597,-0.04147947351298642,-0.06353413255675244,-0.08484023446124012,-0.01729930425516224,-0.056983491191863966,-0.01005444669011335,0.01648129900391626,0.024614688264754436,0.0036878004303486644,0.004427059789303689,-0.0005375008675061466,-0.020470935129609402,-0.036264615457621496,0.017150086623957117,-0.044243812019291395,,-0.004055942179791994,-0.054894232983633384,-0.04432020735549558,0.016435253686806428,0.019338820233790743,-0.024196915192196133,-0.03562630002448586,-0.04704194590691668,-0.0031757287262990097,-0.062053848614893936,-0.17260660086344737,-0.058313010418832856,-0.06455045347741795,0.012082110614468178,-0.016778266545098397,-0.013823597888219408,0.0015667420594351888,0.011160291083272211
2018-04-23 00:00:00,-0.019220665971864115,0.012087776747420786,,-0.014105308138715467,0.04261648248156247,0.020505824896419167,0.029857190467581285,-0.009830953929041208,-0.008142095843672759,0.024979577075790793,0.029176428511208163,0.015602604458177183,0.020967373873937767,-0.0020499892706749012,6.737315753424511e-05,0.025570198848868353,0.009731723409563076,0.028773356966095287,-0.0004975242306656247,,-0.002992036301162293,0.044786814296627675,-0.009618751049128349,0.05804312189282501,0.01881871544743463,0.03341759077728779,0.02728066398209439,-0.004487795759371083,-0.0054867499697525135,-0.007513676883307507,-0.020292021535278315,-0.004285338446808895,0.010964081594846187,0.03646774200066627,0.035978110848778444,0.031069604033541864,0.04990607852588003,0.003564092209912717
2018-04-30 00:00:00,0.0023162885031065006,-0.04755695025951756,,-0.030265693998249188,-0.02519004132303082,0.012184948925038297,0.02530986655353873,-0.02193509748638911,-0.043106299831125794,-0.005586140006083373,-0.05524695211783892,-0.0070708305061860655,-0.028568232024056783,-0.03851684445861936,-0.08740122076283441,-0.04447451003401637,-0.017134353871080532,-0.019194369442395387,-0.007304102291239234,,-0.010420208035718748,-0.0074634044952774925,0.006070019771623247,-0.05407539074347145,-0.022525903368103672,-0.03271184341858102,-0.16348569622435838,-0.025795237237290713,-0.0610428971170216,-0.026742669745359104,-0.008357681930964311,-0.005218713520381391,-0.02470281011946751,-0.01719802086499911,-0.024708288698276903,-0.06138773672848408,-0.049172771072673704,0.0027492857115241076
2018-05-07 00:00:00,-0.019018984150654727,0.0027360806467386922,,0.00964674703892876,-0.008288482106456052,0.002322986771496005,0.002078364432546387,-0.005193232959977645,-0.0156960324583324,0.025189828551904103,-0.004745357009638296,0.002920233332934563,-0.020198891784905637,0.0029911203661066033,0.03278326643437768,0.0028211404596885092,0.007409291642062721,0.013698948186831705,0.026588561839680613,,0.005475497007041863,0.011279333343884312,0.021203272202864554,0.017812968340097823,0.046748951348207335,0.03701561779872864,0.003968362936355163,0.008483346633063826,-0.06614855903710559,-0.01575931140771225,-0.008183559486682368,0.012977801089682828,-0.002559432077345769,0.0085087513970723,-0.011259606882317419,0.01911301710595481,0.004387962030832915,-0.04741245858557275
2018-05-14 00:00:00,0.0063415798788371,0.023646983265001476,,-0.02121687114355364,-0.15511341644106758,-0.028234361946043562,-0.026630159594799974,0.0009490053674963139,-0.007813592917774614,-0.01136078763358328,0.00367164444120216,0.019310219125926453,0.033219322093885895,-0.008414111414026038,0.03780622577118886,-0.01969101170421439,-0.010490956935223839,-0.009927941783796856,-0.01954738207017981,,0.0009216955967321638,-0.011725679385511723,-0.0413570457386907,0.013023855509195048,-0.01678187304037404,-0.03803023822510332,-0.007905210222012737,0.010706162535996544,0.004059280720139169,0.0008212783724754757,-0.005541883348757604,0.0010905594434789112,-0.03835593755535527,0.011461338984997571,0.08099644117418325,-0.004981472274957821,0.0039005442524457923,0.009437868529186044
2018-05-21 00:00:00,0.0016205703721081655,-0.0029185846769010926,,0.010595747611906292,0.006692031836085688,0.03293196439586765,0.044745685078890096,0.005215719233241156,0.02458998931604306,-0.00026701443937571234,-0.01584209328044628,-0.0030156839813055836,-0.0011370590385494372,0.02234158824001331,0.0366344931042053,0.01960795428022699,0.005901990198982299,-0.0011144856525254765,0.08373523160618923,,0.007449509812164745,0.017266352853351874,0.028093958979648503,-0.006193470149156832,-0.020362142274668593,0.004759755262934373,0.019754430447517013,-0.0017654956082024942,0.003840683687500457,0.028714684058513296,-0.005077576661678629,0.011708447605825123,0.01667589346435716,0.02329230195025289,-0.05424246341877059,0.024738376621179947,-0.006544606053486168,-0.014107743560966224
2018-05-28 00:00:00,0.0016178425831654408,-0.016385941451094066,,-0.0007149449769258132,-0.03815020335294206,-0.002108806606348934,-0.017458174674577887,0.016981018930162683,-0.016627438556591545,-0.012563667460934513,0.02739756651225922,-0.006200763307275259,-0.07617444632156944,-0.1460390994044054,-0.016045364062979517,-0.0009378841425309314,-0.014933047796548693,-0.0019522259623853122,-0.021462515020211237,,-0.0036555945028654557,-0.04352350827213758,-0.0020771944663259267,-0.007720440403440665,-0.020174328808002184,-0.028325565329907487,0.00293015527604501,-0.0005053821001115288,0.037051956468819425,-0.0005978472287808678,-0.026885664994600766,-0.01157294636961137,-0.03225799569449195,0.0059983582040421535,0.022328599046136155,-0.021554807082072025,-0.01054617328063523,0.006427107424437084
2018-06-04 00:00:00,0.03571407070444099,0.02350506573300959,,-0.010301811286256735,0.023136867510662906,0.01838538007988877,0.05239138084213968,0.01924880647452043,0.010368565116253947,0.021656737878443133,0.02033642762663601,0.03363247846181405,0.06318592053428729,0.016609233444833116,0.03395131375747917,0.007277062229814613,0.019553354040085624,0.011735185538086501,0.006897502490747165,,0.005003323226094647,0.023792830483231997,0.0142236933302331,0.03849292618717115,0.024489132979087502,0.02954913453615271,0.03855755150788909,0.005561136581281989,0.07728154450944325,0.03174639854236916,0.01586085355894662,0.050782649310488814,-0.03465168723771783,0.011313131803794452,0.07170283157274349,0.043505290713190314,0.008590532210568602,0.01650813227721648
2018-06-11 00:00:00,0.0013864774193652618,0.02631007495042126,,0.013155972951902184,0.08957419524798094,0.04295479665085855,0.016568124042186216,0.003867872807302719,0.021945138599100078,0.020137755042680006,0.025255211624511276,0.017471473639396162,0.0256059666400017,0.06523054058827871,0.03253806720025687,0.05872735428214226,0.024300082401153444,0.006352065978205257,0.05258218967363759,,0.008131403118782687,0.011687932489921282,0.053702726793766864,0.02050492066360876,-0.011419002325530059,0.028217952810509317,0.0681244953139315,0.02614392844252378,0.017123301564129,0.049956081560103005,0.03097445558452483,0.002591267102088679,0.0313110456210175,0.011186776722773129,-0.009869188919426786,0.014982246132352772,0.03785492354964215,-0.00782344887903852
2018-06-18 00:00:00,-0.001149521036296064,0.010862487187722314,,0.02054788961509524,0.04043142726937399,0.007362008722029412,0.0004652982747648249,-0.010988318472385905,-0.001545233164502835,0.0012988682394223794,-0.006437214178554029,0.01823275731825369,0.028973390549953404,-0.011701872512829836,-0.03227208630916767,-0.004622215856191381,-0.014149202701633001,-0.004665016286521828,0.00507023373802995,,0.007160355204590241,-0.023878508800548315,0.0259698962562267,0.14721781236267373,0.0454332715588035,-0.0029134066673818237,0.016644411881888033,0.011759018358372009,0.007620065618471061,0.007062885352138615,-0.020639607296813578,0.0006465696212294425,-0.0001892448618997511,0.013454817672881259,-0.015663019263752243,-0.03383912691161428,0.027507649228368125,0.013380903736147198
2018-06-25 00:00:00,-0.0040334592994981655,-0.01504400908048631,,-0.025307397161361322,0.05025897042857519,0.0499704254050366,0.0491818065196159,0.01410394694204542,0.002785319505548056,-0.07315174506342415,-0.054638797527468475,-0.010042679483498018,-0.015476943228225792,-0.02287616867040232,-0.06695898816395207,-0.021229587409581474,0.004208576714538115,0.025916593337143246,0.03664673794275686,,-0.0030235625545814715,0.04327999971624452,-0.0061699048976088244,-0.04176481852352265,0.0092812704701839,0.09425945121147472,-0.014198571502719748,-0.007263969325331243,0.007738280372597828,0.004613779837834064,0.021097641378206466,0.008136208261249278,0.01674392930340951,0.007375682238563996,0.0010515255551566405,-0.007639012865049755,-0.11226147585665935,0.009785263517493537
2018-07-02 00:00:00,0.02641312853085087,0.01920138320492959,,0.001004043891191131,0.0337938993041742,0.028216591212840036,0.0014048683931870976,0.01778400871559671,0.014966763325247046,0.0,-0.017773124728100442,0.0030624914488848187,0.0003044791815127734,-0.004352973489200385,-0.001892293915759291,0.017622798331635714,0.026756824699026405,-0.0016126432153226178,0.02805203613063556,,0.0075408268880226,0.01433443356130315,0.025628711721640496,0.02354984128778237,0.02452205769281668,0.028340288643062816,0.03791868355836847,0.03850039453609844,0.01989527757115761,0.006337527312578528,0.018825976192115457,0.01601281151392131,0.03963533052831236,0.01596169116575119,0.008802131597229979,-0.026724800936678506,0.05464840488450817,-0.013309928450128683
2018-07-09 00:00:00,0.0036024026921928076,0.018411458281573978,,-0.018773510797637782,-0.02052055703208311,0.022502589336592216,-0.007235522411811135,0.002240232351379934,-0.0004559052523095408,0.009515639259425557,0.0024187754966360497,0.033012184437889225,0.008820978189842288,0.025050251865586626,-0.013551211608513247,-0.0028864237158562345,-0.01632618238371797,0.011574766640384926,-0.009188398453186752,,-0.8027171509398334,-0.011511304053828164,-0.00900204640691915,-0.0367442559676876,0.009403007789647422,0.002402317470200588,-0.03568364733874607,0.011334610228511233,0.04739905069911643,0.028568845404728815,0.005105606781874883,0.0,-0.006085431028598487,0.024985388187625857,0.012110916283470052,-0.010595621637453312,0.029541968043727218,0.03774697000782967
2018-07-16 00:00:00,-0.014700627245842202,-0.009459832328909568,,-0.00642589212515543,-0.0051860926607982805,-0.016281826547316025,-0.019782919650162656,0.012069383861864402,0.0030415283174145546,0.002217776257512849,0.0021345230841220975,0.009928767396247595,-0.010457334802112972,-0.003573458888688763,0.004199458018960156,-0.023893882794247534,-0.022024003989671637,-0.0037950240448088035,-0.013629295304291245,,5.292904876399777,-0.00889994923381665,-0.04949082875151456,0.003208427816870474,-0.006069301596325571,-0.010995358550907164,-0.07709269727827472,-0.008872551538730455,0.006044808889335451,0.02946143991663086,0.01971461438141131,-0.007943015852022617,-0.0143166016178633,0.003675529265664945,0.000514678609245367,-0.03288064279579539,-0.0029154642382124285,0.004105052400866338
