Date,AES,LNT,AEE,AEP,AWK,ATO,CNP,CMS,ED,CEG,D,DTE,DUK,EIX,ETR,EVRG,ES,EXC,FE,NEE,NI,NRG,PCG,PNW,PPL,PEG,SRE,SO,WEC,XEL
2018-04-09,-0.007005310124014841,0.0021939950228826444,-0.02835655427434336,-0.017365045029172466,-0.012939648780373236,-0.00915048527537754,-0.008181459615043019,-0.024492605529501388,-0.023803606431391677,,-0.03443097294048514,-0.015567768618790168,-0.019063617035464442,0.0009464562471830362,-0.004178329904412137,-0.004290382255244474,-0.010394044130788482,-0.007507427454019444,0.006140450720655055,-0.015545629627806257,-0.028866096336813363,0.005674040925913504,0.03115760939433998,-0.020187788324517508,-0.005012416167668454,-0.004391175504094846,-0.004589352736841912,-0.018977697107985025,-0.023159963407716644,-0.021772271930206033
2018-04-16,0.02469140648352841,0.010459816527918386,0.01369124581073855,0.016632097023275172,0.03475138573977676,0.0062366560870279475,0.00037521715146149326,0.02216690566638735,0.011866280851909217,,0.0217393864074511,0.0028307387450767774,0.013173536521921436,0.010718918036729752,0.004195861598403461,0.015667763153667247,0.0032188266402206622,0.0067816110429168575,0.0008715738274034379,0.003558118029631574,0.008492688435995932,0.03451728168244639,0.008601664452671853,-0.001535909645152711,0.0035981913150815448,-0.007417667846102982,-0.007322138854110816,0.02913087636261258,0.009256181477490077,0.013938762814289296
2018-04-23,0.059380229298717335,0.03659089954387462,0.04140762722942615,0.03052910150833199,0.03716966844883984,0.04183570045819929,-0.045352625817700054,0.04403619807920389,0.03646909684638566,,0.015612839709865156,0.028424173482639592,0.03630292012169223,0.02604491926215413,0.03963047949458187,0.04666432157751954,0.02364050427502784,0.03238328624747222,-0.004064757924586382,0.019714810677044836,0.032000115835060905,0.010907912255097019,0.0196808171897227,0.04601404905572126,0.03979910028934408,0.04079979870258521,0.016573876188545666,0.026094595675560273,0.03732915739625131,0.04434562782572282
2018-04-30,0.0016246391081591316,0.012793174722140588,0.005119259865162595,-0.016442437504138985,-0.01221449952395326,0.0265413468206519,0.03612095967334672,-0.01547249029514075,-0.014671052369388371,,-0.011755768668942679,-0.009181442394632366,-0.007701948719925467,-0.031919684142947435,0.0010957947905108067,0.009395744351612612,-0.026063957707401553,0.030866052445535974,-0.005539377835048986,0.0007931482023868508,0.045113223038005135,0.05680761752233998,-0.037529555229706135,-0.017277161297327148,-0.0017239871271925722,0.011061356777765985,0.0015228999424861112,-0.007974148088796706,-0.000930561766001925,-0.01507422203787756
2018-05-07,0.0073945903396397394,-0.037208270032697555,-0.0344649816335344,-0.03213719542587934,-0.026131561747394283,-0.016493980036620837,0.010989298500577283,-0.015514313321260187,-0.030536768482859133,,-0.013268310227852798,-0.02130300354682635,-0.02466199141664349,-0.02198163343710302,-0.04075409903571969,-0.018251625194514287,-0.016937536178595503,-0.010710763512787436,0.009258197347531416,-0.020415819099170784,-0.018890097418803542,0.04934729648495595,-0.034759395808686144,-0.01756830042001467,-0.03903288951009076,-0.018233873194566264,-0.04221809991780545,-0.023897440139478365,-0.039124516501966244,-0.024358650816161065
2018-05-14,-0.02929214957123316,-0.026163829536243077,-0.010726177059896536,-0.024208045590672467,-0.030998904678759653,-0.03784715908606451,-0.05060009655839748,-0.027985960128419696,-0.03722481733839733,,-0.02179269020650887,-0.024694983634815815,-0.05275349991959932,-0.0166959357879507,-0.02342263266551725,-0.017847128185555672,-0.012405430163647369,-0.029527644991160784,-0.025836760139424153,-0.026688785684145344,-0.020055972762065277,-0.03437427955683159,-0.012465391289882888,-0.020225873731562705,-0.03953969432291893,-0.02776171596540311,-0.047721436054180666,-0.048964910239273185,-0.014177757866210228,-0.03446751421707084
2018-05-21,0.04023476209763799,0.005422296439394625,0.046391577547043594,0.03526867018341906,0.03157253159719309,0.03935075008055544,0.03672099760829761,0.03423258655465977,0.035892396668040005,,0.013904027757382975,0.022618298031571227,0.0394030557117826,0.02824491599932255,0.047150103248874364,0.06284314207370523,-0.01849249345745485,0.040015329023004975,0.02772746350830646,0.0381589021647486,0.027425043091770407,0.008009188140950751,0.043945873870755214,0.02417041848279511,0.02732033506771403,0.053690050433437886,0.03157810854363574,0.05642205021040958,0.03390094168081559,0.03409600907410004
2018-05-28,0.030620450353625372,-0.003922180681171006,-0.012909742799128487,-0.008033315836866062,-0.010362865045709269,0.0026210618884692227,-0.012317456724396547,-0.009864205727220798,-0.004874166266699453,,-0.012622764065733039,-0.011254853739175119,0.003561592544458536,-0.03397919157310858,0.0047659998771296674,-0.01905626634246904,0.0005684784866195614,0.007868249014511886,0.0029325898275887052,0.004063504823582198,-0.014342527586362008,-0.0020596049664241,-0.05351547096434761,-0.010332851684588973,-0.01785068491153996,0.002862329726054158,-0.008461035119781357,-0.007187836348577448,-0.0031988468550355753,-0.009957996415356551
2018-06-04,-0.0015635767579864623,-0.03445743472469254,-0.02443638447293084,-0.03854222925072337,-0.03470112455267382,-0.030348052721662744,-0.012080835316012672,-0.04029230472778755,-0.03693417257109888,,0.0009593984786042675,-0.040186338101348196,-0.03890640867156181,-0.020216980545868513,-0.04019485019490299,-0.061579208796621376,-0.040143431580021094,-0.02415206931099334,-0.0257310664011704,-0.03850864076218141,-0.04931282727055264,-0.022412271756661162,-0.019399083329698863,-0.04099002563426701,-0.04339734911116677,-0.0315888806772171,-0.027516579440077793,-0.020814696202006377,-0.04589216482908087,-0.04514959116373207
2018-06-11,0.02349241429661153,0.01860818456707891,0.004939165483223151,0.014662310941287116,0.022326281452812458,0.01734863173743406,0.021301552557112524,0.016839959183231556,0.013470991267689358,,0.05926512402489004,0.0009283541640410231,0.016137892557036126,0.01392385360421633,0.01716776558666644,0.028448783131281408,0.01997772795123587,0.037249721362124566,0.04141698328988541,0.024447184805165056,0.03146257369432304,0.006938197203758545,-0.030156791892012147,0.02298415674404297,0.06706228309689632,0.04141167202222373,0.10332220896532673,0.02657144684626056,0.019172479391729835,0.014279045839489912
