Date,GOOGL,GOOG,T,CHTR,CMCSA,EA,FOXA,FOX,IPG,LYV,MTCH,META,NFLX,NWSA,NWS,OMC,PARA,TMUS,TTWO,VZ,DIS,WBD
2018-04-09,0.025832897265421817,0.02207459008786339,-0.013752341919038624,-0.015321754787680053,-0.02672244942950086,0.018333990806749467,,,0.007775509973881656,0.0007946696502483253,0.06483015646879564,0.04656493299188069,0.07893365868511659,0.014193669874045467,0.0063291560494149746,0.001672726509445388,-0.052422541656144794,0.03855827948568824,0.027052787300972048,0.0037907418959615136,0.0,0.009283778809964671
2018-04-16,0.03984408063193112,0.04244751701301497,0.005303429615167277,0.01644274041084559,0.005754181873092845,0.0029867071967286662,,,0.02828958190984876,0.0389095094812093,0.041703843555480624,0.010697753836191426,0.05172467650534207,0.02862585891618985,0.02830184923386092,0.026162177156458855,-0.014779192637890959,0.01840191964531157,0.012244004343236137,0.01768185916311693,-0.0010961673515621495,0.01445466162106257
2018-04-23,-0.04257792966881335,-0.03999217549029932,-0.04701488337697035,-0.1531164066872106,-0.042155925582532006,-0.028290094299457502,,,-0.004168197036086396,0.007898124160280684,-0.014986097558380429,0.04396197746125985,-0.04884516516055737,-0.009894830805541321,-0.006116248626739984,0.002305460975732032,0.012973898339279755,0.022665995092423064,0.0025411669747867904,0.07661785074055749,-0.010075847003219729,0.03411057516114879
2018-04-30,0.018953918218834964,0.01763023096463967,-0.02723972439177469,0.04838044051795398,0.004715570549370662,0.05252401172128063,,,-0.009627381449716865,0.15015162842535656,-0.2432079532945004,0.01739734049295416,0.026719227326583495,0.008119906985490699,0.00615388733168154,0.009064890599397302,0.06403813045477547,-0.11252327640029836,0.10270713945965815,-0.06554197929445182,0.019348920097810973,-0.03298542339713828
2018-05-07,0.04983824013748306,0.04774803993682841,0.004667497953077637,-0.011808634328742684,-0.0018776889880977032,0.07416673227677295,,,0.02535910660158347,-0.0654944954337654,0.1631246753249742,0.058773596324896316,0.019900637914542108,-0.05947946163238249,-0.051987769875684875,0.006704466641024087,-0.012224755326765036,-0.015193784942834854,0.06739604687096978,0.008922955945674493,0.009095499987550104,0.03756480332320078
2018-05-14,-0.030578772750134764,-0.029045899118680052,-0.007432980538083278,-0.009677006541127131,0.02570565270223435,-0.006098601783695923,,,-0.020197643302157786,0.04209785739079197,0.006172780860836502,-0.023049428797093485,-0.006984006735816561,0.029644169386905617,0.03870967146978921,-0.0015986893091765042,-0.014661106976672222,0.009576132057159015,-0.002411911345762463,-0.01809921519039215,0.01822274139831004,-0.060757426138263626
2018-05-21,0.013499871790162432,0.008721260093550898,0.014352600515634029,0.00011103667248724136,-0.029645654559785295,-0.0011364967297027295,,,-0.031552415402677614,-0.02121422731376532,0.026748445813921773,0.012261909256475523,0.08362643124695812,-0.0031988787316737932,-0.003105579033346406,-0.04002118593261106,-0.01507250808619831,-0.005972208210879404,-0.032726025346903276,0.016338313858017317,-0.016645852157079144,-0.01019049824307583
2018-05-28,0.046970730973683095,0.040756326153596145,-0.001230283493546147,-0.03082907740011931,-0.015432902306355523,0.029124002003358518,,,-0.01954828516976792,0.0046115002966351515,0.01768654137829717,0.049048277168661114,0.02459501813514997,-0.023748285114283618,-0.028037346912239802,0.004308156665450147,-0.019423101495414152,0.004947850585081515,0.022942329689699115,-0.014633153580098424,-0.027788604433432673,-0.06222020502033965
2018-06-04,-0.002017588342338894,0.0012237699091763865,0.041884666532933545,0.0587696755466407,0.026231579525634263,0.016066046413735435,,,0.033976398090813875,0.052559121679300214,-0.0248943841381688,-0.02520748106180526,0.001778164258220194,0.04010505042686563,0.035256217898193,0.02255420257702223,0.02300932239236464,0.016353065716439907,-0.010210299383336618,0.028654984194417477,0.0464975942035919,0.09880666441244479
2018-06-11,0.023448174225349172,0.028005031764356758,-0.02010058074346155,0.07191806152738023,0.0561098380883005,0.06368294521295148,,,0.019463551266593715,0.023331872668634457,0.03492296488561064,0.03569539810752298,0.08711208093873979,0.010113677450304115,0.0061920557642838325,0.020568273962114247,0.10131353874276927,0.03823528027550194,0.07132784427693828,-0.022773349476453153,0.046835823615987815,0.18027799895766972
2018-06-18,0.008643360774328812,0.0027944960511563366,-0.044042223128118896,0.007065866418856759,-0.002066138561281572,-0.03675400865604195,,,0.014424998376277642,0.03835498029736928,-0.006050772576484675,0.030074032198575962,0.04875244863501216,-0.010012415113349271,-0.012307649003302057,0.014550893936892573,0.010514808954493304,0.012997859206926643,-0.037445502195420866,0.03537244044254373,-0.02305920330508615,0.03496506294706769
2018-06-25,-0.03429433337261267,-0.03447047287285587,0.013253404017147474,-0.020347466041673146,-0.029577155123821197,-0.0016988640544675082,,,-0.019656867912669074,-0.003283395216809537,-0.09295242385212188,-0.03678000380146085,-0.04782408678694794,-0.02022767789746105,-0.01246114202559434,0.004742502092814016,-0.008465559936920108,-0.017108089127065518,0.01196991738062314,0.011053042386746759,-0.01438775758680133,-0.02204839334031472
2018-07-02,0.022927979755304584,0.021978181292983567,0.017751659057508196,0.03826609442953477,0.023468518245576053,0.02893193023652474,,,-0.0247438465663411,0.02305947990368451,0.032524424071552094,0.04585214114599223,0.04297066560801488,-0.006451614179349252,-0.01577275138174783,0.010620339599911155,0.03432946785349267,0.023263635469411792,0.042919920622325414,0.02325580686936446,-0.0002862605666532625,0.013454575972123628
2018-07-09,0.04271563848158477,0.042669124482181964,-0.03090591248240926,0.0013467912885509747,0.03937183405953415,0.02501727256645281,,,0.01924740693243443,0.03723087824405691,-0.027749983116120758,0.020125039032933723,-0.030496049496708477,0.0123377377911853,0.012820466671322306,0.0055783319137772125,0.014789141393888539,0.008832157118173312,0.0235741734863959,-0.0013596686861910845,0.05825748548738363,-0.015428786947521589
2018-07-16,-0.005429993866940319,-0.003289029939606336,0.0023058640543032194,-0.05248655095201249,-0.011527279273244595,-0.008404501734827763,,,-0.07811176897513272,-0.0052386583812095155,-0.013885306087576543,0.012637444648987417,-0.08779686981237778,-0.019884537294044935,-0.018987338909263074,-0.12037119741195834,-0.030164205870063854,-0.03939687298994676,0.0020577929510914306,-0.003951408584848992,0.013454575369776789,-0.03134112950486856
2018-07-23,0.045922791583361766,0.04522707447086605,-0.000643108317905039,-0.008828374966414754,0.022740499256290958,-0.0926905165290497,,,0.04376190293086668,-0.017944255420876742,-0.029726192698318665,-0.16695247520319612,-0.016175035411549077,-0.02552350308805773,-0.025806425689795964,0.011733636689934768,-0.05626448189599631,0.006075971041850314,-0.03183001942871311,0.027459632579331927,0.010226053021306747,-0.0206922211677667
2018-07-30,-0.011756814688695827,-0.011941835244870913,0.038288280073326186,0.060672725553612805,0.00940720176233567,-0.021971357287955517,,,-0.01784138847279637,-0.02641505574307046,0.018005922983974187,0.016524669219133648,-0.034120648091961914,0.01276018079050445,0.013244918032587316,-0.022180624621386702,-0.01573769038852446,0.03254481187951064,0.006771103105371434,0.004999008664909432,0.013052616808090889,0.03956967929798427
2018-08-06,0.011589758485695656,0.011358895201395214,-0.000310107700040807,-0.00398469156453185,-0.00931953105338601,0.003438335949880189,,,0.003179197168643455,0.0036719768154811483,0.34160508763201514,0.013949801690671837,0.008102826689703413,-0.12466846377479857,-0.12091488002656436,0.005930211882862579,-0.012038838454860645,0.05572718647450703,0.04367554679283536,0.0038264941364509752,-0.012358576305149471,-0.03954174855660719
