Date,AFL,ALL,AXP,AIG,AMP,AON,ACGL,AJG,AIZ,BAC,BK,BRK.B,BLK,BX,BRO,COF,CBOE,SCHW,CB,CINF,C,CFG,CME,CMA,DFS,EG,FDS,FIS,FITB,FI,FLT,BEN,GPN,GL,GS,HIG,HBAN,ICE,IVZ,JKHY,JPM,KEY,L,MTB,MKTX,MMC,MA,MET,MCO,MS,MSCI,NDAQ,NTRS,PYPL,PNC,PFG,PGR,PRU,RJF,RF,SPGI,STT,SYF,TROW,TRV,TFC,USB,V,WRB,WFC,WTW,ZION
2023-04-04,-0.011599220916674313,-0.009452937914875226,-0.007449004138650683,-0.010908394104534924,-0.019721106853265558,0.005582177230513796,-0.010494114768955343,0.003415197210000942,-0.01060602668064059,-0.021336055397235487,-0.01040960630728116,-0.00399597255689732,-0.010954260391901949,-0.044256034232136754,0.00242852231020807,0.0032184757881250636,0.005053566787367236,-0.030444024253113655,-0.006202798030658707,-0.014053210987922227,-0.013273330225443858,-0.03410598686544786,0.014345124473517545,-0.051421942709585555,-0.002428661139920907,-0.009365832846241817,-0.015117958885728422,-0.021075911917579404,-0.029924104348331926,-0.010990033440048785,-0.022640300510939015,-0.009654598723640495,-0.018432290147157637,-0.01890926350940869,-0.011852299914111852,-0.015117091306220964,-0.01700978237209716,0.005881306979871992,-0.0246913844829727,-0.011820205118335148,-0.013368138935268337,-0.05173815342662158,-0.023962517507383096,-0.013137963093796778,0.008042899258434488,-0.001904245866032106,-0.007012854903933996,-0.00914269960136227,-0.0011830477288815588,-0.026847256249648788,-0.012541085779710692,0.00551465484374658,-0.00820797280175467,-0.0003984430725473276,-0.017360012907405964,-0.01683855958622238,-0.005651313481552234,-0.002305077638420472,-0.02106406801469729,-0.014531789897805902,0.0004042742124086285,-0.011131649431317725,-0.01531645851719421,-0.015576381993299138,-0.02124316068224108,-0.035617339709378415,-0.01627374979076246,-0.005851527763738651,-0.006842725557288931,-0.024125177405590614,0.0037711267135338566,-0.04842042291982818
2023-04-05,0.008605852501930578,0.015110002701874015,-0.005433337574309083,0.007419380560135913,-0.005795681955968801,0.008499405832593121,0.010310752018491298,0.007013166819801242,0.01046442901432676,-0.012151643640434084,0.004476301964615015,0.004270900743966521,-0.004657659386642199,0.0025861894761713966,0.018169126862229934,-0.018524297424781788,0.0028097427431903466,-0.022600052068114218,0.002711532625777391,0.0038790674143425186,-0.006942864691048656,-0.018854974291727333,0.011137619772972007,-0.00274788081280275,-0.011970001513987305,0.012382733676150615,-0.018864186124296634,0.014542074899178248,0.006247524939912763,0.006721032571136876,0.0033368916020872774,-0.002249761240388115,0.006001343640972712,0.007914225338927494,-0.0034712116250273928,0.002751249841927539,0.005464378554822069,0.0016974645841407732,-0.005696229194213642,-0.01102070331601146,0.0014911209193839703,-0.014492650121592399,0.00017793406569466264,0.0019628371206501516,-0.13905526109309718,0.002861818404914951,0.0012660603031457995,0.02123949024893479,-0.003586105093939529,-0.011789752532937126,-0.021821437747898464,-0.002559438513907053,0.006207016169247348,-0.02192401646351516,-0.011397858780365477,0.009254149178824722,0.015605445059461598,0.007295684502572453,-0.004214750272491408,-0.0010922057271171015,-0.005224962427894386,0.012999018592912748,-0.014863493157411645,-0.00913204789657196,0.00996259904889496,0.0021909776602213604,0.0014262311120170068,0.0022401165745229434,0.0038456080283146843,0.0021733148548455095,0.007812845829389792,0.0332010618912304
2023-04-06,0.0015512731415352476,0.002959631386420414,-0.013968264424952359,0.01671980122424621,-0.003919619886026293,0.0015237141282733457,0.005102873920438844,0.01070251415645651,-0.0037046452561995125,0.00723590034788546,-0.0006685676378901384,0.006830100896089375,0.0005487967761348411,0.009581137383480876,0.005098561681491143,0.0009489380264677827,0.002949485103046934,0.009821938199497504,0.004132807340149647,0.005122230279003492,0.0019663136082797017,0.015723156038230934,-0.0004610639668203298,0.034068167354437406,-0.003901509055809438,-0.0024793036985538697,0.00681522129786849,0.031831606393715406,0.012029449432664707,0.005964089551192764,0.001012153341893196,-0.00037575623166785643,0.011257583172567642,-0.004711235134435943,0.0027058867109372997,0.008808589196320105,0.01358701837251397,0.019111212008844358,0.0070019285422164845,0.009784435285227211,-0.0010971201161344979,0.030276782093307864,0.0028458941124034354,0.0013627886575660053,0.01643284246834953,0.00701549096421572,-0.006377405493750099,0.0069895263784336414,-0.013967440152950594,0.0044144256345441946,-0.008767084893692823,0.006231637944065671,-0.009252910709236728,0.0183398785888782,0.0037057607387609437,0.004789842252168608,0.005873102144527742,0.006277309904907602,-0.00478942776510638,0.0038272250298609922,-0.010853254228260889,0.007540888680884095,0.004210581363236043,-0.0033761222316305295,0.005636809089058392,0.022485910749461935,0.0182283093940363,-0.009554246180269343,0.007182737181882448,0.02737878447532105,0.002838262317296447,0.026545542887882467
2023-04-10,0.006350813559727442,0.007724353181482346,0.01454389163348968,0.0005872019174832932,0.015942369328177497,-0.006520513966328911,-0.004206569556968409,-0.008917260255024484,0.009042629095834975,0.0035920643992846113,0.008472719523606287,0.0003519418518624917,0.005210187375650488,-0.0073002873410144,-0.012174514692968819,0.0030549813174411966,-0.020805776666393272,0.04802440409502706,-0.00391261806568588,-0.004827861847203185,0.014391654234219287,0.0075681016131350365,-0.012096387011349519,0.031007716681802577,0.011853355854757774,0.007318425492834457,-0.002668096777876827,-0.013350136371371724,0.008052212322970709,0.006194114989913624,0.013193401337612709,0.0003758974774874524,-0.002854334059586461,0.0038054642677092243,0.007940418788222825,0.004008102510797418,0.009830214186513642,-0.017274864721225303,0.010113778677688812,0.0007403844936908488,0.0032948531670471404,0.017632239252098225,0.0012416471641332194,-0.0010207004941183984,-0.022109657497032087,-0.007379846604916307,-0.00367940943557743,0.006940945153192324,-0.009912165139499107,-0.002256822730412278,-0.009762888270615444,-0.00947170366263228,0.011645243796847504,-0.005869829866331888,0.002625567253197625,0.011713466194694933,0.011609843685970622,0.00947702220876101,0.02137664582599874,0.0027232940183430365,-0.0059555114199520975,0.015362339917261991,0.006289218302323318,0.012085683726923424,0.008057426513617516,0.013133694479276814,-0.003916059535133631,0.0019469420261062353,-0.0017432862388679915,0.019261222599817884,-0.008279450738405414,0.01633213730168359
2023-04-11,0.011389942904834083,-8.621287357257756e-05,0.00428195510455831,0.0017609518333288054,0.012613352668595645,0.0029690340848189667,0.0052440000342295345,0.006032434354133587,0.0011724748325694367,0.02755892680699734,0.011275690022168883,0.00345472812587988,0.01494342265378501,0.02218423038292605,0.008387534237081384,0.03371136381305195,0.005781246777885496,-0.00019336049701867974,0.010457554460354013,-0.0028748604181640935,0.014617310691328544,0.0040968163720249695,-0.006018535402533054,0.02067672172112145,0.022715678120412974,-0.00403013710387512,0.005821131978035465,0.023953190029386784,0.0091288582690916,0.009849641681467292,0.025948135925195626,0.020668892079116485,0.010114417391402508,-0.007212126153979592,0.007416204308290153,0.00641574331266459,0.008849597191445513,-0.0023500307241427487,0.021276523103701317,0.031401233351470825,0.004926140464865281,0.010726039352322303,0.007617347432257171,0.006300583383379799,0.007953525202358369,0.0063639996384767805,0.011079077573715956,0.010759757796921399,0.012379079934877302,0.012976077191701796,0.002327545659174479,-0.0005518104005605151,0.02507418034999387,-0.012613994288191877,0.0009001200138187837,0.017232030228225836,-0.0025504934623505893,0.014973243727178343,0.015012028833995661,0.004888659174477672,0.00909014388910756,0.016164463154802577,0.036458384537491284,0.02144015224341289,0.005212907765419494,0.015978457211439423,-0.002246769139280902,0.008921148928574762,0.0017463305929592554,0.019155976533628216,0.008817161264585538,0.008034875765132732
2023-04-12,0.004108866718214976,-0.00017223885015738016,-0.015695414732708746,0.0023437578807550263,-0.0029751156164163906,0.002679891554488556,0.017678614446276386,0.007520792690190348,-0.019826032279439354,-0.008011113179442697,0.001967732676759537,0.00270951722302315,-0.005540035202636684,-0.009472461916906316,-0.00729921581211368,-0.027837041953248987,0.004180333909581613,0.004060981810651398,0.005805768827564117,-0.005045475743483352,-0.005932214922636958,-0.001020008051175525,0.0008352437327043827,-0.007596615417804209,-0.012450259721206391,0.006386313327619408,0.013963772612412217,-0.0123213891993188,-0.005276988173880559,-0.002960933221836881,-0.00875486078793819,-0.027245933123394073,-0.006140172213798589,-0.00037256508487581996,0.008766857900566416,0.003541567742499252,-0.007017644739794049,0.009045540610769676,-0.011642083976733941,-0.011604337120873276,-0.00015563900595805258,-0.016326442504282057,-0.005098498958424735,-0.01565286974938418,-0.002305058195330001,0.005201003091625855,-0.006453783787719991,-0.0018295421508215393,-0.0038085962965951348,0.004465811774434947,0.002190157385539182,0.009935654571570307,-0.011452156101468547,-0.0010872768288098245,-0.021339191414882275,-0.0030439144168894483,-0.003162373766496529,-0.006673770075927399,-0.005937595259328798,-0.00918915153236477,0.002573787866271937,-0.004708661431470973,-0.010720254302952315,-0.022141412796784388,0.0016707991546427436,-0.014540239626470997,-0.0036587458534698136,-0.002801549193880204,-0.004120539597290307,-0.004572143242890014,0.001519929308401169,0.005978024345322019
2023-04-13,0.004849879826455128,-0.016970971846036464,0.01889632063305191,0.005845618143435427,0.011148978315220548,0.010038601623635124,0.003844462909879054,0.0072122928867282,0.008534591348604792,0.0028089652510276952,0.008073249414726424,0.011127007266977351,0.007147525078637029,0.02057865304108497,0.00820787745509488,0.0019854913581729416,0.004831949716325168,-0.008281804044750651,0.00446723264228388,0.0010866459830392028,0.008098907569634717,0.005786222588797463,-0.009440031782775637,0.03177906403226549,0.013514880618488823,-0.007877636822335887,0.013455746739942542,0.02513109878184805,0.006820756064612743,0.010743325878974641,0.025889028197206176,0.018925091215519663,0.016633420746796856,-0.001677096227266417,0.00572312978779288,-0.00014115838497263944,0.0008833611452880863,0.003921988397045828,0.030998128254307478,0.044192283182039604,0.003813234174217861,0.019917020441683864,0.002120600534815331,0.0018051277777615393,0.008619750577003371,0.013640599978140155,0.02175360667062587,-0.003832704977180801,0.01918297986537887,0.0025741168528676805,0.022191526890521063,0.012206283467028456,0.0034867127662543407,0.02748294752471292,0.014285775414570212,-0.003451389326746046,-0.06709407725610195,0.0003536800829999631,0.00847088786006589,0.003273149808775022,0.014819518712382518,0.007671801895564601,0.00812730099298764,0.018748250082294415,-0.0036814168966826655,0.018970298645770933,-0.00056496826263841,0.021421397356079508,-0.0028642844156274716,0.011993041275713878,-0.0012647180481438758,0.02839220657036745
2023-04-14,-0.0013574342794593353,-0.017351818765939275,0.005668562839852287,-0.0034870324265504626,0.0034700034991717033,-0.0015692440655772355,-0.0035460992907800915,0.003755672457883774,-0.017432400109891666,0.03361350689826592,0.003463189679691281,0.005313637812513816,0.0307128653954849,0.011979563162791917,-0.003222464945920822,0.00730078866924333,0.011762938221715036,-0.013983316996518558,-0.021686966140915476,-0.034464001117277876,0.04778013519547786,-0.015228316650465423,0.0028959155081944576,-0.026528760422580677,0.006766876993907767,-0.009676774759790563,-0.007884860024420348,0.012521994078097176,-0.004892779140110437,-0.0011234434967257734,0.0076071524540217705,-0.006315028972721182,0.005609539576974409,0.0012132510393181306,0.014422132981389835,-0.03939006580752291,0.00706100270481258,0.0,0.015634356466572408,-0.027477758307755784,0.07550969703452282,-0.016273385718964417,-0.008287749820969692,0.0003431435800651528,-0.01321575352308324,0.004524426093359679,0.007520554063684903,0.014051468731691052,-0.005199115737760551,0.011903419684319072,-0.004754679345509105,-0.007199450675822838,-0.014570860093488847,0.01337396955940151,0.0036240396077509285,0.010923123022166248,-0.01707549291617738,0.008365687853935988,0.007861199485401649,0.006525373776088195,-2.871236273060962e-05,0.015480195094451199,0.001007689535721834,0.007023430806356146,-0.0278867896923497,-0.01743499590508546,-0.011588396460301853,0.005715855732479458,-0.018831864949328314,-0.0005043342871778878,0.0023638877411562564,-0.03852323464388052
2023-04-17,0.005437234877503583,0.024614340079872177,0.003002053783150993,0.009331216163046108,0.007045162919455006,0.016426227478761657,0.009964369369995563,0.013769018010865386,0.025148488176109707,0.028794093752778194,-0.04594482165550384,0.01266659921887836,0.010168832761599633,0.022386416107849305,0.017696078819068317,0.012942757595645338,0.005776605561960579,0.03939336372461133,0.012411878950304933,0.007307409873890114,0.002623047948872248,0.0419242925264347,0.008609811603546458,0.03995379986429626,0.014727672200522512,0.012778005323537345,0.005966749575717856,0.010973763805934178,0.0332829105777841,0.013149963843044787,0.0040235054336672516,0.003738413055573986,0.020360748607472612,0.01547349274115506,0.008191851645732884,0.01984127981056627,0.02629266922429352,0.004464607956434552,0.017762112645648864,0.019680442271980958,0.007929197460465609,0.018196856975584375,0.01706963150493057,0.0777941100932158,0.012470266855742596,0.005716535657528166,0.0008862184998172928,0.015176616777872631,0.0034400431471652837,0.029754238271944455,-0.004555298589994039,0.011058730395282268,-0.025022668892293654,0.010453457004029554,0.039385059462046845,0.015548736028104804,0.018844415965212358,0.01752737309669561,0.02436161656739455,0.023230730618410966,0.003305992194784002,-0.09184056826516396,0.005369087928060345,0.004679180629056479,0.017283348798571296,0.030375898202778195,0.0177293715854292,-0.0023075348358722048,0.016590748580642245,0.04187689543542317,0.0021477899076161044,0.032721094930714845
2023-04-18,0.004806896316924325,-0.00652796674279188,0.0042147347828958015,0.010400652375252895,0.012900775526426544,0.006246139120002825,0.018322806309719164,0.01678073699838012,-0.014954210143849345,0.006256088751631861,0.014921962461661664,0.002594262687923843,-0.006200229730054296,0.04895095788240322,0.009028648589073818,-0.0028621534888266797,-0.0025445735787000823,0.023308641671314634,0.017557104279779967,0.0029761971672968013,0.00784871728704184,0.003957843987225651,-0.0038516683457857637,-0.00866086998484683,0.009448671015698906,0.01608024826780219,0.0012485827994879184,-0.023776763168114945,-0.005490403437704239,0.0,9.007282088702162e-05,0.004841534801007796,-0.006013700925510346,0.006884570024362269,-0.01698664175704845,0.008935036816982933,-0.009393689234212244,-0.0046300605414507645,0.012798171887578036,-0.01535123295764107,0.011227750221368904,-0.017871649132404133,0.0054195509732783975,0.0005569978728994229,-0.009847459764444011,0.00413397801848947,-0.00118041394421331,-0.00373741657294524,0.006494053111483877,0.0062717346251282,0.01281686722713693,-0.0028689228036106185,0.0031498506173746055,-0.01176779568811459,-0.002637979049974981,-0.0011676762561138032,0.0013727071291447235,-0.0009187031756299202,0.009909301354175781,-0.012671554933434082,0.009054212473630141,0.030544861223594566,0.00967966174376067,-0.0033392513744981978,0.0042036647515035774,-0.011967354483300663,-0.011239154753381553,0.0005139203921074031,0.007040025243500336,0.01380147625611361,0.0018489565199237834,-0.015195590884675814
