Date,ABT,ABBV,A,ALGN,AMGN,BAX,BDX,BIO,TECH,BIIB,BSX,BMY,CAH,CTLT,COR,CNC,CRL,CI,COO,CVS,DHR,DVA,XRAY,DXCM,EW,ELV,LLY,GEHC,GILD,HCA,HSIC,HOLX,HUM,IDXX,ILMN,INCY,PODD,ISRG,IQV,JNJ,LH,MCK,MDT,MRK,MTD,MRNA,MOH,PFE,DGX,REGN,RMD,RVTY,STE,SYK,TFX,TMO,UNH,UHS,VRTX,VTRS,WAT,WST,ZBH,ZTS
2023-04-04,0.011910650031059511,-0.003989561930454744,0.0025387809955508267,-0.0015274171091412825,0.012641167083015326,0.013006400436222698,0.005264258517479137,-0.005378425972650147,0.0005423487061413379,-0.007535863436532009,0.007039389893968018,-0.011192396403166605,-0.0006516392411146654,-0.01064841367519298,0.004251800225770541,-0.010669532182549624,-0.011834590942758627,-0.020839678870450906,0.004560428011640916,0.0021028986325144494,-0.004438489192483908,-0.001346561477097108,-0.0035797313672012443,0.003471030313205725,0.012534973862104115,-0.002224616707568572,0.011062293750690788,-0.002689148160663235,-0.013455070538999636,0.011621694294557283,0.00806545298724859,0.002606094312493923,-0.013601153655211529,-0.010750668069076874,0.0008694763260908012,-0.000137656698683708,0.0033559382025736273,0.004654312863376475,-0.016155633701127714,0.01045585951187733,0.0005641123015736049,-0.0021442128242646907,-0.002510247017965095,-0.00036743701095143244,-0.0006598998617511898,-0.018560267960723298,0.003272112678079031,-0.010882639600098387,-0.010303435065148192,-0.004962509318464314,0.004882069165499825,0.003958306935118117,0.00393656645386864,-0.0015996436345298015,0.016875772938081735,0.010717914568877607,-0.0019020930206121722,0.0052470444150531925,-0.006037913652219951,-0.008324624540742898,-0.01538405190985992,0.0030544062703847796,-0.0009371883617951271,-0.003518957759587771
2023-04-05,0.013715858529049774,0.006383789964629516,-0.0008682095631395992,-0.03007500965666343,0.023593074578370565,0.04345679174022643,0.013776458246281376,0.0032012035934065874,0.0032519134500621494,0.03175291638283384,0.013381305926227771,0.013205732354188093,0.03600300352055985,-0.010120499086188506,0.026937551772126422,0.02829011232011891,-0.010864590950101505,0.036407600850703714,0.009566040399881848,0.019672136865132916,-0.005140942666646664,0.01667075974290877,0.00667181487981483,-0.02438602308637383,0.003004807802523324,0.019477136340084078,0.021487763384341108,-0.005760450852247856,0.01863130750924258,0.015267681070763262,0.018062862550012104,0.016091043540431782,0.025670138142478427,-0.015123669297177011,0.0030405566177160726,0.015553988020433174,-0.012565999711336984,0.012877324934439827,0.0019827117219073376,0.044923863442407175,0.014699516653258637,0.02804492977264017,0.01006665047605515,0.02830104553356283,0.00021572240429201806,-0.012202936429675515,0.04038252930532793,0.01589238309711427,0.014943327348682534,0.003807300594107055,0.0041318041184963405,0.011145699931041309,0.00512359037791188,0.0032392367783400378,0.02374175748141294,0.006386883976331248,0.032397391582688284,0.0026488451438775318,0.02391701765956533,0.028331508455842203,-0.00023125333359141909,-0.0038494528329191535,0.0052377485515955335,0.0034714339530588223
2023-04-06,0.006909209987841836,0.004664222529173756,-0.0004344820029997809,0.019304857254605734,-0.00019721876452849507,0.0009466348230204868,0.011999848447748152,0.005260893716313442,0.021744967275595828,0.009894706346074589,-0.013007485722890788,0.021516122638707502,-0.002392261350842695,0.05404086455824886,-0.006034893354659565,0.0034959070426883176,0.004342448252134368,-0.002219111028870069,-0.0034796499093959765,-0.002701043869101194,-0.0029874506153632074,-0.005666761597157732,0.007902119489159976,-0.0031022733120708024,0.005152789944887326,-0.0023726723679121653,0.01670178660532784,-0.011834267708486279,-0.0033473038917850584,-0.0026537063280732687,0.008930697428199963,0.009380001301151575,0.007244842130222695,-0.008747851657004202,-0.004027337100101835,0.023448134800173603,0.005793113069124001,-0.004224955925229534,-0.006392990665420761,-0.0027775968607849366,-0.007820199991899202,-0.008253628224305753,0.0003738101788599568,0.003753076060810434,-0.018923144622924326,0.02367248979794856,0.005846936144190851,-0.0012033300659335389,0.0019635770573367406,0.004253423196525885,0.0031654038959834097,0.0015746426823071147,0.00442144972263625,-0.0012152107474272533,0.0012204211288959765,-0.007777709924179366,0.007030091633833946,-0.004817444219066935,-0.0008697234800693066,0.012244944508330136,-0.008788751833489705,-0.0058830560686387035,0.00451031904518584,0.007694686565796527
2023-04-10,-0.011722153084868014,-0.0016712779557473967,-7.248219961686342e-05,0.023271611910562262,-0.0095532512301576,-0.0030734230590442335,-0.004554569720925827,0.007957322517082366,-0.006080480253920606,-0.013737805471074171,0.005191659585203512,-0.006502686112051292,0.00492233516308227,0.035565901409188694,0.00018041035727445198,0.004544124008060146,0.0160232423518607,-0.008255145294336241,-0.005855518089443068,-0.019344760446031395,0.010447050061599628,0.0027888410832388466,0.006069764668150679,0.0005334538805241706,-0.013471593829504136,0.002874586257692213,-0.0035028178937567267,0.005364264562215837,-0.009235907255097597,0.0014782670894828431,-0.009913890404872894,0.0025343842979217435,0.008827373961613816,0.009946694989225735,-0.0012174388999924846,-0.020924404533907204,-0.008812752682270553,0.00794086645928016,0.005412845573622649,-0.005025679433636632,0.0,0.0018373872532129187,-0.0007472436079410949,0.0024926260938131772,0.013798177338655515,0.01187836970539946,0.014917460303211616,0.005542101403364308,0.003499462048943025,-0.005997092925628,0.0013070396809262697,-0.0052407476685567556,-0.004453716587575429,0.0019466173033149126,-0.003390403371576922,-0.0017206566494338826,0.004621606251498767,0.00991572252156292,0.004911977100906073,-0.007056370100644527,-0.0019332885742187056,0.014707646662147411,-0.007896561033025606,0.01142420674071487
2023-04-11,-0.003953630989809165,0.0006200389086847835,0.0036225938501288635,0.0252222713528214,0.002112359090816085,0.017073851020262154,-0.002169396867869766,0.0043834397384507895,0.03471201342199892,0.002934374364801595,0.007747306087927841,-0.0035571731307185717,0.004144681430384045,-0.02705916796044605,0.0010217095009275035,0.01568155790580472,0.013417405637715207,0.012846848080146911,0.004917313630985021,0.0032876241692476604,0.0013624744912421605,0.024425687388176742,0.024886953111941112,0.022305182293241632,-0.006646562559006752,0.009795305065041893,-0.008065255960446382,0.0,-0.0007263973598820028,0.0022140141917301737,0.015854116589954392,0.005657893612974307,0.01753853395040239,0.0019068850001711102,-0.008489017239289187,0.0032462851721741792,-0.002921419371606504,0.014791019294642549,0.014221154250788404,-0.0003041734073406799,0.0024981084424930966,-0.012406564340924575,0.009471546474462134,-0.0010657010802535005,0.003772264095710298,-0.03059627900861217,0.015181398122741996,0.0014378053998949092,0.003487258520097125,-0.005001450748209679,0.004636817259393355,0.00993458470108921,0.01622971884699309,0.007944877436695252,0.018730811368494082,0.003516990463907632,0.011238824251424528,0.024739003202205234,0.004918934494267724,0.006091342728224314,0.009217751400285135,0.014351415282921609,0.02520499753673011,0.001989843374791578
2023-04-12,-0.007067576689417265,0.006072596557822552,-0.001155059063430608,-0.019911504424778736,-0.007675938857393483,-0.0051295597083969025,0.003439047642340043,0.010211598709599423,0.04395883563426306,0.007402467783295785,0.007490657826615177,0.0025702537715643903,-0.010006222249118069,-0.018184633206145717,-0.006784833471364826,-0.0026722135324345198,-0.00469319709927718,-0.02142760931813903,0.002527328171839871,-0.017957730558377016,0.0003602191924454434,-0.01687913461486512,-0.00637725316375537,-0.001912388899098394,0.008759139263186055,0.006759431856107501,0.01376220838003639,0.014393809353966613,-0.004603860844949015,0.0029089974512901406,-0.03578975602052503,0.0022743887876943703,-0.003203796758503352,-0.015121433318329713,-0.003863670729044699,-0.0031009266983554884,0.007293020843700315,-0.0038056096274676765,-0.008513180066393233,-0.0021307169121699276,-0.010568871308680783,-0.009858857630305362,-0.0023457419093046994,0.011201037480578435,0.003974116493362656,0.0019967636624396157,0.006185558028358962,-0.01005028214146686,-0.009799804199052242,0.0009638109575245135,-0.004436130116928894,0.001117690331431831,-0.009469729150422546,-0.0014800535309674734,-0.018574151550462936,0.005152851188794161,0.0004223287234248474,0.011542836513716903,0.004740967917317818,-0.009081844086626267,0.0036071095516245766,0.011160762360619803,0.0015982239515839325,0.001401689833908426
2023-04-13,0.01528669435101504,0.011250633808853383,0.021104454044037935,0.027389032666713664,0.007775458034335658,0.011952388956049553,0.009651301541115709,0.01862300008992146,0.028687441136911795,0.013681386840697751,0.007630588632187463,0.006836774761280973,0.01983580660499995,-0.014630328820373295,0.011848768283810207,0.03245013836369126,0.020499354036774164,0.01165792641576946,0.012497316367729994,0.006673648333822113,0.017762064949749412,0.013326937185140997,0.01653912132083568,0.012715546841605363,0.02098414775189572,0.006511357844364296,0.016528852700080865,0.014556593771260173,0.01351022393000556,0.0037813526583669876,0.004867975353443299,0.014212286686994036,0.006033363489382104,0.019345967269524422,0.025520068589223843,0.01879901736208267,0.002655778921866636,0.018298539733184294,0.024041589851868883,0.013360199937817008,0.0063830870214254265,0.004854379190513569,0.009652280614150799,0.016087901409248317,0.03147825893134337,0.03194909551750991,0.021685572344032567,0.002417227139499545,0.001403726393326199,0.012091199735156932,0.01966880383436087,0.019577340268050802,0.008319942464664276,0.005205044391600522,0.004396992360644836,0.020333143351970007,0.009670016705975781,0.01596072970717266,0.021386803599460436,0.01018335497965217,0.03003929237696501,0.02221479094637724,0.007067571375519499,0.012190230021465354
2023-04-14,0.0033780604256556934,-0.006761365824055621,-0.01472253188622008,0.00269513078572281,-0.005727020745489253,-0.0030107872997447993,-0.003121311994906617,-0.013300099995319115,0.020227373570211427,-0.005419424432390962,0.005242727335216912,-0.0033952309656102297,-0.0011151033735118387,-0.26836204880631187,-0.001493677854316533,-0.01859862895293596,-0.009289900804515194,-0.01785377490167417,-0.010144645185594214,-0.009546435917746954,-0.010769908160705333,-0.00521329897454248,-0.0007285395481049228,-0.004987975895627161,-0.0035436220030791166,-0.023659836753981867,-0.0011194514745094253,-0.006872433520780041,-0.003242487196379762,-0.00021945299683123753,-0.0016955236788890327,-0.009185101226039771,-0.021354031014179764,0.005166518235652839,-0.020028382252900823,-0.011018210684717089,0.005329052487577535,0.001725658235636196,-0.011837207874152322,-0.0016256069126681094,-0.010441448606252623,-0.006367995614915745,-0.010785592334897176,-0.002336077018705862,-0.0030094074660841352,-0.021366677268196743,-0.028994574596747147,-0.00675185790673638,-0.002313053245421748,-0.0012283477161230127,-0.008783941960673447,0.0010221313363438789,-0.04402411402415651,0.0005143807176855031,0.004301307406536559,-0.003873996013852188,-0.027440288020110448,-0.001761931830712271,0.0005099232249705654,-0.005040349818403622,-0.016678376892377056,-0.007661995384366294,-0.001132098984481189,0.006108105194102542
2023-04-17,0.005386625934727496,-0.002537307200766392,0.007112117430739584,0.015835491283805903,-0.007719907406682935,-0.001858254994111297,0.0030528215485612353,0.004715721994001054,-0.00011719180418889863,0.01412559350031617,-0.0005794626044353102,0.0021293323797186847,-0.007069275806477204,-0.019214149298621086,0.0014959122653392942,0.009255138184845135,0.02385978964161284,-0.0016595180363612183,-0.005967115124504541,0.014725623049012482,0.016211592441664147,-0.0011910251930861149,-0.00558929198268876,0.025497015172406545,-0.0036746983920210585,-0.0003922304658956488,-0.006351323434897194,0.004249125229194961,0.007590320712115739,-0.008231125175570009,0.005095210086016877,-0.0059424768674470885,-0.009564366906059996,-0.0020104069314099693,0.00859614385810814,0.006711409395973256,0.007684529305469923,0.007003317023842381,0.011330117017810393,-0.0010249179590305912,0.009287078044470265,0.00353584965497844,0.017470004601372713,-0.002601666412018533,0.012029609918399853,-0.08357736710819053,0.004868888717557196,-0.0002427118802764694,0.005268998882625775,-0.011563583444285097,0.003963229621623432,-0.008460344975783851,0.008631358876520334,0.003496011697726731,-0.01205317521938476,-0.000407560094341175,-0.012583317275260075,0.0019121379164979135,-0.017330291945589882,0.00405276704090185,0.00791090461163435,-0.004011761809663672,0.008234557103847573,0.00011446625598998672
2023-04-18,-0.0035399588928459735,-0.009864713304292283,-0.00848865344625993,0.0010353629642347872,-0.007981652689947771,-0.0034907260968033427,-0.010496274891950597,-0.0048804927329745285,-0.010559635346173102,0.005578283015537755,-0.0025125833764582106,-0.005240717612888801,-0.0076193364996473,-0.0737397854197116,0.00017911635624590083,0.0033479383864729595,-0.012131377330495519,0.003943062241050566,0.01768592618688314,0.004485433074197465,0.001524920165924426,-0.004412148150358619,-0.008797645938416698,0.0023598716872819114,0.0035692493928709546,-0.002457317462688846,-0.006552962305431009,0.011363703522027757,0.0017936275257908196,0.0012909936083804752,-0.0018105193559631028,-0.013510249422094334,-0.011834475303613368,0.0012460668657694463,-0.007348795201267744,-0.01599995930989584,9.337560407973733e-05,0.001450348133489765,0.0005428911904175049,-0.02812827888129088,-0.005313618087054106,-0.008313145434869051,-0.00572337969465786,-0.0015649903749942462,-0.004198251201622871,-0.009307469101402899,-0.014942579843281178,-0.015298782729918359,-0.0069186846747604225,-0.014309391524739756,-0.011355077229817101,-0.013387176621794672,-0.023227477628517068,-0.006352790097036043,-0.0036830850833231565,-0.006354046049377726,-0.0017215569593779234,0.004110270681602968,-0.007902594785697215,-0.0030272813622087558,-0.003908241056925443,-0.0011311977751817803,0.006443912352027903,-0.0009735116163354096
