Date,APA,BKR,CVX,COP,CTRA,DVN,FANG,EOG,EQT,XOM,HAL,HES,KMI,MRO,MPC,OXY,OKE,PSX,PXD,SLB,TRGP,VLO,WMB
2023-04-04,-0.028061195903785197,-0.02206625662657169,-0.005354478699090115,-0.019553568257490106,-0.0011942228131813781,-0.010692231397066876,-0.019247966167619812,-0.01474345604930627,0.02138373300817409,-0.009558176384519057,-0.02551318773495459,-0.01804753650826274,-0.010192451291688331,-0.02278764382576426,-0.07239759208668228,-0.005369775417088496,-0.00030736702654987624,-0.044990823177647354,-0.012232342329157153,-0.035734731571853584,-0.009680425332463716,-0.08012703928209142,-0.006030131169701525
2023-04-05,-0.0028871054729611156,-0.007179473286615834,0.004969303360170763,0.013640558695537708,0.012753996076387386,0.014979094466047282,0.00938931842660562,0.006269945439147939,0.003694490819220686,0.017127433995786312,-0.005115860038875986,0.0091542205938826,0.013157887190548223,-0.0011659815061459966,0.054760938586190244,-0.004010394526546723,0.014606322102654445,0.06257636870466854,-0.0017080231381845223,0.004756193505150552,0.008034303571532675,0.060111395402099754,0.009100037924073101
2023-04-06,0.0021058299256850876,-0.018250659502846767,-0.013126976833102932,-0.013828240780791479,-0.018496577484445553,-0.011582260880444673,-0.016995390220382323,-0.008307750266491887,-0.01472386324651509,-0.016582565685166584,-0.010586923763692191,-0.009352442826064289,0.0,-0.007003830164427516,-0.030367194706846123,-0.02369525721106025,-0.004546012600785021,-0.015225647548597454,-0.010646401690628915,-0.021301709113603406,-0.004649340224580412,-0.01850622225908527,-0.00968607032462876
2023-04-10,0.02679270602215822,0.011224116160970965,0.0038174645486992453,-0.0029173851673182094,0.02846827420508058,0.009071976056213016,0.018783395562280036,0.008377347174715055,0.03953931248190745,-0.0044329109303260505,0.011617454364560631,0.010292378922944323,0.002258619520427718,0.009404382071328543,0.019894482157923887,0.01665600121037314,0.00578463197521395,0.020614634235787133,0.057936234293190836,0.008464358418462936,0.0062726608446546095,0.018930695873855097,0.006408189412982823
2023-04-11,0.021233030511020434,0.011099466338256647,0.0055261076407531196,0.007550781084080915,0.012085850125510778,0.01704440956134068,0.013827675667195338,0.01088300357044436,0.0008983638331900856,0.007071753971072958,0.01934098593149125,0.01735408834733887,0.007887240831381925,0.013586925143317163,0.007238644338246392,0.004369049234830946,0.00544875440928938,0.014291114774175107,0.0007718927163371525,0.021982353823298384,0.012201488832007001,0.011917023544930627,0.011059000540605712
2023-04-12,-0.007014070402453609,0.003430585560159072,0.0035458199528661805,0.0073067237401509555,-0.0077041719409104426,0.004419873478503256,-0.0011021324230253704,0.0051775070322099825,-0.023040081544889346,-0.0010402174186765478,-0.004150629146186802,0.00946138996713719,-0.003912759538892363,-0.018766728067644678,-0.014902893441413823,0.007301376407635285,-0.0027096731775050342,-0.0040390453101220025,0.02137131336002196,0.016425480725935637,-0.002620518857232468,-0.02187114171828597,0.005303234732357831
2023-04-13,0.020938524287931193,0.00683771375823472,0.013367007178679113,0.0140425697306501,-0.0007764441402852151,0.012467989987806405,0.005034258523617163,-0.0016051306447217861,0.00673802609864782,0.004686158454898726,0.0065496515367575725,0.007388648893351002,-0.002805790615357795,0.0015612163343878827,0.0019966576714833817,-0.0010796578289616887,0.007849019713169314,0.002263544922096461,0.012527651552396879,-0.0017314731958553153,0.006568663260836827,-0.004412165696704884,0.005604946108200615
2023-04-14,0.007659896963214896,-0.010186915425592469,0.0020338615198443044,-0.004952309722485948,0.000777047474243231,0.008692470683473674,0.0068615482468949995,0.0026383863693244525,0.008214241377419107,0.002418684147362571,-0.005323863096349801,0.011409190441084682,0.002250993314267813,0.0027280203391488733,0.0022991397086129517,-0.00447726958044059,0.003894035722423972,-9.404591747563806e-05,0.009126071149348824,0.011370232623147292,0.016836332260093068,-0.009539562926368705,-0.003606477222417026
2023-04-17,-0.03163301285885611,0.0,-0.00881474549390271,-0.026635910654544626,-0.0031056251041740035,-0.007181326110189845,-0.014583597398449277,-0.006825236445966998,-0.010561143147640006,-0.011632919985572698,-0.005649590187967846,-0.02202383684460152,-0.0016843970034350342,-0.0361446009245876,-0.011316657832081911,-0.02388335337904146,-0.009249529937340406,-0.022021532625319806,-0.007739195803947774,-0.008003003421546695,-0.018097806735315247,-0.026998326163591657,-0.002303450727534906
2023-04-18,-0.0017726604337426899,0.012006949519242305,-0.00234024576167291,-0.006249447432764232,0.00311530005824201,-0.0014466253499247905,0.0005530201676167135,-0.014737505221314007,0.015858457824550642,0.019529157348929793,0.013157827789328502,0.001029873846531748,-0.0044994543143001,-0.0024194116820106526,-0.0018560854446517672,0.0009533133893169232,0.004969180030387932,0.003752849643465783,0.0011392246357986302,0.0021129185982555754,0.0047057941099974965,-0.009275174235789718,-0.005276998901661889
