Date,MMM,AOS,ALLE,AAL,AME,ADP,AXON,BA,BR,BLDR,CARR,CAT,CDAY,CHRW,CTAS,CPRT,CSX,CMI,DE,DAL,DOV,ETN,EMR,EFX,EXPD,FAST,FDX,FTV,GNRC,GD,GE,HON,HWM,HUBB,HII,IEX,ITW,IR,JBHT,J,JCI,LHX,LDOS,LMT,MAS,NDSN,NSC,NOC,ODFL,OTIS,PCAR,PH,PAYX,PAYC,PNR,PWR,RTX,RSG,RHI,ROK,ROL,SNA,LUV,SWK,TXT,TT,TDG,UBER,UNP,UAL,UPS,URI,VRSK,WAB,WM,GWW,XYL
2023-04-04,-0.022186082148400343,-0.04386341581293318,-0.057420351362689526,-0.018030528953274283,-0.035979191778079955,-0.012776113788254273,-0.019306035452007153,-0.006917709723693322,-0.011501272199614498,-0.03105593320793687,-0.06128245772325913,-0.05403045975756138,-0.009696791486421108,-0.024121223796852664,-0.012910666539610594,0.0025171542602251407,-0.011390242743174572,-0.028243365732515957,-0.04176000612212227,-0.01366673176438904,-0.03620792520975524,-0.048610349392013696,-0.023612938901018787,-0.000642873981297365,-0.017171384722004635,-0.015233176462245979,-0.010269088368323631,-0.0336284904092764,-0.0620104653389425,-0.013083121635148798,-0.019294279050710794,-0.01210671244103867,-0.019781276102755263,-0.05582379018692474,-0.003205655299763688,-0.030537031998898345,-0.0404698400355582,-0.05198146561261696,-0.013147347744845161,-0.0346880547628281,-0.05165566666087207,-0.00929874504932271,-0.017274696922029764,0.003945686117696079,-0.027449407691758854,-0.025691006656139548,-0.01800932528741439,-0.002323039423758222,-0.016426688837256842,-0.042399011364466,-0.03066808071871996,-0.05463335584999296,-0.01284466117005878,-0.01955663963385046,-0.02376623146708301,-0.01893960767132341,-0.010638269869597927,-7.349448140248072e-05,-0.026877649909145984,-0.04301561201712256,0.0018691344483166006,-0.040139457581442106,0.0009466408881879662,-0.02907842686571971,-0.026081974626906312,-0.054001170946115895,-0.01357003754445496,-0.002225038043906613,-0.018342103935214404,-0.018685065446479743,-0.01605414744252287,-0.076952675447725,-0.005167682506136417,-0.03212690307250976,-0.0020747911507398298,-0.03877517044261014,-0.03139958525398312
2023-04-05,0.00039116279759876527,-0.018532613846546475,-0.007802298020769927,-0.019067761793705174,-0.024378036379322565,-0.004064590625385334,-0.02560541127294702,-0.01823279106016129,-0.018463055256798255,-0.016025658380238283,-0.018419236498024127,-0.018027131350088488,-0.043856022776019965,-0.015738910358579328,-0.006968408623474143,-0.013083096177155973,-0.007455075993083593,-0.04980589984819617,-0.05995074480971674,-0.01356124785585655,-0.01502719152922749,-0.023297354945838067,-0.024536269153475843,-0.013408517421529265,-0.007796406143493195,-0.028296588821893454,0.015188208269315773,-0.01236259821088559,-0.021905729765055115,-0.001482676209557221,-0.008416698652909949,-0.007908380562946404,-0.00023739808070821766,-0.028998822599164975,-0.0032161136092374587,-0.019754277029533696,-0.021663969320387833,-0.006695543904548962,-0.005141918032917858,-0.010040472667527056,-0.02758375298991733,0.001521966131854624,-0.0008734362625792969,0.0029679892634661975,-0.023897821529152097,-0.013696716745989379,-0.00965768334770345,0.00600298280677114,-0.011407865391118599,-0.015378954176714199,-0.032768455124593476,-0.025137287678193676,-0.009736089093468459,-0.02452346183489651,-0.027690084140973292,-0.016845931255661584,-0.007536979653824938,-0.006538431831859426,-0.03149188215127385,-0.020053007002595158,0.02771855536320178,-0.029610589771822404,-0.0044135814476532476,-0.03448729800582462,-0.017226472492667733,-0.01893183344278948,-0.017698893525613935,-0.008601419422265999,-0.008525568216524282,-0.011988766461081934,-0.006348001192751251,-0.02188635641904413,0.004564930491592012,-0.010552176592586893,-0.004341685168604559,-0.015882783004397383,-0.008993839394778713
2023-04-06,-0.007136612783703589,-0.00015478094218812632,0.004536725636991035,0.008639300402664807,-0.0030956071177375977,0.01379174092666724,0.0111372520710038,0.00652378627232153,0.002271397303269751,-0.005002330267049215,-0.00712588527088176,-0.02041873869485289,-0.0014423549903369581,-0.00547329356321824,-2.212545117197262e-05,-0.004017180644508067,0.02492309225250744,-9.075393013358024e-05,-0.011155039166976022,0.006873899083751356,-0.009237748392340372,-0.014008951095395572,0.0025273912876873084,-0.014994849861040493,-0.00265072223392393,-0.0005824181247365834,0.009437679168772029,-0.005408862250065871,0.0023099664320431756,-0.005546275728903649,-0.006896452145348397,0.005437479833128922,-0.01329853938260206,-0.012186889291323721,-0.007367722417316314,-0.004911862926175847,-0.007453910230749594,-0.007833967741888381,-0.0013509117594111553,0.005071153107936599,0.0050268763096315006,-0.0019756516707952754,-0.0010926443486081183,0.00036731029881997834,-0.007175981559905842,-0.00798261742962103,0.011672666829001033,-0.0011042813445822919,0.0024616684402989364,-0.011336485913096772,0.00014594475915274963,-0.00035180992424077573,0.001929566482215428,0.013480454918649354,0.005160621049678182,-0.004379758802126044,-0.005569055755211383,0.0034756341957991044,-0.013726107248577923,-0.003734030104754593,0.005705262614997375,-0.00443998729111017,0.000316605118213964,-0.002417003295233533,-0.002651285693044736,0.0011143548865824027,0.002352544951866653,0.0019280033523245699,0.02281032716735787,0.01498931921039115,-0.004329507219208328,0.011387349563388938,-0.005431940656310474,-0.002277947542117742,0.00515904989784155,-0.007102589780132895,-9.973964724740991e-05
2023-04-10,0.011815712498062014,0.013467428168759676,0.007426770964362062,0.00999281851258127,0.011312300814823928,-0.008745523964922786,0.013290237493588819,-0.0027912965488007258,0.005595009345816804,0.0361277214005189,0.011961682348078373,0.0304058729688792,-0.0010111178886316186,0.026653759765255636,-0.0038075680384590527,0.007932293480396035,-0.000999281008260522,0.024372473774547876,0.02077634993517319,0.008311065657896632,0.01751778101787682,0.0076160169957639745,0.01380547744245808,0.006873235343290762,0.022211691171389436,0.013403271327759647,-0.0021542053498202485,0.009633376806094551,0.024048034299555043,0.005884627623023553,0.008119649393070416,0.00640554727676057,0.013718428901556168,0.014642117871685345,0.017222075780055635,0.012363393393214128,0.004523444560855294,0.018545860241963252,0.024172295474888195,0.008055114059917656,0.006788160784038544,0.011217758200813943,0.013018167952621118,0.013423954110823866,0.009991418206630076,0.01695075857508188,-0.015091850094875237,0.013074241373308704,0.027688400266068225,0.008154005877377912,0.017374891560263617,0.00864080838220982,0.0023844135240806974,0.01703228512996202,0.00912707393994805,0.015144806175590775,0.014356928168896665,-0.005526939969902389,0.012836100957218877,0.01131725035879838,-0.005930801387176388,0.020331473648641296,0.01836017165585191,0.042805151261563035,0.010190485910199998,0.0024021457323450957,0.013239955608800758,0.01796021361325728,-0.0013593340022182154,0.011017375114492411,0.008908662565578318,0.027162405170235493,-0.0008403711668829583,0.023142316491089332,-0.008432222127981004,0.015273011588944785,0.012866622032948971
2023-04-11,0.017516519960712573,0.0013747890935129625,0.009464050429608406,0.012014139991305628,0.0017548033158416576,0.004621412253689394,0.00619857877984531,0.007306236615621131,0.014508001948364768,0.042315503089336515,0.028841720780484748,0.023523430279926316,-0.014170088274163994,0.005780988828927303,0.0005555360786480001,0.010270730032398312,0.010670195052139952,0.018387341010160707,0.009275649522220153,0.0179569841267333,0.01999298626968593,0.008638286623951164,-0.00011834811412692048,0.014259713187166012,0.012721721675580833,0.009392408080835413,-0.0003023107472173159,0.001077254050450449,-0.0072406838147391905,-0.0034053036381613833,-0.004769012792475769,0.002660643837931298,0.012820495355525319,4.447676590801919e-05,-0.0024322972229890993,0.004374539998976967,0.008000748861953566,0.0023435132227189737,0.007924696328343472,-0.0002633986447813097,0.005500269200279462,-0.0015560431585934786,-0.0034557214899018085,-0.01793662754456138,0.020627341611236583,0.015357190701343892,0.01734960544568498,-0.01735424333231772,0.015532058812798066,0.008087958229229697,0.01951786491851837,0.008915801220343633,0.000731898515026197,0.0051973586968103724,0.006971990087420332,0.013556962432354158,0.0010038784115100619,0.0008151656450632316,0.007337168790266357,0.011953594083390584,0.0038910428032703503,0.010798739202910301,0.01678595892404222,0.015877128416904807,-0.001169575628352515,-0.0002922513950289751,0.006690226550990053,-0.01953367789400351,0.0026716874682606306,0.02759097141754352,0.011510608323635152,0.015428025723125849,0.006254601281351135,0.00902734384355286,0.005299572136420183,-0.004697222834393,0.011619868024399294
2023-04-12,-0.0018170703349178474,0.007016515622328301,0.0021710846722260424,-0.09217875160299871,0.011020126926239326,0.0018587219869476979,-0.007990684924900515,9.414569038401766e-05,0.010274193112205232,0.006062547817933028,0.007812398444162261,-0.0004533263532455756,-0.024347369531815044,-0.010032439438799279,0.008173095509124373,0.00528124553948861,-0.004948854711613215,0.01292149857079683,0.009348197526578117,-0.024291481818525473,0.0012930505957879923,0.021536446488763072,-0.009474119942674886,-0.024877875440025177,0.00651009213640652,-0.0018989228519981083,-0.008897342260364871,0.02736358768555025,-0.013010050332498246,0.0042493449000340355,0.002023231998327546,0.005411295771168945,0.017580913125006203,0.009976444172661747,0.0065019158404719946,0.006578606325281955,0.00776376282610336,0.014748169646802811,-0.0002850011077054626,0.004391830858776924,0.012352255685688318,0.003569394915123203,0.004334693868675243,0.0005329614670839256,-0.0020623955558176643,-0.00041497524804301467,0.0024293450363293,0.009609786718095314,0.0002059365556925652,0.012034601985678739,0.015061977838281893,0.020567348748728564,-0.00886802906033679,-0.00574508787784489,-0.005052464317746641,0.007756696865968582,0.018050518400231086,0.014215885179915677,-0.02079192979257416,0.009335069484537106,0.012144658734352554,0.008690781498445377,-0.01436857529918123,-0.007496788059377701,-0.00951397115140773,0.022567879863010454,0.008946640314174248,-0.017030869934210546,-0.0008545962889943137,-0.06498197400600536,-0.013509986292250753,0.01489674881412495,0.003760765011741718,0.0014073167989407942,0.01446610627674727,0.010764939385611072,0.007398020064557809
2023-04-13,0.017054664361191074,0.004998390392522811,0.005809885617045429,-0.0038461685180664062,-0.0005773606868290093,0.007606348061207413,0.004905032543889076,0.0058867854457853586,0.0070774425903177285,0.0044118802471586616,0.005472005170660044,0.005306176236486104,0.017288057485173924,0.008972923811733091,0.01286507648147217,0.00788020066890982,0.008620702878928022,-0.007473702949167715,0.0009104081387760754,-0.010966229081707857,0.0025830760864107294,-0.009431670563968542,0.02116208365617056,0.01308861358715041,0.004281748654278994,-0.004185742062183695,0.006972653653432248,0.005985349447726884,0.03345315053464426,0.0037293312000536982,0.002125498926769609,0.013817756042920015,0.0025339536214934455,-0.0007937274433067465,0.004369926657614487,-0.0018929979343181857,-0.004820411637739386,-0.007798563766536537,-0.004844123604214934,0.013379928495895976,0.002266034020877772,0.009367879277419666,0.0010788506139580711,0.008277019394900664,0.00785283532305825,0.008765030193515377,0.003198843377885119,0.002940203400077168,-0.0214374797043011,0.005326496377959566,-0.0072112883863778565,-0.015315003429577145,0.007748239727288553,0.02963870947300573,0.007334999684086352,0.00024240895613125701,0.001576083054698696,0.008103439524910216,0.021774442373580172,-0.01070721119492557,0.0033188796926282293,0.004118906855155036,-0.0009306118518652706,0.014978847405880069,0.010196508893185907,0.004974257992026221,0.011121125248333863,0.02778687078227482,-0.004075842717055411,0.012789638309798068,0.006057463686945264,-0.007259233216883598,0.0126971615562248,-0.0019072348488375912,0.008157089398370898,-0.013259433709026047,0.010532392491520604
2023-04-14,-0.003579855949725874,0.011605176955760577,0.005874362891345131,-0.012355200754337936,-0.0007223392894759595,-0.0071347179344652956,0.002686875241034281,-0.05562053386259613,-0.009415908825059716,0.010927837073921864,0.004535114517902006,0.00906743602741722,-0.00029550234383757257,-0.0001046901940158218,-0.0025446814191836253,0.004951849014735332,0.0013148971446264035,0.010948573996029776,0.007875440585349613,0.011986839358822499,-0.003322251840263357,0.007032198471665252,0.011122790673738336,-0.013575503706130698,0.01297171487717752,0.017768498799874077,-0.0016444965387190091,-0.0008924094988163045,-0.017006421327331878,-0.004720874521395468,0.012088942001713843,0.0033180293824452978,-0.02251835496610277,0.0050310471895074205,-0.007093893450121236,-0.00862539428228104,0.00038930444741747117,-0.005001796903705391,0.012312581411032086,-0.007507718205689962,-0.00017387979245608864,-0.00486383935807444,-0.009376841812795078,-0.00843255952432187,-0.002665538971233228,-0.0036585353836728896,0.002947220771339021,-0.0033533612936539337,0.017730023076436785,0.0012319379362855098,0.015784335624258627,-0.0013770282996758976,-0.012173846412381173,0.0007261801718396743,-0.011575822871215724,0.005938135527087107,0.0,-0.005214039526496572,-0.00304428686326752,-0.0029125035844786984,-0.012722621356233588,0.00431124219630985,-0.016765050326535635,0.0017658914144045301,0.003364455373969344,-0.004494520373856226,-0.002507509852220924,0.0012722330629537648,0.0030820914915683506,-0.007148035335529768,0.00979054445005012,0.012615782245923635,-0.01413086249950879,0.0030172063181455044,-0.009289827938115502,0.006834754089628525,-0.0013386604701740579
2023-04-17,0.009549048669732052,0.006704387702398673,0.016449261411277227,0.024237718572423406,0.006288406863038443,0.011404690247927896,0.007413709235673194,0.016459233329654266,0.005992657397497991,-0.0006358367762363537,0.010609557322109442,0.006974389203134201,0.016260139679380448,0.002092637952531007,0.007348336821939805,0.003889981997913905,-0.0003282609724726271,0.0038954536859074906,0.009412829806056733,0.024281809200701998,0.007958684342978861,0.00766282902640536,0.0025475127310441437,0.006037041212344718,-0.004656595925924489,0.005068431943726859,-0.005982083569042507,0.002381998223613957,0.024083327114873265,0.007773704361124567,0.013935502869041105,0.006664864448886476,0.007757329078977637,0.016554771635185705,0.0068111681744222885,0.006103873020362194,0.006398017882121243,0.006822252100665116,-0.0006789572530703225,0.006173342226841072,0.012871777506634707,0.009924684736001055,0.012838516725819593,0.003381257459853071,0.015419430544017398,0.0037178169319194154,0.010212431836033709,0.004697735954435345,0.006348349150796295,0.013782970718196008,0.00742577835482372,0.019742589948164246,0.015289049882197592,0.013524723442068343,0.0022667562596256907,0.00499931165829981,0.014063712385697924,0.009463438129276192,0.01141791517196622,0.0019474893790794034,0.004381414727704147,0.0027507211762685113,0.020208392519160512,0.002896007428132563,0.009330909302221357,0.008572364743546279,0.0034714644277369366,0.019059793441653206,0.007605827844757718,0.017038707232270855,0.0021775859903878647,0.014469028592243083,0.0016157291568901222,0.003409234689806695,0.0006049426309777672,0.01491303524267984,0.002010756099180444
2023-04-18,-0.004776212486156561,0.014355537457065859,-0.0011490205416808674,0.014503784339736425,0.00021554731671136196,-0.0038502646105557092,0.00868906056407126,0.01629028121629128,-0.0015062808981545217,0.025662758119075146,0.000893448924027096,-0.0001776501155517085,-0.0007273171164772219,0.0015662619548115764,-0.004545686025135942,0.003745814032370731,-0.0013136016646972948,0.006140204722267395,0.013463790570399814,0.022260922028424,0.0006749545337343399,0.0038636673059340154,0.00796942787865551,-0.009357212151328564,0.003868669438171324,0.005789986351366405,-0.0004360695605947207,-0.0022277669472499095,-0.0030716038960150183,0.002179029071604166,0.017567428134146246,-0.00470024500518107,0.011430069457717185,0.00842326945688443,0.003075040913026461,-0.0014488053229808617,0.010824678542282973,0.004279551327960762,-0.009793385270759014,-0.001555461817243864,-0.0006869333601179362,0.009530861887864894,-0.00032227117689342943,0.024038042835532458,0.013565572056859265,-0.0005486954161199042,-9.535643828495477e-05,0.009856989069950473,0.00756992628681874,-0.001092390063778259,-0.0024569055056663514,-0.002181846686337585,-0.002464177487488284,-0.0064767633129586555,-0.0033924081991182353,0.005633721825667903,0.01503250179831328,-0.007427717464590922,-0.006825953551087616,-0.0035273598268741324,0.005902083002016889,0.006816308797418458,-0.007737437803356562,0.016195912197550788,0.0015887895100406002,-0.002209834274238265,0.010590654665277865,-0.010910295163373163,-0.0028494056268187906,0.015573379678573529,0.004294123366545222,0.009803931031520552,0.005047747333997155,0.006795225990044562,-0.00012084061328709872,0.008353245728104808,-0.004395702777927446
